Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,117.824489,[97 17] ; [ 33 136],[52.36749117 61.63250883] ; [77.63250883 91.36749117],1
s6,1,0.0,68.203202,[95 18] ; [ 58 112],[61.09187279 51.90812721] ; [91.90812721 78.09187279],1
s8,1,0.0,55.444856,[64 51] ; [ 24 146],[35.50877193 79.49122807] ; [ 52.49122807 117.50877193],1
s7,1,0.0,45.692929,[63 43] ; [ 31 131],[37.17910448 68.82089552] ; [ 56.82089552 105.17910448],1
s5,1,1e-06,25.260838,[44 63] ; [ 23 140],[26.55185185 80.44814815] ; [ 40.44814815 122.55185185],1
p9,1,1.6e-05,18.642615,[92 19] ; [96 69],[75.60869565 35.39130435] ; [112.39130435  52.60869565],1
s4,1,0.000181,14.017591,[31 83] ; [ 17 151],[19.40425532 94.59574468] ; [ 28.59574468 139.40425532],1
p3,1,0.000186,13.969234,[44 71] ; [ 31 138],[30.36971831 84.63028169] ; [ 44.63028169 124.36971831],1
r4,1,0.000198,13.853838,[99 16] ; [113  57],[85.54385965 29.45614035] ; [126.45614035  43.54385965],1
p10,1,0.000262,13.322397,[84 29] ; [88 79],[69.41428571 43.58571429] ; [102.58571429  64.41428571],1
p4,1,0.000272,13.253468,[54 61] ; [ 44 125],[39.68309859 75.31690141] ; [ 58.31690141 110.68309859],1
v1,1,0.000337,12.853017,[57 50] ; [ 53 115],[42.8 64.2] ; [ 67.2 100.8],1
u3,1,0.000538,11.978972,[29  8] ; [25 34],[20.8125 16.1875] ; [33.1875 25.8125],1
r3,1,0.000894,11.035121,[108   7] ; [134  34],[98.33922261 16.66077739] ; [143.66077739  24.33922261],1
v4,1,0.004556,8.047863,[106   9] ; [135  34],[97.58802817 17.41197183] ; [143.41197183  25.58802817],0
u1,1,0.006091,7.523292,[25 90] ; [ 17 153],[16.94736842 98.05263158] ; [ 25.05263158 144.94736842],0
d1,1,0.008555,6.913474,[71 44] ; [78 92],[60.12280702 54.87719298] ; [88.87719298 81.12280702],0
p12,1,0.008594,6.905249,[ 12 102] ; [  5 164],[  6.84805654 107.15194346] ; [ 10.15194346 158.84805654],0
p2,1,0.009273,6.769403,[78 37] ; [89 81],[67.38596491 47.61403509] ; [99.61403509 70.38596491],0
p6,1,0.011939,6.319939,[20 94] ; [ 13 155],[ 13.34042553 100.65957447] ; [ 19.65957447 148.34042553],0
b5,1,0.012445,6.2463,[83 32] ; [98 72],[73.03508772 41.96491228] ; [107.96491228  62.03508772],0
r2,1,0.01669,5.728708,[107   7] ; [142  26],[100.65957447  13.34042553] ; [148.34042553  19.65957447],0
d2,1,0.019072,5.494905,[64 50] ; [70 97],[54.36298932 59.63701068] ; [79.63701068 87.36298932],0
r1,1,0.026941,4.894565,[86 28] ; [107  63],[77.47183099 36.52816901] ; [115.52816901  54.47183099],0
a5,1,0.043872,4.061499,[83 32] ; [103  67],[75.05263158 39.94736842] ; [110.94736842  59.05263158],0
d4,1,0.045412,4.003263,[96 19] ; [124  45],[89.08450704 25.91549296] ; [130.91549296  38.08450704],0
s1,1,0.057885,3.596971,[  9 104] ; [  5 164],[  5.60992908 107.39007092] ; [  8.39007092 160.60992908],0
a6,1,0.06155,3.495113,[66 49] ; [116  54],[73.43859649 41.56140351] ; [108.56140351  61.43859649],0
d5,1,0.073106,3.211876,[95 20] ; [125  45],[88.77192982 26.22807018] ; [131.22807018  38.77192982],0
n6,1,0.075193,3.165859,[90 24] ; [118  52],[83.49295775 30.50704225] ; [124.50704225  45.49295775],0
b2,1,0.082369,3.017522,[20 44] ; [44 54],[25.28395062 38.71604938] ; [38.71604938 59.28395062],0
b3,1,0.082369,3.017522,[20 44] ; [44 54],[25.28395062 38.71604938] ; [38.71604938 59.28395062],0
v2,1,0.1177,2.447659,[53 54] ; [65 98],[46.76296296 60.23703704] ; [71.23703704 91.76296296],0
n3,1,0.136191,2.220479,[29 10] ; [39 26],[25.5 13.5] ; [42.5 22.5],0
n2,1,0.140969,2.167346,[29 10] ; [41 27],[25.51401869 13.48598131] ; [44.48598131 23.51401869],0
a1,1,0.14488,2.125346,[  4 111] ; [ 13 157],[  6.85964912 108.14035088] ; [ 10.14035088 159.85964912],0
v3,1,0.201109,1.634305,[36 68] ; [ 45 120],[31.31598513 72.68401487] ; [ 49.68401487 115.31598513],0
a7,1,0.252285,1.310604,[81 34] ; [108  61],[76.53169014 38.46830986] ; [112.46830986  56.53169014],0
u2,1,0.277072,1.181394,[20 16] ; [26 33],[17.43157895 18.56842105] ; [28.56842105 30.43157895],0
n1,1,0.294226,1.100182,[18 21] ; [24 43],[15.45283019 23.54716981] ; [26.54716981 40.45283019],0
u4,1,0.366244,0.816368,[  3 112] ; [  2 168],[  2.01754386 112.98245614] ; [  2.98245614 167.01754386],0
