Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.3e-05,17.909536,[45 30] ; [19 55],[32.2147651 42.7852349] ; [31.7852349 42.2147651],1
a5,1,0.00177,9.773948,[56 19] ; [38 38],[46.68874172 28.31125828] ; [47.31125828 28.68874172],0
a8,1,0.006914,7.295242,[11 58] ; [ 2 70],[ 6.36170213 62.63829787] ; [ 6.63829787 65.36170213],0
p2,1,0.0301,4.703592,[60 14] ; [49 26],[54.13422819 19.86577181] ; [54.86577181 20.13422819],0
a3,1,0.031024,4.651648,[55 20] ; [43 33],[48.67549669 26.32450331] ; [49.32450331 26.67549669],0
p11,1,0.034086,4.490402,[53 22] ; [41 35],[46.68874172 28.31125828] ; [47.31125828 28.68874172],0
n2,1,0.044483,4.038146,[20  3] ; [18 11],[16.80769231  6.19230769] ; [21.19230769  7.80769231],0
d2,1,0.047884,3.91404,[34 40] ; [23 53],[28.12 45.88] ; [28.88 47.12],0
v3,1,0.112424,2.519815,[23 44] ; [16 56],[18.79856115 48.20143885] ; [20.20143885 51.79856115],0
r1,1,0.133128,2.255639,[60 15] ; [52 23],[56. 19.] ; [56. 19.],0
r3,1,0.173568,1.851852,[70  5] ; [65 10],[67.5  7.5] ; [67.5  7.5],0
p7,1,0.182398,1.777978,[43 29] ; [34 36],[39.04225352 32.95774648] ; [37.95774648 32.04225352],0
b5,1,0.202566,1.623779,[50 25] ; [43 33],[46.19205298 28.80794702] ; [46.80794702 29.19205298],0
a4,1,0.210057,1.571036,[30 45] ; [23 53],[26.32450331 48.67549669] ; [26.67549669 49.32450331],0
s7,1,0.233837,1.41737,[27 42] ; [21 50],[23.65714286 45.34285714] ; [24.34285714 46.65714286],0
p12,1,0.297474,1.085482,[ 3 69] ; [ 1 73],[ 1.97260274 70.02739726] ; [ 2.02739726 71.97260274],0
u3,1,0.348887,0.8775,[14  6] ; [26  6],[15.38461538  4.61538462] ; [24.61538462  7.38461538],0
a2,1,0.354599,0.856932,[14 61] ; [10 66],[11.9205298 63.0794702] ; [12.0794702 63.9205298],0
b4,1,0.36141,0.832986,[45 30] ; [40 36],[42.21854305 32.78145695] ; [42.78145695 33.21854305],0
p3,1,0.395043,0.723363,[30 44] ; [25 49],[27.5 46.5] ; [27.5 46.5],0
s2,1,0.395486,0.722008,[29 45] ; [35 41],[31.57333333 42.42666667] ; [32.42666667 43.57333333],0
b3,1,0.411423,0.674686,[ 9 33] ; [12 29],[10.62650602 31.37349398] ; [10.37349398 30.62650602],0
b2,1,0.411423,0.674686,[ 9 33] ; [12 29],[10.62650602 31.37349398] ; [10.37349398 30.62650602],0
s6,1,0.412717,0.670961,[43 32] ; [38 37],[40.5 34.5] ; [40.5 34.5],0
a1,1,0.41411,0.66697,[ 2 73] ; [ 4 72],[ 2.98013245 72.01986755] ; [ 3.01986755 72.98013245],0
r4,1,0.438152,0.601117,[62 13] ; [59 17],[60.09933775 14.90066225] ; [60.90066225 15.09933775],0
n3,1,0.474769,0.510856,[14  7] ; [22  7],[15.12  5.88] ; [20.88  8.12],0
v2,1,0.493934,0.467946,[36 35] ; [31 38],[33.97857143 37.02142857] ; [33.02142857 35.97857143],0
s8,1,0.525799,0.402504,[23 52] ; [27 49],[24.83443709 50.16556291] ; [25.16556291 50.83443709],0
s4,1,0.534865,0.38514,[11 64] ; [14 62],[12.41721854 62.58278146] ; [12.58278146 63.41721854],0
p1,1,0.541157,0.3734,[ 4 70] ; [ 6 70],[ 4.93333333 69.06666667] ; [ 5.06666667 70.93333333],0
p8,1,0.542895,0.3702,[27 46] ; [31 43],[28.80272109 44.19727891] ; [29.19727891 44.80272109],0
p4,1,0.61927,0.246895,[34 40] ; [31 43],[32.5 41.5] ; [32.5 41.5],0
r2,1,0.636482,0.223373,[67  7] ; [67  9],[66.10666667  7.89333333] ; [67.89333333  8.10666667],0
a6,1,0.643986,0.213567,[49 25] ; [53 23],[50.32 23.68] ; [51.68 24.32],0
u2,1,0.677166,0.173333,[16  4] ; [24  8],[15.38461538  4.61538462] ; [24.61538462  7.38461538],0
p9,1,0.678788,0.171493,[53 21] ; [50 23],[51.85034014 22.14965986] ; [51.14965986 21.85034014],0
b1,1,0.681936,0.167955,[40 35] ; [38 38],[38.74172185 36.25827815] ; [39.25827815 36.74172185],0
p5,1,0.698584,0.149949,[ 3 71] ; [ 4 70],[ 3.5 70.5] ; [ 3.5 70.5],0
p6,1,0.729214,0.119834,[18 54] ; [16 55],[17.11888112 54.88111888] ; [16.88111888 54.11888112],0
s1,1,0.73986,0.11025,[ 3 69] ; [ 4 71],[ 3.42857143 68.57142857] ; [ 3.57142857 71.42857143],0
u1,1,0.752683,0.09929,[ 7 68] ; [ 6 70],[ 6.45695364 68.54304636] ; [ 6.54304636 69.45695364],0
