Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.531864,[129   4] ; [34 17],[117.82065217  15.17934783] ; [45.17934783  5.82065217],1
p9,1,0.0,28.410752,[115  18] ; [25 26],[101.19565217  31.80434783] ; [38.80434783 12.19565217],1
p10,1,0.0,26.705016,[113  21] ; [24 27],[99.23243243 34.76756757] ; [37.76756757 13.23243243],1
v4,1,0.000102,15.10317,[126   7] ; [39 13],[118.62162162  14.37837838] ; [46.37837838  5.62162162],1
r4,1,0.000198,13.853919,[116  18] ; [33 20],[106.77005348  27.22994652] ; [42.22994652 10.77005348],1
p7,1,0.000823,11.188701,[88 41] ; [21 30],[78.11666667 50.88333333] ; [30.88333333 20.11666667],1
b1,1,0.003795,8.379482,[45 89] ; [30 23],[53.74331551 80.25668449] ; [21.25668449 31.74331551],0
a6,1,0.005818,7.605849,[78 56] ; [19 34],[69.50802139 64.49197861] ; [27.49197861 25.50802139],0
a7,1,0.007136,7.238428,[88 44] ; [24 29],[79.91351351 52.08648649] ; [32.08648649 20.91351351],0
a1,1,0.009374,6.750156,[  1 133] ; [ 4 49],[  3.5828877 130.4171123] ; [ 1.4171123 51.5828877],0
p8,1,0.023708,5.115855,[68 65] ; [17 35],[61.10810811 71.89189189] ; [23.89189189 28.10810811],0
n6,1,0.025583,4.983986,[114  19] ; [38 15],[108.68817204  24.31182796] ; [43.31182796  9.68817204],0
a3,1,0.026908,4.896736,[69 65] ; [17 34],[62.29189189 71.70810811] ; [23.70810811 27.29189189],0
n3,1,0.028239,4.813413,[20  7] ; [ 9 12],[16.3125 10.6875] ; [12.6875  8.3125],0
p4,1,0.032051,4.595782,[75 59] ; [20 32],[68.44086022 65.55913978] ; [26.55913978 25.44086022],0
p2,1,0.047525,3.926716,[109  25] ; [36 17],[103.90374332  30.09625668] ; [41.09625668 11.90374332],0
d5,1,0.053368,3.732364,[91 43] ; [28 25],[85.27272727 48.72727273] ; [33.72727273 19.27272727],0
v2,1,0.054543,3.696,[63 63] ; [17 33],[57.27272727 68.72727273] ; [22.72727273 27.27272727],0
d3,1,0.056279,3.643768,[75 59] ; [21 31],[69.16129032 64.83870968] ; [26.83870968 25.16129032],0
s3,1,0.060549,3.52229,[81 51] ; [24 28],[75.32608696 56.67391304] ; [29.67391304 22.32608696],0
s6,1,0.062849,3.460564,[91 42] ; [28 24],[85.55135135 47.44864865] ; [33.44864865 18.55135135],0
p6,1,0.078052,3.105012,[52 80] ; [13 38],[46.8852459 85.1147541] ; [18.1147541 32.8852459],0
u2,1,0.081771,3.029344,[36 29] ; [13 22],[31.85 33.15] ; [17.15 17.85],0
a4,1,0.092793,2.825235,[ 30 104] ; [ 6 46],[ 25.93548387 108.06451613] ; [10.06451613 41.93548387],0
s8,1,0.095515,2.778884,[50 84] ; [13 40],[45.14438503 88.85561497] ; [17.85561497 35.14438503],0
a8,1,0.107204,2.594966,[ 20 105] ; [ 3 43],[ 16.8128655 108.1871345] ; [ 6.1871345 39.8128655],0
r1,1,0.164675,1.930766,[92 41] ; [31 22],[87.9516129 45.0483871] ; [35.0483871 17.9516129],0
v3,1,0.180994,1.789446,[50 79] ; [15 38],[46.07142857 82.92857143] ; [18.92857143 34.07142857],0
d4,1,0.187377,1.73812,[88 45] ; [29 23],[84.11351351 48.88648649] ; [32.88648649 19.11351351],0
p3,1,0.207435,1.58924,[59 75] ; [18 35],[55.17647059 78.82352941] ; [21.82352941 31.17647059],0
r2,1,0.208885,1.579136,[119  14] ; [43  9],[116.46486486  16.53513514] ; [45.53513514  6.46486486],0
n2,1,0.230046,1.440576,[21  6] ; [13  8],[19.125  7.875] ; [14.875  6.125],0
u3,1,0.24098,1.374849,[35 30] ; [15 21],[32.17821782 32.82178218] ; [17.82178218 18.17821782],0
n1,1,0.3017,1.066667,[13 14] ; [ 7 14],[11.25 15.75] ; [ 8.75 12.25],0
v1,1,0.318427,0.995397,[65 66] ; [22 31],[61.94021739 69.05978261] ; [25.05978261 27.94021739],0
s2,1,0.340709,0.90776,[65 67] ; [22 31],[62.07567568 69.92432432] ; [24.92432432 28.07567568],0
s4,1,0.34196,0.903069,[ 28 104] ; [ 8 45],[ 25.68648649 106.31351351] ; [10.31351351 42.68648649],0
b5,1,0.351883,0.866653,[76 58] ; [34 19],[78.82352941 55.17647059] ; [31.17647059 21.82352941],0
p12,1,0.353547,0.860685,[ 10 124] ; [ 2 51],[  8.59893048 125.40106952] ; [ 3.40106952 49.59893048],0
d1,1,0.392311,0.731767,[44 90] ; [14 39],[41.56149733 92.43850267] ; [16.43850267 36.56149733],0
s5,1,0.421369,0.646494,[32 97] ; [10 42],[29.93370166 99.06629834] ; [12.06629834 39.93370166],0
p1,1,0.495085,0.465455,[ 13 120] ; [ 7 46],[ 14.30107527 118.69892473] ; [ 5.69892473 47.30107527],0
d2,1,0.57618,0.312451,[ 30 103] ; [14 39],[ 31.46236559 101.53763441] ; [12.53763441 40.46236559],0
p5,1,0.586349,0.296082,[ 16 116] ; [ 8 45],[ 17.12432432 114.87567568] ; [ 6.87567568 46.12432432],0
b2,1,0.602363,0.271447,[20 57] ; [ 9 20],[21.06603774 55.93396226] ; [ 7.93396226 21.06603774],0
b3,1,0.602363,0.271447,[20 57] ; [ 9 20],[21.06603774 55.93396226] ; [ 7.93396226 21.06603774],0
b4,1,0.629587,0.232621,[81 53] ; [30 23],[79.54010695 54.45989305] ; [31.45989305 21.54010695],0
s7,1,0.705987,0.142318,[52 76] ; [18 30],[50.90909091 77.09090909] ; [19.09090909 28.90909091],0
s1,1,0.70768,0.140605,[  6 126] ; [ 3 48],[  6.49180328 125.50819672] ; [ 2.50819672 48.49180328],0
n4,1,0.756156,0.096431,[106  28] ; [43 10],[106.77005348  27.22994652] ; [42.22994652 10.77005348],0
u1,1,0.830234,0.045968,[  6 128] ; [ 2 51],[  5.73262032 128.26737968] ; [ 2.26737968 50.73262032],0
