Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.505893,[35 12] ; [41 80],[21.26190476 25.73809524] ; [54.73809524 66.26190476],1
p7,1,0.000106,15.02008,[37  8] ; [58 61],[26.06707317 18.93292683] ; [68.93292683 50.06707317],1
p3,1,0.000148,14.40239,[28 19] ; [34 87],[17.3452381 29.6547619] ; [44.6547619 76.3452381],1
a2,1,0.007734,7.094074,[11 36] ; [ 10 111],[ 5.875 41.125] ; [ 15.125 105.875],0
p8,1,0.017109,5.685111,[28 19] ; [47 73],[21.10778443 25.89221557] ; [53.89221557 66.10778443],0
p1,1,0.017357,5.659869,[ 7 40] ; [  5 113],[ 3.41818182 43.58181818] ; [  8.58181818 109.41818182],0
b1,1,0.055731,3.660091,[20 27] ; [33 88],[14.82738095 32.17261905] ; [38.17261905 82.82738095],0
n6,1,0.060171,3.532661,[37 10] ; [77 44],[31.89285714 15.10714286] ; [82.10714286 38.89285714],0
s7,1,0.071366,3.251325,[21 26] ; [35 82],[16.04878049 30.95121951] ; [39.95121951 77.04878049],0
r4,1,0.085928,2.949048,[44  3] ; [101  20],[40.56547619  6.43452381] ; [104.43452381  16.56547619],0
a4,1,0.105629,2.618433,[21 26] ; [38 83],[16.50595238 30.49404762] ; [42.49404762 78.50595238],0
v4,1,0.108239,2.579747,[46  1] ; [107  11],[43.58181818  3.41818182] ; [109.41818182   8.58181818],0
s6,1,0.10886,2.570687,[29 17] ; [59 61],[24.38554217 21.61445783] ; [63.61445783 56.38554217],0
u3,1,0.120959,2.404862,[14  4] ; [25 19],[11.32258065  6.67741935] ; [27.67741935 16.32258065],0
s8,1,0.172491,1.861161,[20 27] ; [38 83],[16.22619048 30.77380952] ; [41.77380952 79.22619048],0
d2,1,0.192997,1.694592,[21 26] ; [41 80],[17.3452381 29.6547619] ; [44.6547619 76.3452381],0
u2,1,0.197772,1.65875,[13  5] ; [24 20],[10.74193548  7.25806452] ; [26.25806452 17.74193548],0
u1,1,0.200927,1.635622,[ 7 40] ; [ 10 111],[ 4.75595238 42.24404762] ; [ 12.24404762 108.75595238],0
p12,1,0.263575,1.249885,[ 4 43] ; [  5 115],[ 2.53293413 44.46706587] ; [  6.46706587 113.53293413],0
s2,1,0.29025,1.118462,[21 26] ; [43 77],[18.01197605 28.98802395] ; [45.98802395 74.01197605],0
s4,1,0.332678,0.938447,[ 9 38] ; [ 16 105],[ 6.99404762 40.00595238] ; [ 18.00595238 102.99404762],0
n4,1,0.344394,0.894006,[24 23] ; [52 69],[21.26190476 25.73809524] ; [54.73809524 66.26190476],0
a5,1,0.366892,0.814164,[33 14] ; [76 45],[30.49404762 16.50595238] ; [78.50595238 42.49404762],0
n3,1,0.394234,0.725844,[11  5] ; [24  6],[12.17391304  3.82608696] ; [22.82608696  7.17391304],0
d3,1,0.396586,0.718654,[35 12] ; [82 39],[32.73214286 14.26785714] ; [84.26785714 36.73214286],0
r3,1,0.409778,0.679444,[46  1] ; [115   6],[45.04166667  1.95833333] ; [115.95833333   5.04166667],0
s5,1,0.414173,0.666791,[14 31] ; [29 88],[11.94444444 33.05555556] ; [31.05555556 85.94444444],0
p2,1,0.432097,0.61718,[40  7] ; [95 24],[38.22289157  8.77710843] ; [96.77710843 22.22289157],0
v1,1,0.450519,0.569345,[20 26] ; [43 73],[17.88888889 28.11111111] ; [45.11111111 70.88888889],0
d1,1,0.478844,0.501494,[25 22] ; [57 64],[22.94047619 24.05952381] ; [59.05952381 61.94047619],0
s3,1,0.503859,0.446799,[20 27] ; [57 61],[21.93333333 25.06666667] ; [55.06666667 62.93333333],0
a1,1,0.538608,0.378126,[ 3 44] ; [  5 116],[ 2.23809524 44.76190476] ; [  5.76190476 115.23809524],0
s1,1,0.543139,0.369753,[ 2 45] ; [  3 118],[ 1.39880952 45.60119048] ; [  3.60119048 117.39880952],0
b2,1,0.546136,0.364286,[12 20] ; [22 48],[10.66666667 21.33333333] ; [23.33333333 46.66666667],0
b3,1,0.546136,0.364286,[12 20] ; [22 48],[10.66666667 21.33333333] ; [23.33333333 46.66666667],0
n1,1,0.555113,0.348236,[ 6 10] ; [ 9 22],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
r1,1,0.559113,0.341242,[34 13] ; [92 28],[35.46107784 11.53892216] ; [90.53892216 29.46107784],0
r2,1,0.573686,0.316553,[43  3] ; [108  11],[42.0969697  3.9030303] ; [108.9030303  10.0969697],0
a7,1,0.60871,0.262058,[36 11] ; [88 33],[34.69047619 12.30952381] ; [89.30952381 31.69047619],0
d5,1,0.60871,0.262058,[36 11] ; [88 33],[34.69047619 12.30952381] ; [89.30952381 31.69047619],0
v2,1,0.61811,0.248533,[22 24] ; [60 55],[23.42857143 22.57142857] ; [58.57142857 56.42857143],0
p10,1,0.63856,0.220631,[35 12] ; [85 35],[33.77245509 13.22754491] ; [86.22754491 33.77245509],0
b4,1,0.698285,0.150262,[28 19] ; [76 45],[29.0952381 17.9047619] ; [74.9047619 46.0952381],0
v3,1,0.699848,0.14863,[11 36] ; [30 84],[11.9689441 35.0310559] ; [29.0310559 84.9689441],0
b5,1,0.793961,0.06821,[29 18] ; [72 49],[28.25595238 18.74404762] ; [72.74404762 48.25595238],0
a3,1,0.815594,0.054389,[29 18] ; [77 44],[29.6547619 17.3452381] ; [76.3452381 44.6547619],0
a8,1,0.884393,0.021142,[ 5 41] ; [11 98],[ 4.7483871 41.2516129] ; [11.2516129 97.7483871],0
a6,1,0.894087,0.017725,[29 18] ; [76 45],[29.375 17.625] ; [75.625 45.375],0
p5,1,0.902795,0.014916,[ 3 44] ; [  7 112],[ 2.8313253 44.1686747] ; [  7.1686747 111.8313253],0
d4,1,0.920005,0.010086,[38  9] ; [97 24],[37.76785714  9.23214286] ; [97.23214286 23.76785714],0
n2,1,0.930072,0.007701,[11  5] ; [21  9],[11.13043478  4.86956522] ; [20.86956522  9.13043478],0
p9,1,0.956038,0.003039,[37 10] ; [94 26],[36.86826347 10.13173653] ; [94.13173653 25.86826347],0
