Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.005036,7.866497,[10 32] ; [14 10],[15.27272727 26.72727273] ; [ 8.72727273 15.27272727],0
n1,1,0.494125,0.467532,[4 8] ; [3 3],[4.66666667 7.33333333] ; [2.33333333 3.66666667],0
b5,1,0.514054,0.425806,[21 21] ; [14 10],[22.27272727 19.72727273] ; [12.72727273 11.27272727],0
s5,1,0.53841,0.378494,[15 27] ; [10 13],[16.15384615 25.84615385] ; [ 8.84615385 14.15384615],0
s8,1,0.540618,0.374396,[23 19] ; [15  9],[24.18181818 17.81818182] ; [13.81818182 10.18181818],0
u3,1,0.54393,0.368304,[11 11] ; [3 5],[10.26666667 11.73333333] ; [3.73333333 4.26666667],0
n2,1,0.553516,0.351056,[12  1] ; [5 1],[11.63157895  1.36842105] ; [5.36842105 0.63157895],0
v1,1,0.575062,0.314286,[18 24] ; [12 12],[19.09090909 22.90909091] ; [10.90909091 13.09090909],0
u2,1,0.588809,0.292208,[ 6 16] ; [3 5],[ 6.6 15.4] ; [2.4 5.6],0
v3,1,0.633855,0.22687,[13 28] ; [ 9 15],[13.87692308 27.12307692] ; [ 8.12307692 15.87692308],0
p9,1,0.63984,0.218951,[33  9] ; [20  4],[33.72727273  8.27272727] ; [19.27272727  4.72727273],0
r3,1,0.650345,0.205465,[37  5] ; [22  2],[37.54545455  4.45454545] ; [21.45454545  2.54545455],0
a8,1,0.657905,0.196078,[ 6 30] ; [ 3 21],[ 5.4 30.6] ; [ 3.6 20.4],0
p12,1,0.683929,0.165737,[ 1 41] ; [ 1 23],[ 1.27272727 40.72727273] ; [ 0.72727273 23.27272727],0
d5,1,0.714437,0.133885,[22 19] ; [14 10],[22.70769231 18.29230769] ; [13.29230769 10.70769231],0
p11,1,0.726637,0.122222,[28 14] ; [17  7],[28.63636364 13.36363636] ; [16.36363636  7.63636364],0
p10,1,0.740826,0.109402,[33  7] ; [19  5],[32.5  7.5] ; [19.5  4.5],0
n6,1,0.79524,0.067347,[36  6] ; [20  4],[35.63636364  6.36363636] ; [20.36363636  3.63636364],0
s3,1,0.810008,0.0578,[35  6] ; [21  3],[35.32307692  5.67692308] ; [20.67692308  3.32307692],0
p1,1,0.810008,0.0578,[ 6 35] ; [ 3 21],[ 5.67692308 35.32307692] ; [ 3.32307692 20.67692308],0
r1,1,0.830407,0.045873,[28 13] ; [17  7],[28.38461538 12.61538462] ; [16.61538462  7.38461538],0
s6,1,0.834776,0.043505,[33  8] ; [19  4],[33.3125  7.6875] ; [18.6875  4.3125],0
b4,1,0.852302,0.034664,[22 20] ; [12 12],[21.63636364 20.36363636] ; [12.36363636 11.63636364],0
s7,1,0.865369,0.028745,[27 13] ; [16  7],[27.3015873 12.6984127] ; [15.6984127  7.3015873],0
v2,1,0.87987,0.022842,[18 23] ; [11 13],[18.29230769 22.70769231] ; [10.70769231 13.29230769],0
n3,1,0.943209,0.005075,[11  2] ; [5 1],[10.94736842  2.05263158] ; [5.05263158 0.94736842],0
d3,1,0.993064,7.6e-05,[12 29] ; [ 7 17],[11.98461538 29.01538462] ; [ 7.01538462 16.98461538],0
r4,1,1.0,0.0,[35  7] ; [20  4],[35.  7.] ; [20.  4.],0
