Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000328,12.901707,[45  3] ; [19 12],[38.88607595  9.11392405] ; [25.11392405  5.88607595],1
p8,1,0.00039,12.581285,[27 21] ; [ 5 26],[19.44303797 28.55696203] ; [12.55696203 18.44303797],1
d3,1,0.001065,10.711803,[41  7] ; [16 15],[34.63291139 13.36708861] ; [22.36708861  8.63291139],0
a5,1,0.005161,7.822173,[39  9] ; [16 15],[33.41772152 14.58227848] ; [21.58227848  9.41772152],0
v1,1,0.007491,7.151225,[16 31] ; [19 10],[21.64473684 25.35526316] ; [13.35526316 15.64473684],0
p3,1,0.00866,6.891672,[30 18] ; [10 21],[24.30379747 23.69620253] ; [15.69620253 15.30379747],0
d1,1,0.018292,5.567987,[33 15] ; [13 18],[27.94936709 20.05063291] ; [18.05063291 12.94936709],0
n1,1,0.022097,5.238095,[ 1 10] ; [6 5],[3.5 7.5] ; [3.5 7.5],0
p10,1,0.024078,5.08897,[41  6] ; [19 10],[37.10526316  9.89473684] ; [22.89473684  6.10526316],0
p4,1,0.024153,5.083639,[31 17] ; [12 19],[26.12658228 21.87341772] ; [16.87341772 14.12658228],0
a2,1,0.03957,4.23623,[14 34] ; [ 3 28],[10.32911392 37.67088608] ; [ 6.67088608 24.32911392],0
p11,1,0.083489,2.995642,[38 10] ; [19 12],[34.63291139 13.36708861] ; [22.36708861  8.63291139],0
a6,1,0.083525,2.994941,[34 14] ; [16 15],[30.37974684 17.62025316] ; [19.62025316 11.37974684],0
n6,1,0.11184,2.528026,[34 13] ; [17 14],[30.73076923 16.26923077] ; [20.26923077 10.73076923],0
a3,1,0.131358,2.276376,[37 11] ; [19 12],[34.02531646 13.97468354] ; [21.97468354  9.02531646],0
a7,1,0.150072,2.071523,[38 10] ; [20 11],[35.24050633 12.75949367] ; [22.75949367  8.24050633],0
d2,1,0.154344,2.028787,[28 20] ; [13 18],[24.91139241 23.08860759] ; [16.08860759 14.91139241],0
s2,1,0.188132,1.732188,[27 21] ; [22  9],[29.7721519 18.2278481] ; [19.2278481 11.7721519],0
u1,1,0.191439,1.706509,[12 36] ; [ 4 27],[ 9.72151899 38.27848101] ; [ 6.27848101 24.72151899],0
p6,1,0.225336,1.470059,[18 28] ; [ 8 23],[15.53246753 30.46753247] ; [10.46753247 20.53246753],0
p5,1,0.25339,1.304514,[ 5 43] ; [ 1 29],[ 3.69230769 44.30769231] ; [ 2.30769231 27.69230769],0
n3,1,0.268925,1.222222,[10  1] ; [8 3],[9. 2.] ; [9. 2.],0
s7,1,0.286695,1.135076,[31 15] ; [16 13],[28.82666667 17.17333333] ; [18.17333333 10.82666667],0
n4,1,0.28835,1.127307,[26 22] ; [13 18],[23.69620253 24.30379747] ; [15.30379747 15.69620253],0
b5,1,0.290188,1.118748,[32 16] ; [17 14],[29.7721519 18.2278481] ; [19.2278481 11.7721519],0
r4,1,0.325973,0.964829,[46  2] ; [28  3],[44.96202532  3.03797468] ; [29.03797468  1.96202532],0
d4,1,0.363378,0.826184,[41  7] ; [24  7],[39.49367089  8.50632911] ; [25.50632911  5.49367089],0
s5,1,0.41245,0.671728,[15 30] ; [12 16],[16.64383562 28.35616438] ; [10.35616438 17.64383562],0
p1,1,0.477811,0.503856,[ 5 42] ; [ 5 26],[ 6.02564103 40.97435897] ; [ 3.97435897 27.02564103],0
d5,1,0.512839,0.428271,[40  8] ; [24  7],[38.88607595  9.11392405] ; [25.11392405  5.88607595],0
s6,1,0.532299,0.39,[39  9] ; [26  4],[40.  8.] ; [25.  5.],0
a4,1,0.532356,0.389892,[22 26] ; [12 19],[20.65822785 27.34177215] ; [13.34177215 17.65822785],0
u3,1,0.537892,0.379461,[8 3] ; [10  2],[8.60869565 2.39130435] ; [9.39130435 2.60869565],0
r1,1,0.55915,0.341178,[36 12] ; [25  6],[37.06329114 10.93670886] ; [23.93670886  7.06329114],0
p9,1,0.564544,0.331897,[42  6] ; [24  5],[41.14285714  6.85714286] ; [24.85714286  4.14285714],0
v3,1,0.566876,0.327937,[17 30] ; [ 8 19],[15.87837838 31.12162162] ; [ 9.12162162 17.87837838],0
p12,1,0.569927,0.322804,[ 3 45] ; [ 1 29],[ 2.46153846 45.53846154] ; [ 1.53846154 28.46153846],0
u2,1,0.61093,0.258824,[9 2] ; [8 3],[8.5 2.5] ; [8.5 2.5],0
v2,1,0.666089,0.186211,[27 19] ; [15 13],[26.10810811 19.89189189] ; [15.89189189 12.10810811],0
b2,1,0.729485,0.119585,[12 22] ; [ 8 12],[12.59259259 21.40740741] ; [ 7.40740741 12.59259259],0
b3,1,0.729485,0.119585,[12 22] ; [ 8 12],[12.59259259 21.40740741] ; [ 7.40740741 12.59259259],0
v4,1,0.752271,0.099633,[47  1] ; [30  1],[46.78481013  1.21518987] ; [30.21518987  0.78481013],0
b4,1,0.772567,0.083532,[31 17] ; [21 10],[31.59493671 16.40506329] ; [20.40506329 10.59493671],0
s4,1,0.805933,0.060357,[12 36] ; [ 7 24],[11.5443038 36.4556962] ; [ 7.4556962 23.5443038],0
a8,1,0.847692,0.036889,[ 7 38] ; [ 5 24],[ 7.2972973 37.7027027] ; [ 4.7027027 24.2972973],0
r2,1,0.883159,0.021599,[42  4] ; [28  3],[41.81818182  4.18181818] ; [28.18181818  2.81818182],0
b1,1,0.913857,0.011702,[18 30] ; [12 19],[18.2278481 29.7721519] ; [11.7721519 19.2278481],0
a1,1,0.971333,0.001291,[ 3 45] ; [ 2 29],[ 3.03797468 44.96202532] ; [ 1.96202532 29.03797468],0
s3,1,0.995135,3.7e-05,[31 17] ; [20 11],[30.98734177 17.01265823] ; [20.01265823 10.98734177],0
n2,1,1.0,0.0,[7 4] ; [7 4],[7. 4.] ; [7. 4.],0
