Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,38.303465,[239  81] ; [19 38],[218.99204244 101.00795756] ; [39.00795756 17.99204244],1
s2,1,0.0,30.783588,[280  51] ; [32 28],[264.12276215  66.87723785] ; [47.87723785 12.12276215],1
s5,1,0.0,26.914312,[154 168] ; [ 6 50],[136.2962963 185.7037037] ; [23.7037037 32.2962963],1
s8,1,6e-06,20.47732,[217 112] ; [21 39],[201.29048843 127.70951157] ; [36.70951157 23.29048843],1
r3,1,7.7e-05,15.625686,[319  10] ; [51  9],[312.93059126  16.06940874] ; [57.06940874  2.93059126],1
n6,1,0.000668,11.576368,[301  28] ; [46 14],[293.4781491  35.5218509] ; [53.5218509  6.4781491],1
p4,1,0.00098,10.864607,[226 103] ; [28 32],[214.82262211 114.17737789] ; [39.17737789 20.82262211],1
r4,1,0.001827,9.71565,[310  21] ; [49 11],[303.91048593  27.08951407] ; [55.08951407  4.91048593],0
v4,1,0.002234,9.346493,[320  10] ; [52  7],[315.57840617  14.42159383] ; [56.42159383  2.57840617],0
p5,1,0.002387,9.225298,[ 57 272] ; [ 1 56],[ 49.43523316 279.56476684] ; [ 8.56476684 48.43523316],0
p2,1,0.00251,9.133127,[287  43] ; [43 17],[279.23076923  50.76923077] ; [50.76923077  9.23076923],0
r1,1,0.004372,8.12245,[280  49] ; [42 18],[272.33419023  56.66580977] ; [49.66580977 10.33419023],0
a2,1,0.014478,5.978919,[ 94 237] ; [ 8 52],[ 86.34782609 244.65217391] ; [15.65217391 44.34782609],0
s4,1,0.014657,5.957282,[ 72 255] ; [ 5 55],[ 65.0620155 261.9379845] ; [11.9379845 48.0620155],0
d5,1,0.015901,5.813734,[273  55] ; [42 18],[266.28865979  61.71134021] ; [48.71134021 11.28865979],0
p8,1,0.01689,5.707739,[188 139] ; [24 35],[179.59585492 147.40414508] ; [32.40414508 26.59585492],0
d4,1,0.021227,5.308051,[279  49] ; [43 16],[272.90956072  55.09043928] ; [49.09043928  9.90956072],0
p9,1,0.021311,5.301139,[293  36] ; [47 13],[287.55784062  41.44215938] ; [52.44215938  7.55784062],0
b5,1,0.029914,4.714222,[204 127] ; [28 32],[196.39897698 134.60102302] ; [35.60102302 24.39897698],0
u3,1,0.033234,4.533702,[49 25] ; [ 8 12],[44.87234043 29.12765957] ; [12.12765957  7.87234043],0
p6,1,0.033241,4.533339,[146 180] ; [18 42],[138.50777202 187.49222798] ; [25.49222798 34.50777202],0
v1,1,0.043861,4.061896,[191 128] ; [27 32],[183.97354497 135.02645503] ; [34.02645503 24.97354497],0
p7,1,0.058959,3.566439,[224  93] ; [35 25],[217.77984085  99.22015915] ; [41.22015915 18.77984085],0
a3,1,0.060833,3.51452,[257  73] ; [40 20],[251.30769231  78.69230769] ; [45.69230769 14.30769231],0
p11,1,0.073064,3.21281,[275  56] ; [44 16],[270.04859335  60.95140665] ; [48.95140665 11.04859335],0
a4,1,0.076172,3.144739,[162 168] ; [22 38],[155.69230769 174.30769231] ; [28.30769231 31.69230769],0
p12,1,0.094512,2.795795,[ 41 289] ; [ 3 57],[ 37.23076923 292.76923077] ; [ 6.76923077 53.23076923],0
p3,1,0.097053,2.753315,[184 146] ; [26 33],[178.14910026 151.85089974] ; [31.85089974 27.14910026],0
p1,1,0.176102,1.830215,[ 35 294] ; [ 3 57],[ 32.13881748 296.86118252] ; [ 5.86118252 54.13881748],0
u2,1,0.18269,1.775607,[42 32] ; [ 8 12],[39.36170213 34.63829787] ; [10.63829787  9.36170213],0
u1,1,0.235062,1.409965,[ 72 259] ; [ 9 51],[ 68.57033248 262.42966752] ; [12.42966752 47.57033248],0
p10,1,0.260709,1.26499,[281  47] ; [48 12],[278.12371134  49.87628866] ; [50.87628866  9.12371134],0
s1,1,0.267431,1.229878,[ 16 309] ; [ 1 58],[ 14.38802083 310.61197917] ; [ 2.61197917 56.38802083],0
u4,1,0.268358,1.225119,[ 16 315] ; [ 1 59],[ 14.39130435 316.60869565] ; [ 2.60869565 57.39130435],0
a1,1,0.268597,1.2239,[ 16 315] ; [ 5 55],[ 17.77749361 313.22250639] ; [ 3.22250639 56.77749361],0
d1,1,0.276095,1.186212,[212 119] ; [34 26],[208.25063939 122.74936061] ; [37.74936061 22.25063939],0
n1,1,0.282392,1.155542,[30 32] ; [9 5],[31.81578947 30.18421053] ; [7.18421053 6.81578947],0
