Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,93.675561,[ 42 194] ; [201 145],[ 98.53608247 137.46391753] ; [144.46391753 201.53608247],1
v1,1,0.0,40.922786,[100 137] ; [240 109],[137.50853242  99.49146758] ; [202.49146758 146.50853242],1
a5,1,0.004077,8.249296,[174  65] ; [295  62],[188.07214765  50.92785235] ; [280.92785235  76.07214765],0
b1,1,0.004599,8.030549,[105 134] ; [116 241],[ 88.62248322 150.37751678] ; [132.37751678 224.62248322],0
p9,1,0.006285,7.466646,[195  42] ; [316  35],[205.96428571  31.03571429] ; [305.03571429  45.96428571],0
s4,1,0.008267,6.974605,[ 48 186] ; [ 44 310],[ 36.6122449 197.3877551] ; [ 55.3877551 298.6122449],0
n3,1,0.010619,6.527943,[35 22] ; [48 10],[41.13913043 15.86086957] ; [41.86086957 16.13913043],0
a3,1,0.011025,6.461258,[166  72] ; [281  75],[179.1010101  58.8989899] ; [267.8989899  88.1010101],0
p3,1,0.017207,5.675126,[113 125] ; [205 152],[127.2 110.8] ; [190.8 166.2],0
a7,1,0.017231,5.67273,[168  71] ; [280  75],[180.25589226  58.74410774] ; [267.74410774  87.25589226],0
u1,1,0.027228,4.876295,[ 39 200] ; [ 85 272],[ 49.72483221 189.27516779] ; [ 74.27516779 282.72483221],0
a6,1,0.029459,4.740579,[156  83] ; [262  94],[167.90252101  71.09747899] ; [250.09747899 105.90252101],0
s1,1,0.035684,4.412128,[ 11 224] ; [  6 345],[  6.81740614 228.18259386] ; [ 10.18259386 340.81740614],0
p10,1,0.038381,4.28804,[192  46] ; [307  46],[200.95093063  37.04906937] ; [298.04906937  54.95093063],0
n2,1,0.043874,4.0614,[38 20] ; [46 10],[42.73684211 15.26315789] ; [41.26315789 14.73684211],0
d1,1,0.052616,3.756075,[140  99] ; [237 120],[151.1795302  87.8204698] ; [225.8204698 131.1795302],0
a2,1,0.055322,3.672361,[ 54 185] ; [106 251],[ 64.16107383 174.83892617] ; [ 95.83892617 261.16107383],0
d2,1,0.058189,3.588274,[111 128] ; [193 162],[122.31649832 116.68350168] ; [181.68350168 173.31649832],0
n6,1,0.090445,2.866431,[198  40] ; [311  42],[204.97800338  33.02199662] ; [304.02199662  48.97800338],0
d5,1,0.095612,2.77725,[194  44] ; [309  48],[201.2  36.8] ; [301.8  55.2],0
p11,1,0.101466,2.682351,[189  50] ; [301  56],[196.49328859  42.50671141] ; [293.50671141  63.49328859],0
p7,1,0.11115,2.537793,[158  78] ; [255  94],[166.61196581  69.38803419] ; [246.38803419 102.61196581],0
r3,1,0.114529,2.490587,[229   9] ; [347   6],[231.95939086   6.04060914] ; [344.04060914   8.95939086],0
s8,1,0.116007,2.470417,[103 135] ; [176 177],[112.35532995 125.64467005] ; [166.64467005 186.35532995],0
n5,1,0.139247,2.186258,[177  62] ; [279  73],[184.40609137  54.59390863] ; [271.59390863  80.40609137],0
p12,1,0.159889,1.975279,[ 15 222] ; [ 34 321],[ 19.61655405 217.38344595] ; [ 29.38344595 325.61655405],0
r2,1,0.171808,1.867099,[227  11] ; [344   9],[229.94585448   8.05414552] ; [341.05414552  11.94585448],0
