Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.397744,[ 74 105] ; [49 15],[90.60493827 88.39506173] ; [32.39506173 31.60493827],1
p7,1,2e-06,23.064104,[88 90] ; [53 10],[104.14107884  73.85892116] ; [36.85892116 26.14107884],1
p2,1,6.2e-05,16.037885,[136  43] ; [63  1],[146.58847737  32.41152263] ; [52.41152263 11.58847737],1
p8,1,0.001459,10.129385,[ 76 103] ; [42 22],[86.9218107 92.0781893] ; [31.0781893 32.9218107],0
b3,1,0.001519,10.055443,[35 73] ; [26 17],[43.62913907 64.37086093] ; [17.37086093 25.62913907],0
b2,1,0.001519,10.055443,[35 73] ; [26 17],[43.62913907 64.37086093] ; [17.37086093 25.62913907],0
p3,1,0.001791,9.751939,[ 66 113] ; [38 26],[ 76.6090535 102.3909465] ; [27.3909465 36.6090535],0
s7,1,0.002049,9.504943,[ 32 136] ; [24 38],[ 40.90434783 127.09565217] ; [15.09565217 46.90434783],0
s8,1,0.00426,8.169623,[ 31 149] ; [22 42],[ 39.09836066 140.90163934] ; [13.90163934 50.09836066],0
p12,1,0.018707,5.528666,[  3 175] ; [ 5 59],[  5.88429752 172.11570248] ; [ 2.11570248 61.88429752],0
v1,1,0.028847,4.7767,[76 99] ; [38 26],[83.47280335 91.52719665] ; [30.52719665 33.47280335],0
v4,1,0.036729,4.362924,[161  17] ; [63  1],[164.76033058  13.23966942] ; [59.23966942  4.76033058],0
v3,1,0.062829,3.461077,[ 55 117] ; [28 34],[ 61.00854701 110.99145299] ; [21.99145299 40.00854701],0
u1,1,0.069115,3.303921,[ 16 164] ; [11 53],[ 19.91803279 160.08196721] ; [ 7.08196721 56.91803279],0
n4,1,0.069135,3.303445,[125  55] ; [52 12],[130.57377049  49.42622951] ; [46.42622951 17.57377049],0
p1,1,0.074871,3.172869,[ 14 164] ; [10 54],[ 17.65289256 160.34710744] ; [ 6.34710744 57.65289256],0
a7,1,0.082328,3.018328,[119  60] ; [50 14],[124.48971193  54.51028807] ; [44.51028807 19.48971193],0
a3,1,0.089681,2.880096,[114  66] ; [48 16],[119.50819672  60.49180328] ; [42.49180328 21.50819672],0
s5,1,0.207803,1.586667,[ 22 153] ; [12 51],[ 25. 150.] ; [ 9. 54.],0
a2,1,0.223514,1.481665,[ 25 155] ; [13 51],[ 28.03278689 151.96721311] ; [ 9.96721311 54.03278689],0
v2,1,0.242848,1.363984,[94 79] ; [39 23],[97.9106383 75.0893617] ; [35.0893617 26.9106383],0
n5,1,0.257868,1.280165,[117  61] ; [47 17],[120.62809917  57.37190083] ; [43.37190083 20.62809917],0
p9,1,0.283222,1.151564,[139  39] ; [54 10],[141.95867769  36.04132231] ; [51.04132231 12.95867769],0
r3,1,0.312619,1.019577,[170   8] ; [59  5],[168.43801653   9.56198347] ; [60.56198347  3.43801653],0
b1,1,0.346032,0.887956,[ 64 116] ; [27 37],[ 67.13114754 112.86885246] ; [23.86885246 40.13114754],0
d4,1,0.381509,0.765835,[141  38] ; [47 17],[138.48559671  40.51440329] ; [49.51440329 14.48559671],0
n1,1,0.385606,0.752754,[13 31] ; [ 7 10],[14.42622951 29.57377049] ; [ 5.57377049 11.42622951],0
d1,1,0.433504,0.613416,[91 89] ; [36 28],[93.68852459 86.31147541] ; [33.31147541 30.68852459],0
u4,1,0.442862,0.588854,[  1 179] ; [ 1 63],[  1.47540984 178.52459016] ; [ 0.52459016 63.47540984],0
s3,1,0.451196,0.567646,[ 44 133] ; [19 45],[ 46.26970954 130.73029046] ; [16.73029046 47.26970954],0
n3,1,0.502335,0.45,[34 11] ; [15  3],[35. 10.] ; [14.  4.],0
u3,1,0.505242,0.443908,[35 31] ; [7 9],[33.80487805 32.19512195] ; [8.19512195 7.80487805],0
n6,1,0.547981,0.360946,[145  34] ; [54 10],[146.58847737  32.41152263] ; [52.41152263 11.58847737],0
r4,1,0.553844,0.350475,[152  28] ; [56  8],[153.44262295  26.55737705] ; [54.55737705  9.44262295],0
d3,1,0.573824,0.316326,[111  69] ; [42 22],[112.86885246  67.13114754] ; [40.13114754 23.86885246],0
s4,1,0.636729,0.223046,[ 11 169] ; [ 5 59],[ 11.80327869 168.19672131] ; [ 4.19672131 59.80327869],0
a4,1,0.655855,0.198598,[ 73 107] ; [28 36],[ 74.50819672 105.49180328] ; [26.49180328 37.50819672],0
p5,1,0.659932,0.193606,[ 11 166] ; [ 5 59],[ 11.75103734 165.24896266] ; [ 4.24896266 59.75103734],0
b5,1,0.691272,0.157712,[98 82] ; [33 31],[96.63934426 83.36065574] ; [34.36065574 29.63934426],0
s2,1,0.720419,0.128092,[ 35 142] ; [14 50],[ 35.98755187 141.01244813] ; [13.01244813 50.98755187],0
p10,1,0.728899,0.120125,[140  38] ; [49 15],[139.01652893  38.98347107] ; [49.98347107 14.01652893],0
a5,1,0.760413,0.092988,[120  60] ; [44 20],[120.98360656  59.01639344] ; [43.01639344 20.98360656],0
