Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.493,[56  2] ; [3 4],[52.64615385  5.35384615] ; [6.35384615 0.64615385],1
v4,1,0.001384,10.226508,[57  1] ; [5 2],[55.32307692  2.67692308] ; [6.67692308 0.32307692],0
a5,1,0.00652,7.400554,[39 19] ; [1 6],[35.69230769 22.30769231] ; [4.30769231 2.69230769],0
a6,1,0.00896,6.83087,[38 20] ; [1 6],[34.8 23.2] ; [4.2 2.8],0
n6,1,0.035497,4.421127,[50  7] ; [4 3],[48.09375  8.90625] ; [5.90625 1.09375],0
a3,1,0.050259,3.832813,[31 27] ; [1 6],[28.55384615 29.44615385] ; [3.44615385 3.55384615],0
s6,1,0.061255,3.503071,[42 13] ; [3 4],[39.91935484 15.08064516] ; [5.08064516 1.91935484],0
d1,1,0.087465,2.920418,[28 30] ; [1 6],[25.87692308 32.12307692] ; [3.12307692 3.87692308],0
d5,1,0.092044,2.838254,[42 15] ; [3 4],[40.078125 16.921875] ; [4.921875 2.078125],0
s2,1,0.115484,2.477522,[25 30] ; [1 6],[23.06451613 31.93548387] ; [2.93548387 4.06451613],0
d3,1,0.146298,2.110437,[40 17] ; [3 4],[38.296875 18.703125] ; [4.703125 2.296875],0
p9,1,0.146362,2.109758,[47 11] ; [4 3],[45.50769231 12.49230769] ; [5.49230769 1.50769231],0
p10,1,0.146362,2.109758,[47 11] ; [4 3],[45.50769231 12.49230769] ; [5.49230769 1.50769231],0
b4,1,0.202486,1.624354,[39 19] ; [3 4],[37.47692308 20.52307692] ; [4.52307692 2.47692308],0
p4,1,0.213644,1.546558,[31 27] ; [2 5],[29.44615385 28.55384615] ; [3.55384615 3.44615385],0
a7,1,0.247621,1.336675,[44 13] ; [4 3],[42.75 14.25] ; [5.25 1.75],0
u3,1,0.248652,1.330864,[16 11] ; [2 4],[14.72727273 12.27272727] ; [3.27272727 2.72727273],0
d4,1,0.287084,1.133246,[44 14] ; [4 3],[42.83076923 15.16923077] ; [5.16923077 1.83076923],0
s5,1,0.32074,0.985925,[17 35] ; [1 6],[15.86440678 36.13559322] ; [2.13559322 4.86440678],0
b1,1,0.342519,0.90098,[15 43] ; [3 4],[16.06153846 41.93846154] ; [1.93846154 5.06153846],0
p6,1,0.401387,0.704169,[17 41] ; [1 6],[16.06153846 41.93846154] ; [1.93846154 5.06153846],0
n4,1,0.411954,0.673156,[32 26] ; [5 2],[33.01538462 24.98461538] ; [3.98461538 3.01538462],0
v1,1,0.439553,0.59745,[25 32] ; [2 5],[24.046875 32.953125] ; [2.953125 4.046875],0
u2,1,0.442695,0.589286,[ 9 18] ; [3 3],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
p3,1,0.461118,0.54318,[25 33] ; [2 5],[24.09230769 33.90769231] ; [2.90769231 4.09230769],0
a4,1,0.527499,0.399207,[18 40] ; [3 4],[18.73846154 39.26153846] ; [2.26153846 4.73846154],0
s8,1,0.55894,0.341544,[14 44] ; [1 6],[13.38461538 44.61538462] ; [1.61538462 5.38461538],0
d2,1,0.593775,0.284488,[19 39] ; [3 4],[19.63076923 38.36923077] ; [2.36923077 4.63076923],0
v2,1,0.622601,0.242229,[26 29] ; [4 3],[26.61290323 28.38709677] ; [3.38709677 3.61290323],0
p7,1,0.721036,0.127503,[29 29] ; [4 3],[29.44615385 28.55384615] ; [3.55384615 3.44615385],0
b5,1,0.730547,0.11861,[37 21] ; [4 3],[36.58461538 21.41538462] ; [4.41538462 2.58461538],0
p8,1,0.756389,0.096241,[21 36] ; [3 4],[21.375 35.625] ; [2.625 4.375],0
p11,1,0.822934,0.050074,[39 19] ; [5 2],[39.26153846 18.73846154] ; [4.73846154 2.26153846],0
b3,1,0.826581,0.048,[ 4 21] ; [1 4],[ 4.16666667 20.83333333] ; [0.83333333 4.16666667],0
b2,1,0.826581,0.048,[ 4 21] ; [1 4],[ 4.16666667 20.83333333] ; [0.83333333 4.16666667],0
n1,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
n3,1,0.943209,0.005075,[11  5] ; [2 1],[10.94736842  5.05263158] ; [2.05263158 0.94736842],0
n2,1,0.943209,0.005075,[11  5] ; [2 1],[10.94736842  5.05263158] ; [2.05263158 0.94736842],0
p2,1,0.956118,0.003028,[42 16] ; [5 2],[41.93846154 16.06153846] ; [5.06153846 1.93846154],0
