Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.006888,7.301918,[16 22] ; [27 10],[21.78666667 16.21333333] ; [21.21333333 15.78666667],0
d3,1,0.035705,4.411156,[15 23] ; [23 13],[19.51351351 18.48648649] ; [18.48648649 17.51351351],0
a3,1,0.036398,4.378378,[14 23] ; [23 14],[18.5 18.5] ; [18.5 18.5],0
u2,1,0.040574,4.193729,[ 5 19] ; [7 6],[ 7.78378378 16.21621622] ; [4.21621622 8.78378378],0
p10,1,0.041097,4.172027,[ 9 28] ; [17 19],[13.17808219 23.82191781] ; [12.82191781 23.17808219],0
b5,1,0.073214,3.209459,[19 19] ; [26 11],[22.8 15.2] ; [22.2 14.8],0
p8,1,0.164847,1.929192,[10 27] ; [ 5 31],[ 7.60273973 29.39726027] ; [ 7.39726027 28.60273973],0
v3,1,0.167054,1.909185,[ 6 31] ; [11 26],[ 8.5 28.5] ; [ 8.5 28.5],0
v1,1,0.209171,1.577153,[ 9 28] ; [14 23],[11.5 25.5] ; [11.5 25.5],0
u3,1,0.253312,1.304945,[ 6 18] ; [6 8],[ 7.57894737 16.42105263] ; [4.42105263 9.57894737],0
a2,1,0.267541,1.229309,[ 3 35] ; [ 6 31],[ 4.56 33.44] ; [ 4.44 32.56],0
r3,1,0.273967,1.196774,[21 17] ; [25 12],[23.30666667 14.69333333] ; [22.69333333 14.30666667],0
d4,1,0.282097,1.15696,[20 18] ; [24 13],[22.29333333 15.70666667] ; [21.70666667 15.29333333],0
s1,1,0.291295,1.113625,[ 1 37] ; [ 3 34],[ 2.02666667 35.97333333] ; [ 1.97333333 35.02666667],0
a5,1,0.30042,1.072327,[16 22] ; [20 17],[18.24 19.76] ; [17.76 19.24],0
a4,1,0.320558,0.986667,[10 27] ; [14 23],[12. 25.] ; [12. 25.],0
p9,1,0.338783,0.915033,[16 19] ; [20 15],[18. 17.] ; [18. 17.],0
d1,1,0.414175,0.666785,[11 27] ; [14 23],[12.66666667 25.33333333] ; [12.33333333 24.66666667],0
a6,1,0.419727,0.651078,[17 21] ; [20 17],[18.74666667 19.25333333] ; [18.25333333 18.74666667],0
v2,1,0.439196,0.598383,[ 9 28] ; [12 25],[10.5 26.5] ; [10.5 26.5],0
s8,1,0.468623,0.525222,[ 4 34] ; [ 6 31],[ 5.06666667 32.93333333] ; [ 4.93333333 32.06666667],0
a1,1,0.478762,0.501681,[ 5 33] ; [ 3 34],[ 4.05333333 33.94666667] ; [ 3.94666667 33.05333333],0
r2,1,0.508412,0.437334,[26 11] ; [27  8],[27.23611111  9.76388889] ; [25.76388889  9.23611111],0
p3,1,0.510555,0.432929,[11 27] ; [13 23],[12.32432432 25.67567568] ; [11.67567568 24.32432432],0
n1,1,0.523094,0.407788,[ 7 11] ; [3 8],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
p5,1,0.523835,0.406337,[ 1 37] ; [ 2 34],[ 1.54054054 36.45945946] ; [ 1.45945946 34.54054054],0
p6,1,0.527089,0.4,[ 5 31] ; [ 7 29],[ 6. 30.] ; [ 6. 30.],0
s4,1,0.532679,0.389278,[ 7 31] ; [ 9 28],[ 8.10666667 29.89333333] ; [ 7.89333333 29.10666667],0
b4,1,0.557603,0.343871,[19 19] ; [16 21],[17.73333333 20.26666667] ; [17.26666667 19.73333333],0
b2,1,0.565319,0.330579,[ 9 13] ; [9 9],[ 9.9 12.1] ; [8.1 9.9],0
b3,1,0.565319,0.330579,[ 9 13] ; [9 9],[ 9.9 12.1] ; [8.1 9.9],0
s3,1,0.566119,0.32922,[15 21] ; [13 24],[13.80821918 22.19178082] ; [14.19178082 22.80821918],0
n4,1,0.569283,0.323883,[22 16] ; [19 18],[20.77333333 17.22666667] ; [20.22666667 16.77333333],0
a8,1,0.597365,0.278988,[ 2 35] ; [ 3 32],[ 2.56944444 34.43055556] ; [ 2.43055556 32.56944444],0
u1,1,0.621437,0.243853,[ 2 36] ; [ 3 34],[ 2.53333333 35.46666667] ; [ 2.46666667 34.53333333],0
d2,1,0.638859,0.220238,[15 22] ; [17 20],[16. 21.] ; [16. 21.],0
p1,1,0.664268,0.188381,[ 3 35] ; [ 4 33],[ 3.54666667 34.45333333] ; [ 3.45333333 33.54666667],0
v4,1,0.677484,0.172972,[25 13] ; [26 11],[25.84 12.16] ; [25.16 11.84],0
p7,1,0.706057,0.142248,[16 22] ; [14 23],[15.2 22.8] ; [14.8 22.2],0
n6,1,0.713358,0.134946,[21 17] ; [22 15],[21.78666667 16.21333333] ; [21.21333333 15.78666667],0
n5,1,0.737622,0.112228,[22 16] ; [20 17],[21.28 16.72] ; [20.72 16.28],0
r4,1,0.742289,0.108125,[14 24] ; [15 22],[14.69333333 23.30666667] ; [14.30666667 22.69333333],0
s7,1,0.770831,0.084848,[ 8 27] ; [ 7 28],[ 7.5 27.5] ; [ 7.5 27.5],0
s5,1,0.803626,0.06183,[ 9 29] ; [ 7 26],[ 8.56338028 29.43661972] ; [ 7.43661972 25.56338028],0
n3,1,0.812126,0.056494,[9 9] ; [5 6],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
s2,1,0.86215,0.03015,[12 26] ; [11 26],[11.65333333 26.34666667] ; [11.34666667 25.65333333],0
p2,1,0.911656,0.01231,[18 20] ; [18 19],[18.24 19.76] ; [17.76 19.24],0
b1,1,0.920646,0.009924,[22 16] ; [21 16],[21.78666667 16.21333333] ; [21.21333333 15.78666667],0
s6,1,0.93872,0.00591,[11 26] ; [11 25],[11.15068493 25.84931507] ; [10.84931507 25.15068493],0
n2,1,0.957675,0.002817,[10  8] ; [6 5],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
p4,1,1.0,0.0,[13 24] ; [13 24],[13. 24.] ; [13. 24.],0
