Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00102,10.791048,[9 3] ; [ 6 23],[4.3902439 7.6097561] ; [10.6097561 18.3902439],0
s6,1,0.001438,10.15674,[10  1] ; [10 19],[5.5 5.5] ; [14.5 14.5],0
p1,1,0.007099,7.24767,[5 7] ; [ 2 27],[2.04878049 9.95121951] ; [ 4.95121951 24.04878049],0
s2,1,0.010101,6.617035,[8 4] ; [ 7 22],[4.3902439 7.6097561] ; [10.6097561 18.3902439],0
p11,1,0.030729,4.668042,[9 3] ; [11 18],[5.85365854 6.14634146] ; [14.14634146 14.85365854],0
p5,1,0.033518,4.519141,[4 8] ; [ 2 26],[ 1.8 10.2] ; [ 4.2 23.8],0
s3,1,0.051889,3.779332,[6 5] ; [ 6 21],[3.47368421 7.52631579] ; [ 8.52631579 18.47368421],0
p9,1,0.056582,3.634833,[9 2] ; [13 14],[6.36842105 4.63157895] ; [15.63157895 11.36842105],0
n4,1,0.085534,2.95647,[11  1] ; [19 10],[8.7804878 3.2195122] ; [21.2195122  7.7804878],0
p6,1,0.111017,2.539683,[5 7] ; [ 5 23],[3. 9.] ; [ 7. 21.],0
a5,1,0.128941,2.305206,[10  2] ; [17 12],[7.90243902 4.09756098] ; [19.09756098  9.90243902],0
p2,1,0.142724,2.148338,[9 3] ; [14 14],[6.9 5.1] ; [16.1 11.9],0
n3,1,0.159128,1.982492,[4 1] ; [ 8 10],[2.60869565 2.39130435] ; [9.39130435 8.60869565],0
d2,1,0.184797,1.758616,[7 5] ; [10 18],[5.1 6.9] ; [11.9 16.1],0
a4,1,0.212968,1.551136,[5 7] ; [ 6 21],[3.38461538 8.61538462] ; [ 7.61538462 19.38461538],0
p10,1,0.236338,1.402306,[9 3] ; [16 13],[7.31707317 4.68292683] ; [17.68292683 11.31707317],0
d4,1,0.236338,1.402306,[9 3] ; [16 13],[7.31707317 4.68292683] ; [17.68292683 11.31707317],0
a3,1,0.285049,1.142857,[9 3] ; [16 12],[7.5 4.5] ; [17.5 10.5],0
r2,1,0.315117,1.009106,[10  2] ; [19  9],[8.7 3.3] ; [20.3  7.7],0
b4,1,0.321829,0.981499,[9 3] ; [17 12],[7.6097561 4.3902439] ; [18.3902439 10.6097561],0
s1,1,0.337412,0.920239,[ 2 10] ; [ 2 27],[ 1.17073171 10.82926829] ; [ 2.82926829 26.17073171],0
d1,1,0.354052,0.858879,[6 6] ; [10 19],[4.68292683 7.31707317] ; [11.31707317 17.68292683],0
v1,1,0.378019,0.777133,[5 7] ; [ 8 21],[3.80487805 8.19512195] ; [ 9.19512195 19.80487805],0
p3,1,0.398025,0.714286,[6 6] ; [10 18],[4.8 7.2] ; [11.2 16.8],0
d3,1,0.431175,0.619657,[5 7] ; [16 13],[6.14634146 5.85365854] ; [14.85365854 14.14634146],0
a6,1,0.431175,0.619657,[7 5] ; [13 16],[5.85365854 6.14634146] ; [14.14634146 14.85365854],0
s7,1,0.435484,0.608154,[5 6] ; [ 9 19],[3.94871795 7.05128205] ; [10.05128205 17.94871795],0
s8,1,0.439391,0.597871,[4 7] ; [ 7 22],[3.025 7.975] ; [ 7.975 21.025],0
b2,1,0.444549,0.584512,[2 8] ; [ 7 14],[2.90322581 7.09677419] ; [ 6.09677419 14.90322581],0
b3,1,0.444549,0.584512,[2 8] ; [ 7 14],[2.90322581 7.09677419] ; [ 6.09677419 14.90322581],0
a7,1,0.475407,0.509381,[6 6] ; [11 18],[4.97560976 7.02439024] ; [12.02439024 16.97560976],0
b5,1,0.49668,0.462024,[8 4] ; [16 13],[7.02439024 4.97560976] ; [16.97560976 12.02439024],0
p8,1,0.582626,0.302009,[6 5] ; [13 16],[5.225 5.775] ; [13.775 15.225],0
n1,1,0.615228,0.252632,[3 2] ; [ 9 10],[2.5 2.5] ; [9.5 9.5],0
p7,1,0.660768,0.192593,[4 8] ; [11 16],[4.61538462 7.38461538] ; [10.38461538 16.61538462],0
s4,1,0.761595,0.092044,[3 9] ; [ 6 23],[2.63414634 9.36585366] ; [ 6.36585366 22.63414634],0
v2,1,0.763285,0.090703,[4 8] ; [ 8 20],[3.6 8.4] ; [ 8.4 19.6],0
v4,1,0.767419,0.08747,[10  2] ; [23  6],[9.65853659 2.34146341] ; [23.34146341  5.65853659],0
v3,1,0.81668,0.053739,[3 9] ; [ 8 20],[3.3 8.7] ; [ 7.7 20.3],0
p12,1,0.843435,0.039007,[ 1 11] ; [ 3 26],[ 1.17073171 10.82926829] ; [ 2.82926829 26.17073171],0
r1,1,0.852786,0.034434,[7 5] ; [16 13],[6.73170732 5.26829268] ; [16.26829268 12.73170732],0
u1,1,0.872299,0.025837,[ 1 11] ; [ 2 27],[ 0.87804878 11.12195122] ; [ 2.12195122 26.87804878],0
a2,1,0.872299,0.025837,[ 1 11] ; [ 2 27],[ 0.87804878 11.12195122] ; [ 2.12195122 26.87804878],0
a1,1,0.872299,0.025837,[ 1 11] ; [ 2 27],[ 0.87804878 11.12195122] ; [ 2.12195122 26.87804878],0
u3,1,0.931175,0.007459,[1 2] ; [4 9],[0.9375 2.0625] ; [4.0625 8.9375],0
u2,1,0.931175,0.007459,[1 2] ; [4 9],[0.9375 2.0625] ; [4.0625 8.9375],0
d5,1,0.986442,0.000289,[7 5] ; [17 12],[7.02439024 4.97560976] ; [16.97560976 12.02439024],0
b1,1,0.986442,0.000289,[7 5] ; [17 12],[7.02439024 4.97560976] ; [16.97560976 12.02439024],0
p4,1,1.0,0.0,[6 6] ; [14 14],[6. 6.] ; [14. 14.],0
