Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000102,15.098953,[127  37] ; [28 28],[115.54545455  48.45454545] ; [39.45454545 16.54545455],1
s5,1,0.002051,9.503098,[ 57 104] ; [31 21],[66.51643192 94.48356808] ; [21.48356808 30.51643192],0
r1,1,0.0177,5.625562,[135  28] ; [38 18],[128.76255708  34.23744292] ; [44.23744292 11.76255708],0
n5,1,0.026965,4.893027,[124  39] ; [34 22],[117.59817352  45.40182648] ; [40.40182648 15.59817352],0
a8,1,0.029425,4.742547,[ 34 117] ; [ 4 44],[ 28.83417085 122.16582915] ; [ 9.16582915 38.83417085],0
v3,1,0.03267,4.562978,[65 91] ; [14 41],[58.40758294 97.59241706] ; [20.59241706 34.40758294],0
b2,1,0.039113,4.255952,[38 66] ; [ 4 22],[33.6 70.4] ; [ 8.4 17.6],0
b3,1,0.039113,4.255952,[38 66] ; [ 4 22],[33.6 70.4] ; [ 8.4 17.6],0
r3,1,0.063232,3.450518,[159   5] ; [50  5],[156.51141553   7.48858447] ; [52.48858447  2.51141553],0
v1,1,0.064454,3.418886,[90 70] ; [23 32],[84.09302326 75.90697674] ; [28.90697674 26.09302326],0
d4,1,0.069695,3.290193,[138  26] ; [41 15],[133.43636364  30.56363636] ; [45.56363636 10.43636364],0
n1,1,0.071897,3.239168,[16 25] ; [ 3 16],[12.98333333 28.01666667] ; [ 6.01666667 12.98333333],0
p11,1,0.084479,2.976549,[123  42] ; [35 21],[117.9638009  47.0361991] ; [40.0361991 15.9638009],0
a5,1,0.085422,2.958607,[115  50] ; [32 24],[109.75113122  55.24886878] ; [37.24886878 18.75113122],0
n3,1,0.09168,2.844616,[27 16] ; [16  3],[29.82258065 13.17741935] ; [13.17741935  5.82258065],0
b1,1,0.105377,2.622213,[ 64 101] ; [15 41],[ 58.98190045 106.01809955] ; [20.01809955 35.98190045],0
s6,1,0.123644,2.370539,[133  30] ; [48  5],[136.58796296  26.41203704] ; [44.41203704  8.58796296],0
s7,1,0.15464,2.025873,[99 62] ; [39 15],[103.33953488  57.66046512] ; [34.66046512 19.33953488],0
p12,1,0.170295,1.880342,[ 11 154] ; [ 1 54],[  9. 156.] ; [ 3. 52.],0
p9,1,0.19909,1.649034,[135  27] ; [48  5],[137.88837209  24.11162791] ; [45.11162791  7.88837209],0
s3,1,0.217793,1.518857,[136  25] ; [51  5],[138.74193548  22.25806452] ; [48.25806452  7.74193548],0
r2,1,0.253362,1.304668,[153   9] ; [54  1],[154.53456221   7.46543779] ; [52.46543779  2.53456221],0
b5,1,0.26066,1.265249,[98 67] ; [38 18],[101.53846154  63.46153846] ; [34.46153846 21.53846154],0
p4,1,0.283477,1.150347,[72 92] ; [20 36],[68.58181818 95.41818182] ; [23.41818182 32.58181818],0
d1,1,0.286393,1.136503,[96 69] ; [28 28],[92.57918552 72.42081448] ; [31.42081448 24.57918552],0
u3,1,0.320792,0.985714,[28 21] ; [14  6],[29.82608696 19.17391304] ; [12.17391304  7.82608696],0
p7,1,0.40183,0.702844,[90 66] ; [26 25],[87.42028986 68.57971014] ; [28.57971014 22.42028986],0
d3,1,0.434731,0.610151,[110  54] ; [40 15],[112.32876712  51.67123288] ; [37.67123288 17.32876712],0
p5,1,0.461848,0.541413,[ 10 152] ; [ 2 54],[  8.91743119 153.08256881] ; [ 3.08256881 52.91743119],0
a2,1,0.470487,0.520833,[ 37 128] ; [10 46],[ 35.09049774 129.90950226] ; [11.90950226 44.09049774],0
a3,1,0.505809,0.442728,[114  51] ; [36 20],[111.99095023  53.00904977] ; [38.00904977 17.99095023],0
v2,1,0.51449,0.424924,[91 66] ; [28 25],[88.96666667 68.03333333] ; [30.03333333 22.96666667],0
