Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,29.833839,[22  7] ; [ 8 45],[10.6097561 18.3902439] ; [19.3902439 33.6097561],1
s2,1,5e-06,20.821696,[23  8] ; [13 42],[12.97674419 18.02325581] ; [23.02325581 31.97674419],1
s6,1,0.000116,14.858244,[26  5] ; [23 33],[17.45977011 13.54022989] ; [31.54022989 24.45977011],1
s5,1,0.000222,13.635924,[13 17] ; [ 5 50],[ 6.35294118 23.64705882] ; [11.64705882 43.35294118],1
s3,1,0.000319,12.955736,[23  8] ; [19 37],[14.96551724 16.03448276] ; [27.03448276 28.96551724],1
p8,1,0.002181,9.390441,[21 10] ; [18 36],[14.22352941 16.77647059] ; [24.77647059 29.22352941],0
p4,1,0.004156,8.21443,[21 10] ; [20 36],[14.6091954 16.3908046] ; [26.3908046 29.6091954],0
b3,1,0.014799,5.940194,[11  9] ; [ 5 20],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
b2,1,0.014799,5.940194,[11  9] ; [ 5 20],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
p3,1,0.016088,5.793251,[15 16] ; [13 43],[ 9.97701149 21.02298851] ; [18.02298851 37.97701149],0
r3,1,0.031123,4.646149,[30  1] ; [44 11],[26.6744186  4.3255814] ; [47.3255814  7.6744186],0
p7,1,0.031424,4.62963,[22  8] ; [26 27],[17.34939759 12.65060241] ; [30.65060241 22.34939759],0
a7,1,0.058589,3.576886,[24  7] ; [32 24],[19.95402299 11.04597701] ; [36.04597701 19.95402299],0
r2,1,0.068656,3.314861,[29  2] ; [44 12],[26.01149425  4.98850575] ; [46.98850575  9.01149425],0
p1,1,0.092336,2.83317,[ 3 28] ; [ 1 55],[ 1.42528736 29.57471264] ; [ 2.57471264 53.42528736],0
p10,1,0.094978,2.787909,[26  5] ; [37 18],[22.70930233  8.29069767] ; [40.29069767 14.70930233],0
r4,1,0.096229,2.766958,[27  4] ; [40 16],[23.87356322  7.12643678] ; [43.12643678 12.87356322],0
p6,1,0.11408,2.496774,[11 20] ; [11 44],[ 7.93023256 23.06976744] ; [14.06976744 40.93023256],0
d1,1,0.118968,2.430851,[14 17] ; [16 40],[10.68965517 20.31034483] ; [19.31034483 36.68965517],0
d2,1,0.147461,2.098316,[13 18] ; [15 41],[ 9.97701149 21.02298851] ; [18.02298851 37.97701149],0
r1,1,0.154498,2.02727,[23  8] ; [33 23],[19.95402299 11.04597701] ; [36.04597701 19.95402299],0
v4,1,0.210894,1.565278,[30  1] ; [49  6],[28.47674419  2.52325581] ; [50.52325581  4.47674419],0
p9,1,0.215215,1.535992,[27  4] ; [41 13],[24.8  6.2] ; [43.2 10.8],0
a8,1,0.217038,1.523849,[ 3 25] ; [ 2 51],[ 1.72839506 26.27160494] ; [ 3.27160494 49.72839506],0
a5,1,0.251574,1.314542,[20 11] ; [29 27],[17.45977011 13.54022989] ; [31.54022989 24.45977011],0
p11,1,0.265082,1.24202,[25  6] ; [39 17],[22.8045977  8.1954023] ; [41.1954023 14.8045977],0
v2,1,0.273587,1.198675,[16 13] ; [23 31],[13.62650602 15.37349398] ; [25.37349398 28.62650602],0
v3,1,0.298956,1.078846,[ 9 21] ; [11 44],[ 7.05882353 22.94117647] ; [12.94117647 42.05882353],0
v1,1,0.317954,0.997343,[17 14] ; [24 31],[14.77906977 16.22093023] ; [26.22093023 28.77906977],0
a3,1,0.331876,0.941565,[21 10] ; [32 24],[18.88505747 12.11494253] ; [34.11494253 21.88505747],0
u3,1,0.451587,0.566667,[6 4] ; [11 13],[5. 5.] ; [12. 12.],0
n6,1,0.512531,0.428896,[24  7] ; [39 16],[22.70930233  8.29069767] ; [40.29069767 14.70930233],0
a2,1,0.537744,0.379738,[ 6 25] ; [ 8 48],[ 4.98850575 26.01149425] ; [ 9.01149425 46.98850575],0
b4,1,0.591898,0.28739,[19 12] ; [31 25],[17.81609195 13.18390805] ; [32.18390805 23.81609195],0
u2,1,0.594525,0.283333,[6 4] ; [12 12],[5.29411765 4.70588235] ; [12.70588235 11.29411765],0
p5,1,0.637476,0.222059,[ 1 30] ; [ 3 52],[ 1.44186047 29.55813953] ; [ 2.55813953 52.44186047],0
n1,1,0.65564,0.198864,[2 9] ; [ 6 18],[2.51428571 8.48571429] ; [ 5.48571429 18.51428571],0
p12,1,0.667748,0.184247,[ 1 30] ; [ 1 55],[ 0.71264368 30.28735632] ; [ 1.28735632 54.71264368],0
u1,1,0.68417,0.16547,[ 2 29] ; [ 5 51],[ 2.49425287 28.50574713] ; [ 4.50574713 51.49425287],0
b5,1,0.726335,0.122504,[20 11] ; [34 22],[19.24137931 11.75862069] ; [34.75862069 21.24137931],0
d5,1,0.74532,0.105506,[21 10] ; [36 20],[20.31034483 10.68965517] ; [36.68965517 19.31034483],0
a6,1,0.74532,0.105506,[21 10] ; [36 20],[20.31034483 10.68965517] ; [36.68965517 19.31034483],0
a4,1,0.763914,0.090207,[ 9 22] ; [18 38],[ 9.62068966 21.37931034] ; [17.37931034 38.62068966],0
p2,1,0.782284,0.076366,[23  8] ; [40 16],[22.44827586  8.55172414] ; [40.55172414 15.44827586],0
n3,1,0.808976,0.058442,[7 5] ; [15  9],[7.33333333 4.66666667] ; [14.66666667  9.33333333],0
s4,1,0.822345,0.050414,[ 9 22] ; [15 41],[ 8.55172414 22.44827586] ; [15.44827586 40.55172414],0
b1,1,0.835606,0.043064,[14 17] ; [24 32],[13.54022989 17.45977011] ; [24.45977011 31.54022989],0
d3,1,0.991553,0.000112,[18 13] ; [32 23],[18.02325581 12.97674419] ; [31.97674419 23.02325581],0
d4,1,0.995411,3.3e-05,[22  9] ; [39 16],[21.98837209  9.01162791] ; [39.01162791 15.98837209],0
n2,1,1.0,0.0,[9 3] ; [18  6],[9. 3.] ; [18.  6.],0
