Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.311835,[93  6] ; [13 14],[83.28571429 15.71428571] ; [22.71428571  4.28571429],1
r2,1,0.000541,11.96984,[96  2] ; [20  5],[92.42276423  5.57723577] ; [23.57723577  1.42276423],1
p10,1,0.016029,5.799638,[66 31] ; [11 15],[60.72357724 36.27642276] ; [16.27642276  9.72357724],0
s1,1,0.031958,4.600751,[ 2 97] ; [ 3 24],[ 3.92857143 95.07142857] ; [ 1.07142857 25.92857143],0
a5,1,0.052268,3.767165,[74 25] ; [15 12],[69.92857143 29.07142857] ; [19.07142857  7.92857143],0
v4,1,0.075629,3.15641,[91  7] ; [22  5],[88.592  9.408] ; [24.408  2.592],0
b1,1,0.07778,3.110692,[33 66] ; [14 13],[36.92857143 62.07142857] ; [10.07142857 16.92857143],0
a7,1,0.116969,2.457447,[77 22] ; [17 10],[73.85714286 25.14285714] ; [20.14285714  6.85714286],0
p8,1,0.125819,2.343349,[44 54] ; [ 7 18],[40.63414634 57.36585366] ; [10.36585366 14.63414634],0
b3,1,0.179515,1.801636,[15 38] ; [7 8],[17.14705882 35.85294118] ; [ 4.85294118 10.14705882],0
b2,1,0.179515,1.801636,[15 38] ; [7 8],[17.14705882 35.85294118] ; [ 4.85294118 10.14705882],0
p4,1,0.194317,1.684579,[44 54] ; [ 8 18],[41.09677419 56.90322581] ; [10.90322581 15.09677419],0
p9,1,0.245985,1.345962,[71 26] ; [16 10],[68.6097561 28.3902439] ; [18.3902439  7.6097561],0
a2,1,0.278387,1.174949,[20 79] ; [ 3 24],[18.07142857 80.92857143] ; [ 4.92857143 22.07142857],0
a4,1,0.306826,1.044289,[40 59] ; [ 8 19],[37.71428571 61.28571429] ; [10.28571429 16.71428571],0
s8,1,0.310606,1.028095,[36 63] ; [ 7 20],[33.78571429 65.21428571] ; [ 9.21428571 17.78571429],0
n2,1,0.353588,0.860537,[13  9] ; [9 3],[14.23529412  7.76470588] ; [7.76470588 4.23529412],0
p2,1,0.418599,0.654245,[73 25] ; [18  9],[71.344 26.656] ; [19.656  7.344],0
d1,1,0.443421,0.587413,[63 36] ; [15 12],[61.28571429 37.71428571] ; [16.71428571 10.28571429],0
p3,1,0.45247,0.564456,[38 60] ; [ 8 18],[36.35483871 61.64516129] ; [ 9.64516129 16.35483871],0
v3,1,0.466118,0.531165,[40 54] ; [ 9 17],[38.38333333 55.61666667] ; [10.61666667 15.38333333],0
a1,1,0.466479,0.530303,[ 4 95] ; [ 2 25],[ 4.71428571 94.28571429] ; [ 1.28571429 25.71428571],0
v1,1,0.486275,0.484758,[48 48] ; [11 15],[46.42622951 49.57377049] ; [12.57377049 13.42622951],0
a6,1,0.50521,0.443975,[69 30] ; [17 10],[67.57142857 31.42857143] ; [18.42857143  8.57142857],0
p12,1,0.511092,0.431831,[ 7 90] ; [ 1 26],[ 6.25806452 90.74193548] ; [ 1.74193548 25.25806452],0
s6,1,0.514567,0.424769,[56 42] ; [13 13],[54.53225806 43.46774194] ; [14.46774194 11.53225806],0
u1,1,0.515656,0.422573,[16 83] ; [ 3 24],[14.92857143 84.07142857] ; [ 4.07142857 22.92857143],0
d5,1,0.515656,0.422573,[83 16] ; [24  3],[84.07142857 14.92857143] ; [22.92857143  4.07142857],0
