Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.311835,[93  6] ; [13 14],[83.28571429 15.71428571] ; [22.71428571  4.28571429],1
n1,1,0.528708,0.396873,[ 6 17] ; [ 2 10],[ 5.25714286 17.74285714] ; [2.74285714 9.25714286],0
p7,1,0.615348,0.25246,[52 45] ; [13 14],[50.84677419 46.15322581] ; [14.15322581 12.84677419],0
u2,1,0.617536,0.249346,[16 14] ; [3 4],[15.40540541 14.59459459] ; [3.59459459 3.40540541],0
a8,1,0.621771,0.243386,[ 6 84] ; [ 1 24],[ 5.47826087 84.52173913] ; [ 1.52173913 23.47826087],0
p11,1,0.64511,0.212121,[67 32] ; [17 10],[66. 33.] ; [18.  9.],0
a3,1,0.658008,0.195953,[69 30] ; [20  7],[69.92857143 29.07142857] ; [19.07142857  7.92857143],0
s2,1,0.681271,0.168699,[41 58] ; [10 17],[40.07142857 58.92857143] ; [10.92857143 16.07142857],0
p6,1,0.72589,0.122919,[26 71] ; [ 7 16],[26.675 70.325] ; [ 6.325 16.675],0
u3,1,0.733508,0.115915,[15 15] ; [4 3],[15.40540541 14.59459459] ; [3.59459459 3.40540541],0
p5,1,0.763443,0.090579,[ 5 93] ; [ 1 26],[ 4.704 93.296] ; [ 1.296 25.704],0
d4,1,0.82045,0.051514,[86 13] ; [23  4],[85.64285714 13.35714286] ; [23.35714286  3.64285714],0
b5,1,0.823784,0.049587,[60 39] ; [17 10],[60.5 38.5] ; [16.5 10.5],0
d3,1,0.827066,0.047727,[75 24] ; [21  6],[75.42857143 23.57142857] ; [20.57142857  6.42857143],0
n6,1,0.866789,0.028136,[67 31] ; [18  9],[66.64 31.36] ; [18.36  8.64],0
s3,1,0.869837,0.026852,[47 51] ; [12 14],[46.62903226 51.37096774] ; [12.37096774 13.62903226],0
d2,1,0.876511,0.024147,[46 53] ; [13 14],[46.35714286 52.64285714] ; [12.64285714 14.35714286],0
n3,1,0.885857,0.020606,[16  6] ; [9 3],[16.17647059  5.82352941] ; [8.82352941 3.17647059],0
p1,1,0.898002,0.016432,[ 8 90] ; [ 2 25],[ 7.84 90.16] ; [ 2.16 24.84],0
s7,1,0.905174,0.014191,[34 61] ; [10 17],[34.26229508 60.73770492] ; [ 9.73770492 17.26229508],0
s4,1,0.937043,0.006239,[19 80] ; [ 5 22],[18.85714286 80.14285714] ; [ 5.14285714 21.85714286],0
s5,1,0.965865,0.001831,[27 67] ; [ 7 17],[27.08474576 66.91525424] ; [ 6.91525424 17.08474576],0
b4,1,0.974418,0.001028,[62 37] ; [17 10],[62.07142857 36.92857143] ; [16.92857143 10.07142857],0
n4,1,1.0,0.0,[44 55] ; [12 15],[44. 55.] ; [12. 15.],0
