Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,38.066565,[75 34] ; [ 88 172],[48.14905149 60.85094851] ; [114.85094851 145.14905149],1
v1,1,0.00099,10.846749,[64 45] ; [107 160],[49.57180851 59.42819149] ; [121.42819149 145.57180851],1
s7,1,0.00177,9.77414,[53 54] ; [ 84 177],[39.83423913 67.16576087] ; [ 97.16576087 163.83423913],0
r4,1,0.002234,9.346397,[99 13] ; [202  70],[87.79166667 24.20833333] ; [213.20833333  58.79166667],0
r2,1,0.003636,8.45713,[106   6] ; [224  44],[97.26315789 14.73684211] ; [232.73684211  35.26315789],0
p3,1,0.00431,8.148454,[54 58] ; [ 89 183],[41.70833333 70.29166667] ; [101.29166667 170.70833333],0
r1,1,0.008901,6.842639,[86 26] ; [170 100],[75.05759162 36.94240838] ; [180.94240838  89.05759162],0
b3,1,0.014874,5.931387,[28 35] ; [ 41 109],[20.4084507 42.5915493] ; [ 48.5915493 101.4084507],0
b2,1,0.014874,5.931387,[28 35] ; [ 41 109],[20.4084507 42.5915493] ; [ 48.5915493 101.4084507],0
n4,1,0.02817,4.817663,[83 28] ; [171 100],[73.80628272 37.19371728] ; [180.19371728  90.80628272],0
a3,1,0.028446,4.800804,[72 40] ; [140 129],[62.32020997 49.67979003] ; [149.67979003 119.32020997],0
s8,1,0.033304,4.530093,[42 70] ; [ 72 199],[33.33681462 78.66318538] ; [ 80.66318538 190.33681462],0
n5,1,0.041053,4.173816,[84 27] ; [174  94],[75.56200528 35.43799472] ; [182.43799472  85.56200528],0
s2,1,0.052647,3.755104,[53 58] ; [100 170],[44.57480315 66.42519685] ; [108.42519685 161.57480315],0
s4,1,0.062671,3.465248,[14 97] ; [ 56 214],[20.39370079 90.60629921] ; [ 49.60629921 220.39370079],0
a5,1,0.074686,3.176905,[68 44] ; [138 134],[60.08333333 51.91666667] ; [145.91666667 126.08333333],0
s6,1,0.159448,1.979453,[66 41] ; [145 125],[59.88594164 47.11405836] ; [151.11405836 118.88594164],0
p1,1,0.172848,1.858065,[ 10 102] ; [ 14 255],[  7.05511811 104.94488189] ; [ 16.94488189 252.05511811],0
n6,1,0.182355,1.778326,[89 23] ; [197  73],[83.85340314 28.14659686] ; [202.14659686  67.85340314],0
b4,1,0.218067,1.517044,[67 45] ; [144 128],[61.54166667 50.45833333] ; [149.45833333 122.54166667],0
d3,1,0.220756,1.499448,[49 63] ; [100 170],[43.68586387 68.31413613] ; [105.31413613 164.68586387],0
v4,1,0.225304,1.470262,[103   9] ; [235  33],[99.62105263 12.37894737] ; [238.37894737  29.62105263],0
p7,1,0.231173,1.43363,[67 43] ; [143 121],[61.76470588 48.23529412] ; [148.23529412 115.76470588],0
r3,1,0.260639,1.265357,[102  10] ; [234  35],[98.77165354 13.22834646] ; [237.22834646  31.77165354],0
p10,1,0.292202,1.109446,[82 29] ; [182  84],[77.72944297 33.27055703] ; [186.27055703  79.72944297],0
a4,1,0.296242,1.091037,[23 89] ; [ 69 201],[26.97382199 85.02617801] ; [ 65.02617801 204.97382199],0
p4,1,0.309455,1.033,[53 58] ; [114 157],[48.52617801 62.47382199] ; [118.47382199 152.52617801],0
p8,1,0.311681,1.02354,[51 61] ; [107 161],[46.56842105 65.43157895] ; [111.43157895 156.56842105],0
s3,1,0.380359,0.769542,[58 52] ; [128 140],[54.12698413 55.87301587] ; [131.87301587 136.12698413],0
b5,1,0.408651,0.682721,[62 50] ; [163 109],[65.625 46.375] ; [159.375 112.625],0
u4,1,0.515758,0.422368,[  1 111] ; [  1 271],[  0.58333333 111.41666667] ; [  1.41666667 270.58333333],0
b1,1,0.52017,0.413557,[45 67] ; [119 153],[47.83333333 64.16666667] ; [116.16666667 155.83333333],0
n2,1,0.533346,0.388012,[22  5] ; [59 19],[20.82857143  6.17142857] ; [60.17142857 17.82857143],0
a2,1,0.541111,0.373485,[  8 104] ; [ 15 257],[  6.70833333 105.29166667] ; [ 16.29166667 255.70833333],0
a7,1,0.550256,0.356859,[66 45] ; [170 101],[68.57591623 42.42408377] ; [167.42408377 103.57591623],0
u1,1,0.582938,0.301509,[  5 107] ; [  9 263],[  4.08333333 107.91666667] ; [  9.91666667 262.08333333],0
d4,1,0.583902,0.299969,[66 46] ; [152 120],[63.58333333 48.41666667] ; [154.41666667 117.58333333],0
p6,1,0.638721,0.220419,[30 81] ; [ 66 201],[28.19047619 82.80952381] ; [ 67.80952381 199.19047619],0
a1,1,0.690357,0.1587,[  6 106] ; [ 12 260],[  5.25 106.75] ; [ 12.75 259.25],0
n3,1,0.710408,0.13787,[19  7] ; [54 24],[18.25  7.75] ; [54.75 23.25],0
a8,1,0.752683,0.099291,[13 92] ; [ 35 222],[13.92265193 91.07734807] ; [ 34.07734807 222.92265193],0
p2,1,0.773082,0.083144,[84 28] ; [207  64],[85.09660574 26.90339426] ; [205.90339426  65.09660574],0
