Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.33713,[94  9] ; [14 26],[77.79020979 25.20979021] ; [30.20979021  9.79020979],1
n6,1,0.000126,14.705122,[91 12] ; [24 16],[82.83216783 20.16783217] ; [32.16783217  7.83216783],1
p3,1,0.027339,4.869263,[51 50] ; [12 28],[45.12765957 55.87234043] ; [17.87234043 22.12765957],0
p11,1,0.034324,4.478481,[82 21] ; [25 15],[77.06993007 25.93006993] ; [29.93006993 10.06993007],0
a2,1,0.034681,4.460793,[27 76] ; [ 4 36],[22.32867133 80.67132867] ; [ 8.67132867 31.32867133],0
s1,1,0.037025,4.349265,[ 1 99] ; [ 3 37],[ 2.85714286 97.14285714] ; [ 1.14285714 38.85714286],0
p4,1,0.056111,3.648757,[59 41] ; [16 23],[53.95683453 46.04316547] ; [21.04316547 17.95683453],0
d2,1,0.087345,2.922642,[54 47] ; [15 25],[49.42553191 51.57446809] ; [19.57446809 20.42553191],0
p6,1,0.102536,2.665651,[29 72] ; [ 6 33],[25.25 75.75] ; [ 9.75 29.25],0
p10,1,0.108419,2.577121,[81 20] ; [27 13],[77.36170213 23.63829787] ; [30.63829787  9.36170213],0
n2,1,0.108753,2.572249,[16  3] ; [7 5],[14.09677419  4.90322581] ; [8.90322581 3.09677419],0
d1,1,0.111402,2.534219,[64 39] ; [19 21],[59.78321678 43.21678322] ; [23.21678322 16.78321678],0
d5,1,0.132324,2.265025,[84 19] ; [28 12],[80.67132867 22.32867133] ; [31.32867133  8.67132867],0
s4,1,0.135437,2.229049,[ 7 94] ; [ 6 34],[ 9.31205674 91.68794326] ; [ 3.68794326 36.31205674],0
v1,1,0.144861,2.125549,[64 37] ; [20 20],[60.17021277 40.82978723] ; [23.82978723 16.17021277],0
u3,1,0.15025,2.069709,[19 14] ; [4 8],[16.86666667 16.13333333] ; [6.13333333 5.86666667],0
a4,1,0.153222,2.039877,[47 56] ; [13 27],[43.21678322 59.78321678] ; [16.78321678 23.21678322],0
u1,1,0.16345,1.94201,[17 86] ; [ 3 37],[14.40559441 88.59440559] ; [ 5.59440559 34.40559441],0
p7,1,0.173568,1.851851,[62 39] ; [19 20],[58.43571429 42.56428571] ; [22.56428571 16.43571429],0
p9,1,0.190165,1.716342,[84 18] ; [29 11],[81.16901408 20.83098592] ; [31.83098592  8.16901408],0
p2,1,0.199947,1.642764,[83 18] ; [29 11],[80.22695035 20.77304965] ; [31.77304965  8.22695035],0
b1,1,0.252829,1.307606,[36 67] ; [10 30],[33.13286713 69.86713287] ; [12.86713287 27.13286713],0
a8,1,0.294349,1.099624,[13 78] ; [ 3 36],[11.2 79.8] ; [ 4.8 34.2],0
v4,1,0.368292,0.809421,[99  4] ; [37  3],[97.95804196  5.04195804] ; [38.04195804  1.95804196],0
n1,1,0.377822,0.777778,[ 5 11] ; [ 2 10],[ 4. 12.] ; [3. 9.],0
b5,1,0.418574,0.654317,[62 41] ; [27 13],[64.1048951 38.8951049] ; [24.8951049 15.1048951],0
u2,1,0.481924,0.494505,[16 16] ; [8 5],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
r3,1,0.551415,0.354789,[94  8] ; [38  2],[94.81690141  7.18309859] ; [37.18309859  2.81690141],0
a6,1,0.57092,0.321146,[72 31] ; [26 14],[70.58741259 32.41258741] ; [27.41258741 12.58741259],0
d3,1,0.57356,0.316763,[67 36] ; [28 12],[68.42657343 34.57342657] ; [26.57342657 13.42657343],0
s2,1,0.595516,0.281812,[31 71] ; [14 26],[32.32394366 69.67605634] ; [12.67605634 27.32394366],0
a7,1,0.603342,0.269984,[74 27] ; [31  9],[75.21276596 25.78723404] ; [29.78723404 10.21276596],0
r1,1,0.639146,0.219861,[81 22] ; [30 10],[79.95104895 23.04895105] ; [31.04895105  8.95104895],0
s8,1,0.639146,0.219861,[22 81] ; [10 30],[23.04895105 79.95104895] ; [ 8.95104895 31.04895105],0
s6,1,0.645094,0.212142,[51 50] ; [18 21],[49.77857143 51.22142857] ; [19.22142857 19.77857143],0
n3,1,0.675014,0.175793,[14  5] ; [8 4],[13.48387097  5.51612903] ; [8.51612903 3.48387097],0
a1,1,0.691376,0.1576,[ 7 96] ; [ 2 38],[ 6.48251748 96.51748252] ; [ 2.51748252 37.48251748],0
v2,1,0.742324,0.108095,[77 23] ; [29 10],[76.25899281 23.74100719] ; [29.74100719  9.25899281],0
p12,1,0.771167,0.084593,[11 91] ; [ 5 35],[11.49295775 90.50704225] ; [ 4.50704225 35.49295775],0
