Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.59812,[19 46] ; [27  7],[30.2020202 34.7979798] ; [15.7979798 18.2020202],1
p11,1,0.000392,12.571186,[29 38] ; [28  7],[37.44117647 29.55882353] ; [19.55882353 15.44117647],1
p4,1,0.000543,11.962768,[15 51] ; [20 15],[22.87128713 43.12871287] ; [12.12871287 22.87128713],1
s6,1,0.002676,9.015928,[18 49] ; [20 15],[24.96078431 42.03921569] ; [13.03921569 21.96078431],0
p10,1,0.005256,7.789131,[26 40] ; [24 11],[32.67326733 33.32673267] ; [17.32673267 17.67326733],0
p6,1,0.005383,7.745972,[ 8 59] ; [12 22],[13.26732673 53.73267327] ; [ 6.73267327 27.26732673],0
v2,1,0.006237,7.480519,[16 48] ; [17 15],[22. 42.] ; [11. 21.],0
p3,1,0.009009,6.821023,[14 53] ; [16 19],[19.70588235 47.29411765] ; [10.29411765 24.70588235],0
r3,1,0.010052,6.625734,[46 21] ; [32  3],[51.23529412 15.76470588] ; [26.76470588  8.23529412],0
p2,1,0.041643,4.149667,[38 29] ; [27  8],[42.69607843 24.30392157] ; [22.30392157 12.69607843],0
p9,1,0.073174,3.210348,[35 31] ; [25 10],[39.20792079 26.79207921] ; [20.79207921 14.20792079],0
p1,1,0.075982,3.148821,[ 4 62] ; [ 6 29],[ 6.53465347 59.46534653] ; [ 3.46534653 31.53465347],0
r1,1,0.146615,2.107125,[38 29] ; [25 10],[41.38235294 25.61764706] ; [21.61764706 13.38235294],0
s8,1,0.149531,2.07703,[11 56] ; [10 25],[13.79411765 53.20588235] ; [ 7.20588235 27.79411765],0
d4,1,0.177719,1.816599,[40 27] ; [16 19],[36.78431373 30.21568627] ; [19.21568627 15.78431373],0
b4,1,0.187826,1.734586,[36 31] ; [14 21],[32.84313725 34.15686275] ; [17.15686275 17.84313725],0
a4,1,0.211237,1.562925,[19 48] ; [ 6 29],[16.42156863 50.57843137] ; [ 8.57843137 26.42156863],0
n4,1,0.235563,1.406954,[37 30] ; [15 20],[34.15686275 32.84313725] ; [17.84313725 17.15686275],0
n1,1,0.236289,1.402597,[ 9 18] ; [5 4],[10.5 16.5] ; [3.5 5.5],0
b5,1,0.243207,1.361909,[34 33] ; [22 13],[36.78431373 30.21568627] ; [19.21568627 15.78431373],0
a7,1,0.243207,1.361909,[34 33] ; [22 13],[36.78431373 30.21568627] ; [19.21568627 15.78431373],0
