Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,70.258809,[127  28] ; [34 76],[94.16981132 60.83018868] ; [66.83018868 43.16981132],1
a4,1,0.003905,8.327299,[61 93] ; [25 85],[ 50.16666667 103.83333333] ; [35.83333333 74.16666667],0
a8,1,0.004241,8.177777,[ 22 123] ; [ 4 99],[ 15.2016129 129.7983871] ; [10.7983871 92.2016129],0
n6,1,0.004717,7.984914,[121  33] ; [69 41],[110.83333333  43.16666667] ; [79.16666667 30.83333333],0
n1,1,0.032414,4.576481,[18 26] ; [ 8 33],[13.45882353 30.54117647] ; [12.54117647 28.45882353],0
r3,1,0.051426,3.794329,[127  27] ; [100  10],[132.41666667  21.58333333] ; [94.58333333 15.41666667],0
a2,1,0.053925,3.715024,[ 27 128] ; [ 10 100],[ 21.64150943 133.35849057] ; [15.35849057 94.64150943],0
a6,1,0.072805,3.218623,[112  43] ; [68 42],[105.28301887  49.71698113] ; [74.71698113 35.28301887],0
u3,1,0.084892,2.968657,[23 44] ; [26 26],[27.58823529 39.41176471] ; [21.41176471 30.58823529],0
p5,1,0.107368,2.592534,[  9 144] ; [  2 107],[  6.42366412 146.57633588] ; [  4.57633588 104.42366412],0
v4,1,0.115454,2.477937,[127  28] ; [97 12],[131.51515152  23.48484848] ; [92.48484848 16.51515152],0
d2,1,0.120163,2.415198,[67 85] ; [38 72],[60.91603053 91.08396947] ; [44.08396947 65.91603053],0
p11,1,0.137512,2.205583,[108  47] ; [67 43],[102.35849057  52.64150943] ; [72.64150943 37.35849057],0
s2,1,0.16301,1.946079,[ 33 120] ; [32 78],[ 37.81368821 115.18631179] ; [27.18631179 82.81368821],0
a5,1,0.164389,1.933382,[95 60] ; [58 52],[89.49056604 65.50943396] ; [63.50943396 46.49056604],0
a1,1,0.166625,1.913044,[ 10 145] ; [  3 107],[  7.60377358 147.39622642] ; [  5.39622642 104.60377358],0
b2,1,0.192662,1.697143,[24 56] ; [11 44],[20.74074074 59.25925926] ; [14.25925926 40.74074074],0
b3,1,0.192662,1.697143,[24 56] ; [11 44],[20.74074074 59.25925926] ; [14.25925926 40.74074074],0
p10,1,0.206236,1.597657,[99 53] ; [62 46],[94.12307692 57.87692308] ; [66.87692308 41.12307692],0
v3,1,0.284403,1.145931,[ 37 114] ; [20 86],[ 33.49027237 117.50972763] ; [23.50972763 82.49027237],0
v2,1,0.287449,1.131532,[48 97] ; [42 64],[51.99203187 93.00796813] ; [38.00796813 67.99203187],0
p1,1,0.297716,1.084399,[ 12 142] ; [  5 104],[  9.95437262 144.04562738] ; [  7.04562738 101.95437262],0
a7,1,0.305903,1.048282,[101  53] ; [78 31],[104.81368821  49.18631179] ; [74.18631179 34.81368821],0
a3,1,0.315932,1.005714,[88 66] ; [56 54],[84. 70.] ; [60. 50.],0
p12,1,0.31751,0.999177,[  8 145] ; [  3 107],[  6.39923954 146.60076046] ; [  4.60076046 105.39923954],0
p6,1,0.328152,0.956176,[ 34 118] ; [19 90],[ 30.86590038 121.13409962] ; [22.13409962 86.86590038],0
p2,1,0.331087,0.944643,[100  54] ; [77 32],[103.64258555  50.35741445] ; [73.35741445 35.64258555],0
n2,1,0.432581,0.615884,[32 15] ; [24 16],[30.25287356 16.74712644] ; [25.74712644 14.25287356],0
s4,1,0.467075,0.528887,[ 20 132] ; [18 92],[ 22.04580153 129.95419847] ; [15.95419847 94.04580153],0
d5,1,0.469266,0.523705,[113  42] ; [75 34],[110.37878788  44.62121212] ; [77.62121212 31.37878788],0
u2,1,0.47013,0.52167,[28 38] ; [26 27],[29.94957983 36.05042017] ; [24.05042017 28.94957983],0
p3,1,0.477871,0.503719,[ 50 105] ; [31 79],[ 47.37735849 107.62264151] ; [33.62264151 76.37735849],0
p9,1,0.548838,0.359404,[101  50] ; [69 40],[98.73076923 52.26923077] ; [71.26923077 37.73076923],0
n3,1,0.555225,0.34804,[28 17] ; [28 13],[29.30232558 15.69767442] ; [26.69767442 14.30232558],0
p8,1,0.574257,0.315612,[61 91] ; [40 69],[58.81992337 93.18007663] ; [42.18007663 66.81992337],0
d4,1,0.575062,0.314286,[110  44] ; [82 28],[112.  42.] ; [80. 30.],0
