Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,100.198594,[224 171] ; [ 53 233],[160.6681351 234.3318649] ; [116.3318649 169.6681351],1
v1,1,0.0,46.697487,[264 136] ; [113 172],[220.1459854 179.8540146] ; [156.8540146 128.1459854],1
r3,1,0.000513,12.06732,[399   7] ; [271  20],[390.27259684  15.72740316] ; [279.72740316  11.27259684],1
a5,1,0.001027,10.778671,[332  77] ; [206  86],[313.89728959  95.10271041] ; [224.10271041  67.89728959],0
d5,1,0.004608,8.02728,[372  37] ; [245  47],[359.99001427  49.00998573] ; [257.00998573  34.99001427],0
s8,1,0.005269,7.784877,[200 204] ; [113 178],[181.94532374 222.05467626] ; [131.05467626 159.94532374],0
r1,1,0.006895,7.300025,[353  54] ; [230  61],[339.94412607  67.05587393] ; [243.05587393  47.94412607],0
a3,1,0.007139,7.237534,[322  86] ; [203  87],[306.87679083 101.12320917] ; [218.12320917  71.87679083],0
p10,1,0.007448,7.161555,[336  65] ; [220  71],[322.19075145  78.80924855] ; [233.80924855  57.19075145],0
p7,1,0.008026,7.027609,[266 129] ; [163 121],[249.56553756 145.43446244] ; [179.43446244 104.56553756],0
p9,1,0.008983,6.826135,[348  52] ; [230  59],[335.55878084  64.44121916] ; [242.44121916  46.55878084],0
p3,1,0.009866,6.658978,[223 183] ; [131 160],[206.20373027 199.79626973] ; [147.79626973 143.20373027],0
d1,1,0.010621,6.527654,[304 105] ; [191 101],[288.80884451 120.19115549] ; [206.19115549  85.80884451],0
s7,1,0.011849,6.333387,[213 178] ; [124 154],[196.96113602 194.03886398] ; [140.03886398 137.96113602],0
u1,1,0.028752,4.782376,[ 98 311] ; [ 50 242],[ 86.35092725 322.64907275] ; [ 61.64907275 230.35092725],0
b1,1,0.02968,4.727756,[142 267] ; [125 167],[155.78174037 253.21825963] ; [111.21825963 180.78174037],0
n6,1,0.0375,4.32757,[349  54] ; [235  56],[339.12391931  63.87608069] ; [244.87608069  46.12391931],0
a2,1,0.042592,4.111526,[119 290] ; [ 65 227],[107.35520685 301.64479315] ; [ 76.64479315 215.35520685],0
n3,1,0.05278,3.750869,[58 20] ; [46 31],[52.33548387 25.66451613] ; [51.66451613 25.33548387],0
r4,1,0.066142,3.37625,[386  23] ; [265  27],[379.82738944  29.17261056] ; [271.17261056  20.82738944],0
d2,1,0.066934,3.356643,[234 174] ; [146 144],[222.12034384 185.87965616] ; [157.87965616 132.12034384],0
p12,1,0.073927,3.193601,[ 37 365] ; [ 16 273],[ 30.83357453 371.16642547] ; [ 22.16642547 266.83357453],0
p11,1,0.077638,3.113669,[327  82] ; [217  75],[317.39800285  91.60199715] ; [226.60199715  65.39800285],0
p4,1,0.094298,2.799424,[250 152] ; [162 128],[239.34104046 162.65895954] ; [172.65895954 117.34104046],0
s2,1,0.098633,2.727516,[224 181] ; [142 148],[213.28057554 191.71942446] ; [152.71942446 137.28057554],0
s1,1,0.099401,2.715135,[  9 391] ; [ 13 277],[ 12.75362319 387.24637681] ; [  9.24637681 280.75362319],0
s4,1,0.101191,2.686666,[ 61 343] ; [ 57 230],[ 68.98986975 335.01013025] ; [ 49.01013025 237.98986975],0
a6,1,0.10565,2.61811,[289 119] ; [190 102],[279.18857143 128.81142857] ; [199.81142857  92.18857143],0
a8,1,0.11838,2.43862,[ 55 308] ; [ 30 245],[ 48.36206897 314.63793103] ; [ 36.63793103 238.36206897],0
n4,1,0.120613,2.409336,[322  84] ; [217  75],[313.51575931  92.48424069] ; [225.48424069  66.51575931],0
u3,1,0.142607,2.149601,[50 37] ; [60 28],[54.68571429 32.31428571] ; [55.31428571 32.68571429],0
p8,1,0.151005,2.062066,[218 177] ; [145 147],[208.71179039 186.28820961] ; [154.28820961 137.71179039],0
a1,1,0.155904,2.013516,[ 27 382] ; [ 12 280],[ 22.75463623 386.24536377] ; [ 16.24536377 275.75463623],0
u4,1,0.171616,1.868767,[ 12 397] ; [  4 288],[  9.33523538 399.66476462] ; [  6.66476462 285.33523538],0
