Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,36.599565,[ 16 144] ; [39 52],[ 35.05976096 124.94023904] ; [19.94023904 71.05976096],1
r1,1,0.000819,11.197138,[91 72] ; [70 21],[103.31889764  59.68110236] ; [57.68110236 33.31889764],1
a3,1,0.002241,9.341178,[77 85] ; [62 30],[88.65354331 73.34645669] ; [50.34645669 41.65354331],0
d1,1,0.005883,7.585924,[ 63 100] ; [52 40],[73.50980392 89.49019608] ; [41.49019608 50.50980392],0
d4,1,0.007502,7.148594,[111  52] ; [76 15],[120.00393701  42.99606299] ; [66.99606299 24.00393701],0
d3,1,0.00973,6.683692,[89 72] ; [66 26],[98.63636364 62.36363636] ; [56.36363636 35.63636364],0
d5,1,0.011432,6.39691,[106  56] ; [74 18],[114.80314961  47.19685039] ; [65.19685039 26.80314961],0
r3,1,0.013041,6.163563,[134  29] ; [85  6],[140.53937008  22.46062992] ; [78.46062992 12.53937008],0
a5,1,0.022996,5.168833,[86 77] ; [62 30],[94.60392157 68.39607843] ; [53.39607843 38.60392157],0
a7,1,0.028497,4.79774,[103  59] ; [70 21],[110.77470356  51.22529644] ; [62.22529644 28.77470356],0
b1,1,0.039878,4.22307,[69 94] ; [27 65],[ 61.36470588 101.63529412] ; [34.63529412 57.36470588],0
r4,1,0.04101,4.175594,[118  45] ; [77 15],[124.64705882  38.35294118] ; [70.35294118 21.64705882],0
r2,1,0.056014,3.651628,[131  28] ; [83  8],[136.104  22.896] ; [77.896 13.104],0
p4,1,0.098193,2.734646,[ 57 104] ; [41 48],[63.112 97.888] ; [34.888 54.112],0
p12,1,0.112057,2.524972,[  3 159] ; [ 5 86],[  5.12252964 156.87747036] ; [ 2.87747036 88.12252964],0
n2,1,0.118527,2.436678,[33 25] ; [16  5],[35.97468354 22.02531646] ; [13.02531646  7.97468354],0
s1,1,0.119957,2.417888,[  8 154] ; [ 1 88],[  5.80876494 156.19123506] ; [ 3.19123506 85.80876494],0
v4,1,0.135154,2.232289,[133  29] ; [82 10],[137.12598425  24.87401575] ; [77.87401575 14.12598425],0
p10,1,0.152194,2.050124,[92 67] ; [61 30],[97.308 61.692] ; [55.692 35.308],0
p11,1,0.196735,1.666444,[104  59] ; [66 26],[108.66666667  54.33333333] ; [61.33333333 30.66666667],0
p5,1,0.199934,1.642857,[  9 152] ; [ 2 90],[  7. 154.] ; [ 4. 88.],0
a2,1,0.201245,1.633319,[ 19 144] ; [16 76],[ 22.37254902 140.62745098] ; [12.62745098 79.37254902],0
n6,1,0.203295,1.618547,[113  49] ; [71 21],[117.35433071  44.64566929] ; [66.64566929 25.35433071],0
p8,1,0.211369,1.562025,[ 59 103] ; [40 50],[63.64285714 98.35714286] ; [35.35714286 54.64285714],0
p6,1,0.22084,1.498904,[ 37 124] ; [15 76],[ 33.22222222 127.77777778] ; [18.77777778 72.22222222],0
s5,1,0.255547,1.292721,[ 24 136] ; [18 69],[ 27.20647773 132.79352227] ; [14.79352227 72.20647773],0
n3,1,0.256487,1.28762,[33 23] ; [16  6],[35.17948718 20.82051282] ; [13.82051282  8.17948718],0
n5,1,0.287449,1.131532,[97 64] ; [48 42],[93.00796813 67.99203187] ; [51.99203187 38.00796813],0
s6,1,0.328954,0.953013,[62 98] ; [41 50],[65.65737052 94.34262948] ; [37.34262948 53.65737052],0
u1,1,0.338048,0.91782,[ 12 151] ; [10 82],[ 14.0627451 148.9372549] ; [ 7.9372549 84.0627451],0
a4,1,0.356963,0.848548,[ 49 113] ; [33 59],[ 52.2992126 109.7007874] ; [29.7007874 62.2992126],0
p3,1,0.377953,0.77735,[ 48 115] ; [32 60],[ 51.1372549 111.8627451] ; [28.8627451 63.1372549],0
s4,1,0.381119,0.76709,[ 20 140] ; [15 76],[ 22.31075697 137.68924303] ; [12.68924303 78.31075697],0
b4,1,0.390833,0.736349,[92 71] ; [57 35],[95.24313725 67.75686275] ; [53.75686275 38.24313725],0
u2,1,0.393308,0.728689,[40 45] ; [11 18],[38.02631579 46.97368421] ; [12.97368421 16.02631579],0
p9,1,0.424182,0.6387,[101  59] ; [62 29],[103.90438247  56.09561753] ; [59.09561753 31.90438247],0
b5,1,0.46573,0.532088,[98 65] ; [51 41],[95.24313725 67.75686275] ; [53.75686275 38.24313725],0
s2,1,0.485824,0.485761,[ 36 126] ; [24 68],[ 38.26771654 123.73228346] ; [21.73228346 70.26771654],0
b2,1,0.486525,0.484202,[24 62] ; [11 38],[22.2962963 63.7037037] ; [12.7037037 36.2962963],0
b3,1,0.486525,0.484202,[24 62] ; [11 38],[22.2962963 63.7037037] ; [12.7037037 36.2962963],0
a8,1,0.507692,0.438822,[ 17 137] ; [ 7 77],[ 15.52941176 138.47058824] ; [ 8.47058824 75.52941176],0
p7,1,0.534818,0.385228,[73 86] ; [45 45],[75.34939759 83.65060241] ; [42.65060241 47.34939759],0
p1,1,0.537273,0.380617,[ 12 149] ; [ 5 87],[ 10.81818182 150.18181818] ; [ 6.18181818 85.81818182],0
n1,1,0.676053,0.174603,[16 40] ; [ 5 16],[15.27272727 40.72727273] ; [ 5.72727273 15.27272727],0
u3,1,0.700673,0.147773,[37 47] ; [12 18],[36.10526316 47.89473684] ; [12.89473684 17.10526316],0
s8,1,0.704759,0.143568,[ 22 141] ; [14 78],[ 23.01176471 139.98823529] ; [12.98823529 79.01176471],0
d2,1,0.811662,0.056779,[63 98] ; [37 54],[63.88888889 97.11111111] ; [36.11111111 54.88888889],0
p2,1,0.819285,0.052196,[108  53] ; [63 29],[108.81818182  52.18181818] ; [62.18181818 29.81818182],0
a6,1,0.82783,0.0473,[112  51] ; [62 30],[111.22352941  51.77647059] ; [62.77647059 29.22352941],0
a1,1,0.854275,0.033733,[  8 155] ; [ 5 87],[  8.30980392 154.69019608] ; [ 4.69019608 87.30980392],0
s3,1,0.902044,0.015149,[ 56 105] ; [32 58],[ 56.44621514 104.55378486] ; [31.55378486 58.44621514],0
n4,1,0.96054,0.002448,[98 65] ; [55 36],[98.18503937 64.81496063] ; [54.81496063 36.18503937],0
