Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.004586,8.035714,[18 10] ; [10 25],[12.44444444 15.55555556] ; [15.55555556 19.44444444],0
d3,1,0.020468,5.371556,[22  6] ; [17 17],[17.61290323 10.38709677] ; [21.38709677 12.61290323],0
n4,1,0.042259,4.124808,[24  4] ; [22 13],[20.44444444  7.55555556] ; [25.55555556  9.44444444],0
v3,1,0.046432,3.96585,[14 12] ; [ 9 23],[10.31034483 15.68965517] ; [12.68965517 19.31034483],0
a5,1,0.05557,3.664904,[21  7] ; [18 17],[17.33333333 10.66666667] ; [21.66666667 13.33333333],0
u3,1,0.099195,2.718437,[7 2] ; [6 8],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
b2,1,0.100524,2.697214,[10  6] ; [ 7 13],[7.55555556 8.44444444] ; [ 9.44444444 10.55555556],0
b3,1,0.100524,2.697214,[10  6] ; [ 7 13],[7.55555556 8.44444444] ; [ 9.44444444 10.55555556],0
n1,1,0.121335,2.4,[3 2] ; [2 8],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
n6,1,0.125613,2.3459,[23  5] ; [22 12],[20.32258065  7.67741935] ; [24.67741935  9.32258065],0
s5,1,0.13266,2.2611,[ 7 19] ; [ 4 30],[ 4.76666667 21.23333333] ; [ 6.23333333 27.76666667],0
p8,1,0.134353,2.241474,[14 14] ; [11 24],[11.11111111 16.88888889] ; [13.88888889 21.11111111],0
b4,1,0.141678,2.159635,[18 10] ; [16 19],[15.11111111 12.88888889] ; [18.88888889 16.11111111],0
s8,1,0.143507,2.139946,[13 15] ; [10 25],[10.22222222 17.77777778] ; [12.77777778 22.22222222],0
p12,1,0.203784,1.615042,[ 3 25] ; [ 1 34],[ 1.77777778 26.22222222] ; [ 2.22222222 32.77777778],0
a4,1,0.237244,1.396896,[12 16] ; [10 25],[ 9.77777778 18.22222222] ; [12.22222222 22.77777778],0
v1,1,0.240017,1.380492,[16 11] ; [15 19],[13.72131148 13.27868852] ; [17.27868852 16.72131148],0
s3,1,0.261651,1.26,[22  6] ; [23 12],[20.  8.] ; [25. 10.],0
u2,1,0.264589,1.244589,[6 3] ; [6 8],[4.69565217 4.30434783] ; [7.30434783 6.69565217],0
d2,1,0.273922,1.197,[ 9 19] ; [16 19],[11.11111111 16.88888889] ; [13.88888889 21.11111111],0
a8,1,0.29627,1.090909,[ 3 24] ; [ 7 26],[ 4.5 22.5] ; [ 5.5 27.5],0
p10,1,0.307252,1.042451,[21  7] ; [29  5],[22.58064516  5.41935484] ; [27.41935484  6.58064516],0
p11,1,0.321121,0.984375,[23  5] ; [25 10],[21.33333333  6.66666667] ; [26.66666667  8.33333333],0
n2,1,0.350201,0.872727,[3 2] ; [9 2],[3.75 1.25] ; [8.25 2.75],0
d4,1,0.389284,0.741176,[24  4] ; [27  8],[22.66666667  5.33333333] ; [28.33333333  6.66666667],0
d1,1,0.397489,0.715909,[15 13] ; [15 20],[13.33333333 14.66666667] ; [16.66666667 18.33333333],0
s7,1,0.436796,0.604684,[13 14] ; [13 21],[11.50819672 15.49180328] ; [14.49180328 19.50819672],0
b1,1,0.456941,0.553378,[13 15] ; [13 22],[11.55555556 16.44444444] ; [14.44444444 20.55555556],0
a1,1,0.465666,0.532241,[ 3 25] ; [ 2 33],[ 2.22222222 25.77777778] ; [ 2.77777778 32.22222222],0
r3,1,0.473289,0.514286,[24  4] ; [32  3],[24.88888889  3.11111111] ; [31.11111111  3.88888889],0
v2,1,0.499833,0.455292,[16 12] ; [16 17],[14.68852459 13.31147541] ; [17.31147541 15.68852459],0
a3,1,0.519798,0.414293,[19  9] ; [21 14],[17.77777778 10.22222222] ; [22.22222222 12.77777778],0
a7,1,0.525582,0.402926,[21  7] ; [23 11],[19.87096774  8.12903226] ; [24.12903226  9.87096774],0
p7,1,0.55673,0.345398,[19  9] ; [20 13],[17.90163934 10.09836066] ; [21.09836066 11.90163934],0
a6,1,0.564731,0.331579,[18 10] ; [20 15],[16.88888889 11.11111111] ; [21.11111111 13.88888889],0
n3,1,0.582493,0.302222,[4 1] ; [8 4],[3.52941176 1.47058824] ; [8.47058824 3.52941176],0
p2,1,0.585058,0.298128,[23  5] ; [26  8],[22.12903226  5.87096774] ; [26.87096774  7.12903226],0
r1,1,0.628267,0.234419,[20  8] ; [23 12],[19.11111111  8.88888889] ; [23.88888889 11.11111111],0
p9,1,0.635256,0.225,[21  7] ; [28  7],[21.77777778  6.22222222] ; [27.22222222  7.77777778],0
b5,1,0.693245,0.155595,[15 13] ; [17 18],[14.22222222 13.77777778] ; [17.77777778 17.22222222],0
s4,1,0.699891,0.148585,[ 5 23] ; [ 5 30],[ 4.44444444 23.55555556] ; [ 5.55555556 29.44444444],0
u1,1,0.699891,0.148585,[ 5 23] ; [ 5 30],[ 4.44444444 23.55555556] ; [ 5.55555556 29.44444444],0
p6,1,0.719918,0.128571,[10 18] ; [11 24],[ 9.33333333 18.66666667] ; [11.66666667 23.33333333],0
a2,1,0.735027,0.114545,[ 4 24] ; [ 4 31],[ 3.55555556 24.44444444] ; [ 4.44444444 30.55555556],0
n5,1,0.758906,0.094199,[19  9] ; [25 10],[19.55555556  8.44444444] ; [24.44444444 10.55555556],0
d5,1,0.794159,0.068076,[19  9] ; [22 12],[18.51612903  9.48387097] ; [22.48387097 11.51612903],0
v4,1,0.802124,0.0628,[25  3] ; [31  3],[25.29032258  2.70967742] ; [30.70967742  3.29032258],0
s1,1,0.817266,0.05339,[ 2 26] ; [ 2 33],[ 1.77777778 26.22222222] ; [ 2.22222222 32.77777778],0
r2,1,0.840656,0.040423,[26  2] ; [32  2],[26.19354839  1.80645161] ; [31.80645161  2.19354839],0
p5,1,0.885055,0.020899,[ 1 26] ; [ 1 32],[ 0.9 26.1] ; [ 1.1 31.9],0
r4,1,0.892196,0.018367,[22  6] ; [27  8],[21.77777778  6.22222222] ; [27.22222222  7.77777778],0
