Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2.9e-05,17.458997,[57 19] ; [16 28],[46.23333333 29.76666667] ; [26.76666667 17.23333333],1
d4,1,5.1e-05,16.411483,[63 13] ; [21 23],[53.2 22.8] ; [30.8 13.2],1
r4,1,0.000187,13.959915,[65 11] ; [24 20],[56.36666667 19.63333333] ; [32.63333333 11.36666667],1
d3,1,0.000278,13.211722,[55 21] ; [17 27],[45.6 30.4] ; [26.4 17.6],1
r2,1,0.000347,12.798953,[73  3] ; [31 11],[66.98305085  9.01694915] ; [37.01694915  4.98305085],1
r3,1,0.00065,11.626794,[68  8] ; [28 16],[60.8 15.2] ; [35.2  8.8],1
a3,1,0.002355,9.250061,[52 23] ; [18 26],[44.11764706 30.88235294] ; [25.88235294 18.11764706],0
a2,1,0.008925,6.837709,[20 56] ; [ 3 41],[14.56666667 61.43333333] ; [ 8.43333333 35.56666667],0
u1,1,0.014671,5.955531,[16 60] ; [ 2 42],[11.4 64.6] ; [ 6.6 37.4],0
b5,1,0.018235,5.573438,[48 28] ; [18 26],[41.8 34.2] ; [24.2 19.8],0
d5,1,0.020011,5.410953,[60 16] ; [26 18],[54.46666667 21.53333333] ; [31.53333333 12.46666667],0
a5,1,0.021099,5.31856,[54 22] ; [22 22],[48.13333333 27.86666667] ; [27.86666667 16.13333333],0
p4,1,0.03351,4.519556,[34 41] ; [11 32],[28.60169492 46.39830508] ; [16.39830508 26.60169492],0
v4,1,0.046475,3.964282,[66 10] ; [31 12],[61.94957983 14.05042017] ; [35.05042017  7.94957983],0
p2,1,0.052398,3.763002,[50 26] ; [21 23],[44.96666667 31.03333333] ; [26.03333333 17.96666667],0
r1,1,0.053325,3.733689,[62 14] ; [29 15],[57.63333333 18.36666667] ; [33.36666667 10.63333333],0
v2,1,0.057661,3.603413,[35 39] ; [13 31],[30.10169492 43.89830508] ; [17.89830508 26.10169492],0
d1,1,0.067591,3.340583,[39 37] ; [15 29],[34.2 41.8] ; [19.8 24.2],0
u3,1,0.093993,2.804619,[13 11] ; [ 8 18],[10.08 13.92] ; [10.92 15.08],0
p8,1,0.110129,2.55237,[26 50] ; [ 9 35],[22.16666667 53.83333333] ; [12.83333333 31.16666667],0
s1,1,0.112684,2.516169,[ 3 72] ; [ 5 38],[ 5.08474576 69.91525424] ; [ 2.91525424 40.08474576],0
s5,1,0.114676,2.48857,[10 64] ; [11 33],[13.16949153 60.83050847] ; [ 7.83050847 36.16949153],0
p11,1,0.119874,2.418966,[44 32] ; [19 25],[39.9 36.1] ; [23.1 20.9],0
n2,1,0.125698,2.344845,[17  6] ; [8 8],[14.74358974  8.25641026] ; [10.25641026  5.74358974],0
s4,1,0.153707,2.035074,[ 7 67] ; [ 8 35],[ 9.48717949 64.51282051] ; [ 5.51282051 37.48717949],0
n6,1,0.202378,1.625131,[56 19] ; [28 16],[52.94117647 22.05882353] ; [31.05882353 12.94117647],0
a4,1,0.232384,1.426211,[32 44] ; [13 29],[28.98305085 47.01694915] ; [16.01694915 25.98305085],0
p10,1,0.252235,1.310881,[23 52] ; [ 9 34],[20.33898305 54.66101695] ; [11.66101695 31.33898305],0
a1,1,0.253317,1.304915,[ 8 68] ; [ 2 42],[ 6.33333333 69.66666667] ; [ 3.66666667 40.33333333],0
b4,1,0.282955,1.152844,[49 27] ; [24 20],[46.23333333 29.76666667] ; [26.76666667 17.23333333],0
n3,1,0.306323,1.046465,[14  8] ; [7 8],[12.48648649  9.51351351] ; [8.51351351 6.48648649],0
n1,1,0.368209,0.809699,[11 10] ; [ 6 10],[ 9.64864865 11.35135135] ; [7.35135135 8.64864865],0
v1,1,0.386092,0.751214,[32 44] ; [15 29],[29.76666667 46.23333333] ; [17.23333333 26.76666667],0
v3,1,0.405802,0.691065,[30 46] ; [13 28],[27.93162393 48.06837607] ; [15.06837607 25.93162393],0
n5,1,0.420199,0.649758,[57 19] ; [30 14],[55.1 20.9] ; [31.9 12.1],0
s6,1,0.453236,0.562545,[36 39] ; [18 26],[34.03361345 40.96638655] ; [19.96638655 24.03361345],0
a8,1,0.45521,0.557646,[ 8 60] ; [ 3 38],[ 6.86238532 61.13761468] ; [ 4.13761468 36.86238532],0
