Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.166675,[107  12] ; [3 6],[102.265625  16.734375] ; [7.734375 1.265625],1
s7,1,0.00523,7.797984,[68 47] ; [1 8],[63.99193548 51.00806452] ; [5.00806452 3.99193548],0
a5,1,0.017436,5.651948,[85 34] ; [3 6],[81.8125 37.1875] ; [6.1875 2.8125],0
s8,1,0.032826,4.554829,[70 49] ; [2 7],[66.9375 52.0625] ; [5.0625 3.9375],0
p11,1,0.040537,4.195264,[99 20] ; [5 4],[96.6875 22.3125] ; [7.3125 1.6875],0
r1,1,0.041106,4.171638,[90 29] ; [4 5],[87.390625 31.609375] ; [6.609375 2.390625],0
n4,1,0.050553,3.823024,[98 21] ; [5 4],[95.7578125 23.2421875] ; [7.2421875 1.7578125],0
p2,1,0.066006,3.379656,[105  14] ; [6 3],[103.1953125  15.8046875] ; [7.8046875 1.1953125],0
s2,1,0.083891,2.987862,[62 57] ; [2 7],[59.5 59.5] ; [4.5 4.5],0
p9,1,0.105646,2.618181,[103  16] ; [6 3],[101.3359375  17.6640625] ; [7.6640625 1.3359375],0
s6,1,0.110261,2.550479,[80 34] ; [4 5],[77.85365854 36.14634146] ; [6.14634146 2.85365854],0
d4,1,0.127084,2.32777,[92 26] ; [5 4],[90.12598425 27.87401575] ; [6.87401575 2.12598425],0
n1,1,0.138792,2.191304,[13 10] ; [1 4],[11.5 11.5] ; [2.5 2.5],0
s5,1,0.196309,1.669622,[51 64] ; [2 7],[49.15322581 65.84677419] ; [3.84677419 5.15322581],0
p3,1,0.203326,1.618325,[78 41] ; [4 5],[76.234375 42.765625] ; [5.765625 3.234375],0
r2,1,0.205219,1.604837,[104  12] ; [6 2],[102.90322581  13.09677419] ; [7.09677419 0.90322581],0
n2,1,0.211128,1.563671,[16  7] ; [2 3],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
v1,1,0.225964,1.466085,[64 54] ; [3 6],[62.2519685 55.7480315] ; [4.7480315 4.2519685],0
d5,1,0.239528,1.383369,[87 31] ; [5 4],[85.48031496 32.51968504] ; [6.51968504 2.48031496],0
a4,1,0.243681,1.359175,[50 69] ; [2 7],[48.34375 70.65625] ; [3.65625 5.34375],0
d1,1,0.256413,1.288023,[63 56] ; [3 6],[61.359375 57.640625] ; [4.640625 4.359375],0
p6,1,0.299387,1.076923,[60 57] ; [3 6],[58.5 58.5] ; [4.5 4.5],0
p4,1,0.304235,1.05554,[84 35] ; [7 1],[85.26771654 33.73228346] ; [5.73228346 2.26771654],0
n5,1,0.313951,1.01398,[96 23] ; [6 3],[94.828125 24.171875] ; [7.171875 1.828125],0
b3,1,0.318823,0.993767,[32 43] ; [1 4],[30.9375 44.0625] ; [2.0625 2.9375],0
b2,1,0.318823,0.993767,[32 43] ; [1 4],[30.9375 44.0625] ; [2.0625 2.9375],0
a6,1,0.32616,0.964083,[46 73] ; [2 7],[44.625 74.375] ; [3.375 5.625],0
n3,1,0.331567,0.942769,[14  8] ; [2 3],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
b4,1,0.347036,0.884267,[60 59] ; [6 3],[61.359375 57.640625] ; [4.640625 4.359375],0
s4,1,0.390829,0.736361,[28 91] ; [1 8],[26.9609375 92.0390625] ; [2.0390625 6.9609375],0
v4,1,0.445091,0.583123,[112   6] ; [8 1],[111.49606299   6.50393701] ; [8.50393701 0.49606299],0
p12,1,0.537611,0.379986,[  7 111] ; [1 8],[  7.43307087 110.56692913] ; [0.56692913 8.43307087],0
a3,1,0.5812,0.304299,[77 42] ; [5 4],[76.234375 42.765625] ; [5.765625 3.234375],0
p7,1,0.601143,0.273276,[98 21] ; [6 2],[97.4488189 21.5511811] ; [6.5511811 1.4488189],0
p5,1,0.616285,0.251124,[21 98] ; [1 8],[20.453125 98.546875] ; [1.546875 7.453125],0
n6,1,0.698904,0.149614,[100  19] ; [8 1],[100.40625  18.59375] ; [7.59375 1.40625],0
p10,1,0.698904,0.149614,[100  19] ; [8 1],[100.40625  18.59375] ; [7.59375 1.40625],0
u3,1,0.711647,0.136638,[17 25] ; [2 2],[17.34782609 24.65217391] ; [1.65217391 2.34782609],0
v3,1,0.766707,0.088022,[51 68] ; [3 5],[50.5984252 68.4015748] ; [3.4015748 4.5984252],0
d3,1,0.803671,0.061802,[58 61] ; [4 5],[57.640625 61.359375] ; [4.359375 4.640625],0
b1,1,0.803671,0.061802,[58 61] ; [4 5],[57.640625 61.359375] ; [4.359375 4.640625],0
b5,1,0.808806,0.058548,[48 71] ; [4 5],[48.34375 70.65625] ; [3.65625 5.34375],0
v2,1,0.832855,0.044539,[63 54] ; [4 4],[62.712 54.288] ; [4.288 3.712],0
d2,1,0.841416,0.040033,[57 62] ; [4 5],[56.7109375 62.2890625] ; [4.2890625 4.7109375],0
p1,1,0.921653,0.009673,[ 12 107] ; [1 8],[ 12.0859375 106.9140625] ; [0.9140625 8.0859375],0
