Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,170.301326,[ 90 241] ; [229  58],[170.85598706 160.14401294] ; [148.14401294 138.85598706],1
s2,1,0.0,89.999028,[121 218] ; [219  80],[180.65830721 158.34169279] ; [159.34169279 139.65830721],1
s3,1,0.0,81.942093,[130 205] ; [223  76],[186.52208202 148.47791798] ; [166.47791798 132.52208202],1
s6,1,0.0,61.556401,[187 146] ; [253  45],[232.20285261 100.79714739] ; [207.79714739  90.20285261],1
p6,1,0.0,28.755127,[ 99 240] ; [148 148],[131.86299213 207.13700787] ; [115.13700787 180.86299213],1
n4,1,2e-06,22.269717,[254  87] ; [268  33],[277.26168224  63.73831776] ; [244.73831776  56.26168224],1
a3,1,3e-06,21.784765,[233 107] ; [253  47],[258.1875  81.8125] ; [227.8125  72.1875],1
p3,1,8e-06,20.02562,[147 194] ; [183 118],[175.28037383 165.71962617] ; [154.71962617 146.28037383],1
v3,1,1.1e-05,19.388207,[112 220] ; [148 141],[139.00161031 192.99838969] ; [120.99838969 168.00161031],1
s5,1,1.8e-05,18.337963,[ 98 237] ; [130 153],[123.59223301 211.40776699] ; [104.40776699 178.59223301],1
p9,1,3.6e-05,17.081607,[272  62] ; [276  22],[289.60759494  44.39240506] ; [258.39240506  39.60759494],1
p4,1,0.000136,14.560659,[187 151] ; [210  90],[210.32288401 127.67711599] ; [186.67711599 113.32288401],1
n5,1,0.000139,14.515564,[251  89] ; [258  42],[270.40625  69.59375] ; [238.59375  61.40625],1
v1,1,0.000235,13.530532,[161 172] ; [184 108],[183.816 149.184] ; [161.184 130.816],1
p8,1,0.000328,12.906172,[162 177] ; [183 112],[184.47160883 154.52839117] ; [160.52839117 134.47160883],1
p12,1,0.000501,12.113679,[ 17 323] ; [ 38 260],[ 29.31034483 310.68965517] ; [ 25.68965517 272.31034483],1
r1,1,0.00091,11.003129,[260  80] ; [261  40],[276.34945398  63.65054602] ; [244.65054602  56.34945398],1
d1,1,0.001255,10.407932,[224 118] ; [232  69],[242.53810264  99.46189736] ; [213.46189736  87.53810264],0
d2,1,0.001465,10.122657,[167 172] ; [186 115],[186.9796875 152.0203125] ; [166.0203125 134.9796875],0
p10,1,0.001529,10.043513,[270  69] ; [264  33],[284.63207547  54.36792453] ; [249.36792453  47.63207547],0
u4,1,0.001671,9.879473,[  3 338] ; [ 15 286],[  9.56074766 331.43925234] ; [  8.43925234 292.56074766],0
a5,1,0.001866,9.677041,[249  93] ; [250  51],[265.40902022  76.59097978] ; [233.59097978  67.40902022],0
p5,1,0.003382,8.588831,[ 31 310] ; [ 50 247],[ 43.29310345 297.70689655] ; [ 37.70689655 259.29310345],0
r4,1,0.003647,8.451631,[300  42] ; [284  17],[310.61897356  31.38102644] ; [273.38102644  27.61897356],0
p7,1,0.00608,7.526543,[200 135] ; [205  87],[216.38755981 118.61244019] ; [188.61244019 103.38755981],0
u1,1,0.009957,6.642493,[ 62 280] ; [ 80 221],[ 75.52721617 266.47278383] ; [ 66.47278383 234.52721617],0
v2,1,0.012776,6.199829,[179 150] ; [187 104],[194.21612903 134.78387097] ; [171.78387097 119.21612903],0
a2,1,0.049628,3.853975,[ 81 261] ; [ 92 209],[ 92.0155521 249.9844479] ; [ 80.9844479 220.0155521],0
a8,1,0.05868,3.574307,[ 37 273] ; [ 48 227],[ 45.04273504 264.95726496] ; [ 39.95726496 235.04273504],0
d5,1,0.063612,3.440617,[294  48] ; [273  28],[301.57698289  40.42301711] ; [265.42301711  35.57698289],0
b3,1,0.082672,3.011572,[ 68 116] ; [ 94 112],[ 76.43076923 107.56923077] ; [ 85.56923077 120.43076923],0
b2,1,0.082672,3.011572,[ 68 116] ; [ 94 112],[ 76.43076923 107.56923077] ; [ 85.56923077 120.43076923],0
u3,1,0.089047,2.891522,[58 49] ; [33 15],[62.81935484 44.18064516] ; [28.18064516 19.81935484],0
r3,1,0.091298,2.851334,[322  18] ; [293   8],[326.20904836  13.79095164] ; [288.79095164  12.20904836],0
u2,1,0.141655,2.159888,[55 51] ; [31 17],[59.19480519 46.80519481] ; [26.80519481 21.19480519],0
a7,1,0.151073,2.061386,[261  81] ; [214  86],[253.03738318  88.96261682] ; [221.96261682  78.03738318],0
r2,1,0.18794,1.733695,[315  20] ; [286  11],[318.56803797  16.43196203] ; [282.43196203  14.56803797],0
