Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,125.746986,[294 126] ; [ 59 180],[224.97723824 195.02276176] ; [128.02276176 110.97723824],1
p6,1,0.0,76.544114,[221 201] ; [ 42 196],[168.16060606 253.83939394] ; [ 94.83939394 143.16060606],1
p2,1,0.0,50.548359,[387  37] ; [168  72],[354.39759036  69.60240964] ; [200.60240964  39.39759036],1
p3,1,0.0,44.95289,[269 155] ; [ 87 152],[227.66817496 196.33182504] ; [128.33182504 110.66817496],1
p4,1,0.0,42.671093,[303 120] ; [110 129],[263.89577039 159.10422961] ; [149.10422961  89.89577039],1
p10,1,0.0,30.108997,[373  50] ; [170  69],[346.96223565  76.03776435] ; [196.03776435  42.96223565],1
r3,1,3e-06,21.838903,[415   9] ; [214  25],[402.25641026  21.74358974] ; [226.74358974  12.25641026],1
p9,1,3e-06,21.705892,[377  45] ; [180  58],[356.14242424  65.85757576] ; [200.85757576  37.14242424],1
r4,1,9e-06,19.644213,[411  15] ; [210  30],[397.21621622  28.78378378] ; [223.78378378  16.21621622],1
s5,1,2.1e-05,18.131973,[167 248] ; [ 52 170],[142.67660911 272.32339089] ; [ 76.32339089 145.67660911],1
p11,1,5.8e-05,16.150684,[362  64] ; [173  67],[342.20720721  83.79279279] ; [192.79279279  47.20720721],1
p5,1,0.000424,12.424939,[ 69 355] ; [ 16 222],[ 54.44108761 369.55891239] ; [ 30.55891239 207.44108761],1
n6,1,0.000555,11.919894,[387  36] ; [198  42],[373.23529412  49.76470588] ; [211.76470588  28.23529412],1
s8,1,0.000645,11.641954,[216 206] ; [ 89 149],[195.01515152 226.98484848] ; [109.98484848 128.01515152],1
v4,1,0.000717,11.445862,[415   9] ; [221  18],[406.73303167  17.26696833] ; [229.26696833   9.73303167],1
v2,1,0.000756,11.346598,[254 160] ; [109 120],[233.72006221 180.27993779] ; [129.27993779  99.72006221],1
s7,1,0.000767,11.320249,[235 172] ; [ 99 127],[214.75197472 192.24802528] ; [119.24802528 106.75197472],1
v1,1,0.001681,9.869218,[254 165] ; [110 120],[235.00154083 183.99845917] ; [128.99845917 101.00154083],0
d5,1,0.001903,9.640761,[363  60] ; [183  57],[348.35294118  74.64705882] ; [197.64705882  42.35294118],0
r1,1,0.003149,8.7193,[367  56] ; [187  53],[353.45701357  69.54298643] ; [200.54298643  39.45701357],0
s6,1,0.006903,7.29815,[293 120] ; [143  93],[277.45454545 135.54545455] ; [158.54545455  77.45454545],0
a8,1,0.016933,5.70327,[ 70 314] ; [ 24 196],[ 59.7615894 324.2384106] ; [ 34.2384106 185.7615894],0
d1,1,0.019155,5.487284,[277 149] ; [134 106],[262.89189189 163.10810811] ; [148.10810811  91.89189189],0
s2,1,0.028793,4.779947,[232 191] ; [108 127],[218.57142857 204.42857143] ; [121.42857143 113.57142857],0
s3,1,0.030711,4.669039,[254 165] ; [122 113],[240.89296636 178.10703364] ; [135.10703364  99.89296636],0
v3,1,0.030989,4.653567,[192 223] ; [ 85 142],[179.0576324 235.9423676] ; [ 97.9423676 129.0576324],0
d3,1,0.031751,4.611885,[306 118] ; [154  86],[293.73493976 130.26506024] ; [166.26506024  73.73493976],0
n5,1,0.037575,4.324157,[375  50] ; [197  42],[366.11445783  58.88554217] ; [205.88554217  33.11445783],0
n1,1,0.066089,3.377575,[26 40] ; [35 28],[31.20930233 34.79069767] ; [29.79069767 33.20930233],0
d4,1,0.075766,3.153468,[356  67] ; [188  51],[347.60120846  75.39879154] ; [196.39879154  42.60120846],0
a2,1,0.096524,2.762055,[121 305] ; [ 54 186],[111.93693694 314.06306306] ; [ 63.06306306 176.93693694],0
a3,1,0.096859,2.756517,[323 101] ; [168  71],[314.00301659 109.99698341] ; [176.99698341  62.00301659],0
b5,1,0.114987,2.484303,[245 181] ; [153  87],[254.57657658 171.42342342] ; [143.42342342  96.57657658],0
n2,1,0.187761,1.735095,[54 13] ; [46 19],[50.75757576 16.24242424] ; [49.24242424 15.75757576],0
s1,1,0.22572,1.46763,[ 12 409] ; [ 11 225],[ 14.73820396 406.26179604] ; [  8.26179604 227.73820396],0
a7,1,0.27593,1.187026,[312 113] ; [166  73],[305.94879518 119.05120482] ; [172.05120482  66.94879518],0
b4,1,0.279421,1.169904,[239 187] ; [145  95],[245.62162162 180.37837838] ; [138.37837838 101.62162162],0
d2,1,0.365443,0.819101,[218 206] ; [130 106],[223.56363636 200.43636364] ; [124.43636364 111.56363636],0
u1,1,0.427776,0.628854,[ 89 337] ; [ 44 196],[ 85.07207207 340.92792793] ; [ 47.92792793 192.07207207],0
a4,1,0.437012,0.604115,[204 220] ; [122 116],[208.79758308 215.20241692] ; [117.20241692 120.79758308],0
u4,1,0.515336,0.423218,[  9 417] ; [  7 233],[ 10.23423423 415.76576577] ; [  5.76576577 234.23423423],0
a6,1,0.580796,0.304949,[296 127] ; [163  77],[292.84615385 130.15384615] ; [166.15384615  73.84615385],0
b3,1,0.598707,0.276951,[112 163] ; [56 91],[109.47867299 165.52132701] ; [58.52132701 88.47867299],0
b2,1,0.598707,0.276951,[112 163] ; [56 91],[109.47867299 165.52132701] ; [58.52132701 88.47867299],0
a1,1,0.638498,0.220713,[ 25 401] ; [ 12 228],[ 23.66666667 402.33333333] ; [ 13.33333333 226.66666667],0
p1,1,0.812421,0.056313,[ 42 383] ; [ 25 214],[ 42.88403614 382.11596386] ; [ 24.11596386 214.88403614],0
u2,1,0.826052,0.048298,[53 48] ; [39 33],[53.71098266 47.28901734] ; [38.28901734 33.71098266],0
s4,1,0.849532,0.035992,[ 61 359] ; [ 33 203],[ 60.18292683 359.81707317] ; [ 33.81707317 202.18292683],0
u3,1,0.876642,0.024095,[56 47] ; [40 32],[56.50285714 46.49714286] ; [39.49714286 32.50285714],0
a5,1,0.893128,0.018049,[330  96] ; [187  53],[330.69369369  95.30630631] ; [186.30630631  53.69369369],0
p12,1,0.944813,0.004792,[ 38 385] ; [ 21 217],[ 37.75642965 385.24357035] ; [ 21.24357035 216.75642965],0
n3,1,0.955058,0.003176,[50 17] ; [46 16],[49.86046512 17.13953488] ; [46.13953488 15.86046512],0
b1,1,0.971595,0.001268,[171 255] ; [ 96 144],[170.78378378 255.21621622] ; [ 96.21621622 143.78378378],0
