Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,35.811492,[98 28] ; [14 34],[81.10344828 44.89655172] ; [30.89655172 17.10344828],1
d3,1,0.000347,12.799496,[98 28] ; [24 24],[88.34482759 37.65517241] ; [33.65517241 14.34482759],1
b5,1,0.001474,10.111407,[88 38] ; [21 27],[78.93103448 47.06896552] ; [30.06896552 17.93103448],0
u1,1,0.003682,8.434308,[29 97] ; [ 2 46],[ 22.44827586 103.55172414] ; [ 8.55172414 39.44827586],0
b1,1,0.00978,6.67462,[39 87] ; [25 23],[46.34482759 79.65517241] ; [17.65517241 30.34482759],0
a2,1,0.011667,6.360725,[36 90] ; [ 5 43],[29.68965517 96.31034483] ; [11.31034483 36.68965517],0
p2,1,0.01618,5.783189,[103  23] ; [31 17],[97.03448276 28.96551724] ; [36.96551724 11.03448276],0
a5,1,0.038679,4.274921,[96 30] ; [29 19],[90.51724138 35.48275862] ; [34.48275862 13.51724138],0
v2,1,0.045519,3.99932,[74 48] ; [20 26],[68.26190476 53.73809524] ; [25.73809524 20.26190476],0
d4,1,0.067733,3.337124,[107  19] ; [35 13],[102.82758621  23.17241379] ; [39.17241379  8.82758621],0
d1,1,0.076818,3.130977,[79 47] ; [23 25],[73.86206897 52.13793103] ; [28.13793103 19.86206897],0
r1,1,0.105394,2.621961,[108  16] ; [37 11],[104.53488372  19.46511628] ; [40.46511628  7.53488372],0
d5,1,0.164846,1.9292,[106  20] ; [36 12],[102.82758621  23.17241379] ; [39.17241379  8.82758621],0
a8,1,0.166933,1.910269,[25 85] ; [ 6 40],[21.85897436 88.14102564] ; [ 9.14102564 36.85897436],0
n1,1,0.172435,1.861645,[11 20] ; [9 7],[13.19148936 17.80851064] ; [6.80851064 9.19148936],0
s2,1,0.222229,1.489917,[81 43] ; [36 12],[84.34883721 39.65116279] ; [32.65116279 15.34883721],0
b4,1,0.279842,1.167858,[77 49] ; [25 23],[73.86206897 52.13793103] ; [28.13793103 19.86206897],0
p9,1,0.292439,1.10836,[109  16] ; [38  9],[106.83139535  18.16860465] ; [40.16860465  6.83139535],0
