Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000286,13.159556,[37  7] ; [1 5],[33.44 10.56] ; [4.56 1.44],1
v4,1,0.017854,5.61039,[40  2] ; [4 2],[38.5  3.5] ; [5.5 0.5],0
u3,1,0.138792,2.191304,[13 10] ; [1 4],[11.5 11.5] ; [2.5 2.5],0
a3,1,0.150483,2.067346,[21 23] ; [1 5],[19.36 24.64] ; [2.64 3.36],0
a5,1,0.150483,2.067346,[21 23] ; [1 5],[19.36 24.64] ; [2.64 3.36],0
r1,1,0.155218,2.020202,[28 16] ; [2 4],[26.4 17.6] ; [3.6 2.4],0
s3,1,0.166403,1.915052,[20 23] ; [1 5],[18.42857143 24.57142857] ; [2.57142857 3.42857143],0
p9,1,0.169048,1.891366,[27 16] ; [2 4],[25.44897959 17.55102041] ; [3.55102041 2.44897959],0
p4,1,0.180162,1.796288,[20 24] ; [1 5],[18.48 25.52] ; [2.52 3.48],0
b1,1,0.191897,1.70299,[17 27] ; [4 2],[18.48 25.52] ; [2.52 3.48],0
s6,1,0.198865,1.650688,[19 24] ; [1 5],[17.55102041 25.44897959] ; [2.44897959 3.55102041],0
n2,1,0.260531,1.265934,[11  3] ; [2 2],[10.11111111  3.88888889] ; [2.88888889 1.11111111],0
p10,1,0.273561,1.198801,[24 18] ; [2 4],[22.75 19.25] ; [3.25 2.75],0
v2,1,0.32203,0.980684,[16 27] ; [1 5],[14.91836735 28.08163265] ; [2.08163265 3.91836735],0
d3,1,0.333416,0.935584,[13 30] ; [3 3],[14.04081633 28.95918367] ; [1.95918367 4.04081633],0
s2,1,0.372719,0.794581,[15 28] ; [1 5],[14.04081633 28.95918367] ; [1.95918367 4.04081633],0
v1,1,0.372719,0.794581,[15 28] ; [1 5],[14.04081633 28.95918367] ; [1.95918367 4.04081633],0
b4,1,0.443346,0.587607,[22 22] ; [4 2],[22.88 21.12] ; [3.12 2.88],0
p3,1,0.447412,0.577201,[14 30] ; [1 5],[13.2 30.8] ; [1.8 4.2],0
b2,1,0.542802,0.37037,[ 5 22] ; [1 2],[ 5.4 21.6] ; [0.6 2.4],0
b3,1,0.542802,0.37037,[ 5 22] ; [1 2],[ 5.4 21.6] ; [0.6 2.4],0
r3,1,0.56174,0.3367,[40  4] ; [5 1],[39.6  4.4] ; [5.4 0.6],0
a8,1,0.608114,0.262931,[ 4 37] ; [1 5],[ 4.36170213 36.63829787] ; [0.63829787 5.36170213],0
s7,1,0.634295,0.226282,[11 32] ; [1 5],[10.53061224 32.46938776] ; [1.46938776 4.53061224],0
n3,1,0.659118,0.194597,[11  2] ; [3 1],[10.70588235  2.29411765] ; [3.29411765 0.70588235],0
a7,1,0.705865,0.142442,[25 18] ; [3 3],[24.57142857 18.42857143] ; [3.42857143 2.57142857],0
p6,1,0.736734,0.113018,[10 34] ; [1 5],[ 9.68 34.32] ; [1.32 4.68],0
s8,1,0.756438,0.0962,[12 32] ; [2 4],[12.32 31.68] ; [1.68 4.32],0
p7,1,0.788532,0.07194,[24 19] ; [3 3],[23.69387755 19.30612245] ; [3.30612245 2.69387755],0
b5,1,0.801778,0.063024,[27 17] ; [4 2],[27.28 16.72] ; [3.72 2.28],0
p8,1,0.834007,0.043917,[20 24] ; [3 3],[20.24 23.76] ; [2.76 3.24],0
a6,1,0.834007,0.043917,[24 20] ; [3 3],[23.76 20.24] ; [3.24 2.76],0
n6,1,0.88466,0.021044,[28 16] ; [4 2],[28.16 15.84] ; [3.84 2.16],0
u2,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
n1,1,0.888153,0.01978,[ 4 10] ; [1 3],[ 3.88888889 10.11111111] ; [1.11111111 2.88888889],0
n4,1,0.970686,0.00135,[15 29] ; [2 4],[14.96 29.04] ; [2.04 3.96],0
p11,1,0.970686,0.00135,[29 15] ; [4 2],[29.04 14.96] ; [3.96 2.04],0
