Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.8e-05,16.170967,[ 2 13] ; [48 21],[8.92857143 6.07142857] ; [41.07142857 27.92857143],1
s3,1,0.000135,14.564683,[ 3 12] ; [50 19],[9.46428571 5.53571429] ; [43.53571429 25.46428571],1
r4,1,0.000209,13.744019,[9 6] ; [65  4],[13.21428571  1.78571429] ; [60.78571429  8.21428571],1
p6,1,0.000416,12.460928,[ 2 12] ; [44 23],[7.95061728 6.04938272] ; [38.04938272 28.95061728],1
s7,1,0.001764,9.780564,[6 9] ; [52 13],[10.875  4.125] ; [47.125 17.875],0
n4,1,0.001778,9.766184,[10  5] ; [65  4],[13.39285714  1.60714286] ; [61.60714286  7.39285714],0
s8,1,0.030321,4.691014,[6 9] ; [48 21],[9.64285714 5.35714286] ; [44.35714286 24.64285714],0
r3,1,0.032896,4.551171,[12  3] ; [66  3],[13.92857143  1.07142857] ; [64.07142857  4.92857143],0
p8,1,0.053102,3.740711,[9 6] ; [57 12],[11.78571429  3.21428571] ; [54.21428571 14.78571429],0
b5,1,0.073015,3.213913,[ 4 11] ; [36 33],[7.14285714 7.85714286] ; [32.85714286 36.14285714],0
n5,1,0.085591,2.955396,[11  4] ; [62  7],[13.03571429  1.96428571] ; [59.96428571  9.03571429],0
p4,1,0.090503,2.865403,[11  4] ; [61  7],[13.01204819  1.98795181] ; [58.98795181  9.01204819],0
a5,1,0.103225,2.654997,[14  1] ; [51 18],[11.60714286  3.39285714] ; [53.39285714 15.60714286],0
s5,1,0.126784,2.331444,[7 8] ; [44 21],[9.5625 5.4375] ; [41.4375 23.5625],0
u1,1,0.148892,2.083567,[ 1 14] ; [16 53],[ 3.03571429 11.96428571] ; [13.96428571 55.03571429],0
p7,1,0.193336,1.692012,[10  5] ; [54 12],[11.85185185  3.14814815] ; [52.14814815 13.85185185],0
r1,1,0.215048,1.53711,[10  5] ; [56 13],[11.78571429  3.21428571] ; [54.21428571 14.78571429],0
p12,1,0.255864,1.290997,[ 2 12] ; [20 49],[ 3.71084337 10.28915663] ; [18.28915663 50.71084337],0
p3,1,0.273787,1.197676,[10  5] ; [55 14],[11.60714286  3.39285714] ; [53.39285714 15.60714286],0
p1,1,0.293219,1.104783,[ 2 13] ; [18 51],[ 3.57142857 11.42857143] ; [16.42857143 52.57142857],0
v4,1,0.304342,1.055072,[13  2] ; [65  4],[13.92857143  1.07142857] ; [64.07142857  4.92857143],0
n1,1,0.313267,1.016852,[1 3] ; [8 7],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
a3,1,0.325642,0.96615,[11  4] ; [58 11],[12.32142857  2.67857143] ; [56.67857143 12.32142857],0
p11,1,0.352148,0.8657,[14  1] ; [58 11],[12.85714286  2.14285714] ; [59.14285714  9.85714286],0
n6,1,0.38749,0.746805,[12  2] ; [64  5],[12.81927711  1.18072289] ; [63.18072289  5.81927711],0
a8,1,0.408812,0.682254,[ 1 13] ; [10 54],[ 1.97435897 12.02564103] ; [ 9.02564103 54.97435897],0
u2,1,0.408961,0.681818,[2 2] ; [8 3],[2.66666667 1.33333333] ; [7.33333333 3.66666667],0
d2,1,0.410854,0.676329,[10  5] ; [38 31],[8.57142857 6.42857143] ; [39.42857143 29.57142857],0
d1,1,0.417482,0.657391,[12  3] ; [48 21],[10.71428571  4.28571429] ; [49.28571429 19.71428571],0
p2,1,0.518148,0.417578,[12  2] ; [63  6],[12.65060241  1.34939759] ; [62.34939759  6.65060241],0
a2,1,0.534039,0.386701,[ 2 13] ; [14 55],[ 2.85714286 12.14285714] ; [13.14285714 55.85714286],0
a7,1,0.568386,0.32539,[10  5] ; [51 18],[10.89285714  4.10714286] ; [50.10714286 18.89285714],0
r2,1,0.592166,0.286974,[13  2] ; [62  6],[13.55421687  1.44578313] ; [61.44578313  6.55421687],0
a6,1,0.675195,0.175585,[10  5] ; [42 27],[9.28571429 5.71428571] ; [42.71428571 26.28571429],0
p9,1,0.702303,0.146087,[14  1] ; [66  3],[14.28571429  0.71428571] ; [65.71428571  3.28571429],0
v2,1,0.7043,0.144037,[9 5] ; [40 28],[8.36585366 5.63414634] ; [40.63414634 27.36585366],0
b3,1,0.739556,0.110517,[6 5] ; [25 26],[5.5 5.5] ; [25.5 25.5],0
b2,1,0.739556,0.110517,[6 5] ; [25 26],[5.5 5.5] ; [25.5 25.5],0
b4,1,0.742188,0.108213,[8 7] ; [40 29],[8.57142857 6.42857143] ; [39.42857143 29.57142857],0
d3,1,0.774373,0.082174,[11  4] ; [53 16],[11.42857143  3.57142857] ; [52.57142857 16.42857143],0
b1,1,0.885135,0.02087,[6 9] ; [29 40],[6.25 8.75] ; [28.75 40.25],0
p10,1,0.91478,0.011452,[14  1] ; [62  5],[13.90243902  1.09756098] ; [62.09756098  4.90243902],0
u3,1,0.929859,0.007748,[3 1] ; [8 3],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
s1,1,0.937022,0.006243,[ 1 14] ; [ 5 64],[ 1.07142857 13.92857143] ; [ 4.92857143 64.07142857],0
v1,1,0.949822,0.00396,[10  4] ; [48 20],[9.90243902 4.09756098] ; [48.09756098 19.90243902],0
d5,1,0.975939,0.00091,[13  2] ; [60  9],[13.03571429  1.96428571] ; [59.96428571  9.03571429],0
a4,1,0.983723,0.000416,[7 8] ; [32 37],[6.96428571 8.03571429] ; [32.03571429 36.96428571],0
v3,1,0.988453,0.000209,[8 6] ; [39 29],[8.02439024 5.97560976] ; [38.97560976 29.02439024],0
n3,1,1.0,0.0,[2 2] ; [8 8],[2. 2.] ; [8. 8.],0
n2,1,1.0,0.0,[3 1] ; [12  4],[3. 1.] ; [12.  4.],0
