Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.8e-05,18.43627,[ 8 31] ; [28 13],[17.55 21.45] ; [18.45 22.55],1
s2,1,0.000264,13.308549,[ 8 32] ; [25 17],[16.09756098 23.90243902] ; [16.90243902 25.09756098],1
v2,1,0.002429,9.193601,[10 31] ; [23 17],[16.7037037 24.2962963] ; [16.2962963 23.7037037],0
r3,1,0.002523,9.123794,[20 19] ; [34  7],[26.325 12.675] ; [27.675 13.325],0
s8,1,0.004576,8.039966,[ 6 35] ; [18 24],[11.85542169 29.14457831] ; [12.14457831 29.85542169],0
s5,1,0.00742,7.168459,[ 4 36] ; [14 26],[ 9. 31.] ; [ 9. 31.],0
d5,1,0.019166,5.486297,[20 21] ; [31 11],[25.19277108 15.80722892] ; [25.80722892 16.19277108],0
a6,1,0.020556,5.364022,[14 27] ; [25 17],[19.26506024 21.73493976] ; [19.73493976 22.26506024],0
n4,1,0.02083,5.340973,[18 23] ; [29 13],[23.21686747 17.78313253] ; [23.78313253 18.21686747],0
d4,1,0.043107,4.091219,[22 18] ; [32 10],[26.34146341 13.65853659] ; [27.65853659 14.34146341],0
p11,1,0.049124,3.871105,[24 17] ; [33  9],[28.15662651 12.84337349] ; [28.84337349 13.15662651],0
v3,1,0.051727,3.78458,[ 4 37] ; [11 31],[ 7.40963855 33.59036145] ; [ 7.59036145 34.40963855],0
p7,1,0.059052,3.563807,[16 24] ; [25 16],[20.24691358 19.75308642] ; [20.75308642 20.24691358],0
a5,1,0.060635,3.519931,[15 26] ; [24 18],[19.26506024 21.73493976] ; [19.73493976 22.26506024],0
s7,1,0.06639,3.37009,[11 25] ; [21 20],[14.96103896 21.03896104] ; [17.03896104 23.96103896],0
b1,1,0.153158,2.040513,[24 17] ; [18 24],[20.74698795 20.25301205] ; [21.25301205 20.74698795],0
n2,1,0.192622,1.697452,[10  8] ; [13  4],[11.82857143  6.17142857] ; [11.17142857  5.82857143],0
v1,1,0.199706,1.64452,[13 26] ; [19 21],[15.79746835 23.20253165] ; [16.20253165 23.79746835],0
u2,1,0.242403,1.366562,[10 13] ; [10  6],[11.79487179 11.20512821] ; [8.20512821 7.79487179],0
d2,1,0.256047,1.290004,[ 8 32] ; [13 29],[10.24390244 29.75609756] ; [10.75609756 31.24390244],0
p9,1,0.258038,1.279253,[27 13] ; [33  9],[29.26829268 10.73170732] ; [30.73170732 11.26829268],0
a3,1,0.271514,1.209082,[18 22] ; [24 18],[20.48780488 19.51219512] ; [21.51219512 20.48780488],0
d3,1,0.275095,1.191163,[19 21] ; [25 17],[21.46341463 18.53658537] ; [22.53658537 19.46341463],0
n5,1,0.298982,1.078728,[22 19] ; [26 14],[24.2962963 16.7037037] ; [23.7037037 16.2962963],0
s4,1,0.313601,1.01545,[ 7 34] ; [11 31],[ 8.89156627 32.10843373] ; [ 9.10843373 32.89156627],0
p8,1,0.359104,0.841026,[17 24] ; [13 28],[15. 26.] ; [15. 26.],0
a8,1,0.370498,0.801994,[ 1 35] ; [ 3 38],[ 1.87012987 34.12987013] ; [ 2.12987013 38.87012987],0
a2,1,0.379718,0.771614,[ 4 37] ; [ 2 40],[ 2.96385542 38.03614458] ; [ 3.03614458 38.96385542],0
n1,1,0.392227,0.732026,[ 4 14] ; [ 6 11],[ 5.14285714 12.85714286] ; [ 4.85714286 12.14285714],0
p3,1,0.405758,0.691197,[13 28] ; [17 25],[14.81927711 26.18072289] ; [15.18072289 26.81927711],0
b4,1,0.429574,0.623976,[25 16] ; [22 20],[23.21686747 17.78313253] ; [23.78313253 18.21686747],0
p10,1,0.478122,0.503145,[25 15] ; [28 12],[26.5 13.5] ; [26.5 13.5],0
b2,1,0.498962,0.457143,[ 6 14] ; [ 6 22],[ 5. 15.] ; [ 7. 21.],0
b3,1,0.498962,0.457143,[ 6 14] ; [ 6 22],[ 5. 15.] ; [ 7. 21.],0
a7,1,0.510799,0.432429,[19 21] ; [23 19],[20.48780488 19.51219512] ; [21.51219512 20.48780488],0
n6,1,0.517363,0.419147,[29 11] ; [27 14],[27.65432099 12.34567901] ; [28.34567901 12.65432099],0
p1,1,0.542275,0.371339,[ 2 39] ; [ 1 41],[ 1.48192771 39.51807229] ; [ 1.51807229 40.48192771],0
a1,1,0.570808,0.321332,[ 1 40] ; [ 2 40],[ 1.48192771 39.51807229] ; [ 1.51807229 40.48192771],0
p12,1,0.585525,0.297388,[ 1 39] ; [ 2 40],[ 1.46341463 38.53658537] ; [ 1.53658537 40.46341463],0
r2,1,0.609582,0.260784,[21 19] ; [21 15],[22.10526316 17.89473684] ; [19.89473684 16.10526316],0
u1,1,0.624735,0.239269,[ 3 38] ; [ 2 40],[ 2.46987952 38.53012048] ; [ 2.53012048 39.46987952],0
p5,1,0.66841,0.183467,[ 4 37] ; [ 3 39],[ 3.45783133 37.54216867] ; [ 3.54216867 38.45783133],0
v4,1,0.678049,0.17233,[31 10] ; [31  8],[31.775  9.225] ; [30.225  8.775],0
a4,1,0.6787,0.171593,[11 30] ; [13 29],[11.85542169 29.14457831] ; [12.14457831 29.85542169],0
u3,1,0.679665,0.170503,[ 8 15] ; [ 7 10],[ 8.625 14.375] ; [ 6.375 10.625],0
d1,1,0.689742,0.159365,[12 29] ; [14 28],[12.84337349 28.15662651] ; [13.15662651 28.84337349],0
p4,1,0.738755,0.111224,[19 22] ; [21 21],[19.75903614 21.24096386] ; [20.24096386 21.75903614],0
n3,1,0.825887,0.048391,[11  7] ; [11  6],[11.31428571  6.68571429] ; [10.68571429  6.31428571],0
b5,1,0.927143,0.008361,[24 17] ; [25 17],[24.20481928 16.79518072] ; [24.79518072 17.20481928],0
r1,1,0.944184,0.004902,[12 29] ; [12 30],[11.85542169 29.14457831] ; [12.14457831 29.85542169],0
s1,1,0.986238,0.000298,[ 1 40] ; [ 1 41],[ 0.98795181 40.01204819] ; [ 1.01204819 40.98795181],0
p6,1,1.0,0.0,[12 29] ; [12 29],[12. 29.] ; [12. 29.],0
