Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.919444,[135 216] ; [51 24],[153.25352113 197.74647887] ; [32.74647887 42.25352113],1
s2,1,6.5e-05,15.946151,[ 77 276] ; [33 42],[ 90.72429907 262.27570093] ; [19.27570093 55.72429907],1
p11,1,0.000279,13.206893,[251 104] ; [69  7],[263.57308585  91.42691415] ; [56.42691415 19.57308585],1
s3,1,0.000295,13.102166,[109 239] ; [40 35],[122.58156028 225.41843972] ; [26.41843972 48.58156028],1
p6,1,0.000419,12.44596,[ 70 273] ; [30 46],[ 81.86157518 261.13842482] ; [18.13842482 57.86157518],1
r4,1,0.000757,11.343938,[277  78] ; [72  4],[287.45939675  67.54060325] ; [61.54060325 14.45939675],1
p3,1,0.000888,11.047257,[118 233] ; [41 35],[130.70023419 220.29976581] ; [28.29976581 47.70023419],1
d2,1,0.000897,11.029935,[135 216] ; [45 31],[147.96252927 203.03747073] ; [32.03747073 43.96252927],1
d1,1,0.001285,10.364498,[166 189] ; [51 25],[178.73549884 176.26450116] ; [38.26450116 37.73549884],0
p2,1,0.006169,7.500134,[256  93] ; [67  9],[265.24  83.76] ; [57.76 18.24],0
r1,1,0.006993,7.274863,[241 111] ; [63 12],[250.60421546 101.39578454] ; [53.39578454 21.60421546],0
p8,1,0.010892,6.482811,[148 200] ; [44 31],[157.95744681 190.04255319] ; [34.04255319 40.95744681],0
p10,1,0.012611,6.222891,[232 114] ; [62 14],[241.0521327 104.9478673] ; [52.9478673 23.0521327],0
a5,1,0.013981,6.040581,[218 137] ; [58 18],[227.33178654 127.66821346] ; [48.66821346 27.33178654],0
p4,1,0.023036,5.165821,[152 197] ; [44 32],[160.95058824 188.04941176] ; [35.04941176 40.95058824],0
p9,1,0.028084,4.822918,[250  97] ; [64 12],[257.58392435  89.41607565] ; [56.41607565 19.58392435],0
r3,1,0.039593,4.235247,[310  42] ; [73  3],[314.99065421  37.00934579] ; [68.00934579  7.99065421],0
d5,1,0.044505,4.03729,[260  95] ; [64 12],[266.86774942  88.13225058] ; [57.13225058 18.86774942],0
v3,1,0.048534,3.8914,[ 99 243] ; [29 42],[105.99515738 236.00484262] ; [22.00484262 48.99515738],0
s5,1,0.05893,3.567236,[ 63 286] ; [20 52],[ 68.80522565 280.19477435] ; [14.19477435 57.80522565],0
p7,1,0.065428,3.394141,[178 166] ; [47 27],[185.16746411 158.83253589] ; [39.83253589 34.16746411],0
a8,1,0.066524,3.366765,[ 34 294] ; [13 59],[ 38.54 289.46] ; [ 8.46 63.54],0
p12,1,0.07122,3.254673,[ 15 337] ; [ 7 68],[ 18.13583138 333.86416862] ; [ 3.86416862 71.13583138],0
n4,1,0.091788,2.842735,[235 119] ; [58 18],[241.21395349 112.78604651] ; [51.78604651 24.21395349],0
d4,1,0.147978,2.09297,[266  88] ; [63 13],[270.85116279  83.14883721] ; [58.14883721 17.85116279],0
p1,1,0.155407,2.018362,[ 31 321] ; [ 3 73],[ 27.96261682 324.03738318] ; [ 6.03738318 69.96261682],0
v4,1,0.157856,1.994644,[309  43] ; [71  5],[312.52336449  39.47663551] ; [67.47663551  8.52336449],0
n3,1,0.16033,1.971111,[72 27] ; [7 6],[69.83035714 29.16964286] ; [9.16964286 3.83035714],0
u2,1,0.161061,1.964238,[70 75] ; [17 10],[73.34302326 71.65697674] ; [13.65697674 13.34302326],0
p5,1,0.185306,1.754552,[ 23 327] ; [ 2 74],[ 20.5399061 329.4600939] ; [ 4.4600939 71.5399061],0
b3,1,0.197719,1.659142,[ 61 128] ; [21 29],[ 64.84518828 124.15481172] ; [17.15481172 32.84518828],0
b2,1,0.197719,1.659142,[ 61 128] ; [21 29],[ 64.84518828 124.15481172] ; [17.15481172 32.84518828],0
v1,1,0.20171,1.629948,[155 193] ; [38 34],[159.91428571 188.08571429] ; [33.08571429 38.91428571],0
u3,1,0.238021,1.392276,[68 77] ; [16 11],[70.81395349 74.18604651] ; [13.18604651 13.81395349],0
b4,1,0.260055,1.268463,[204 151] ; [49 27],[208.387471 146.612529] ; [44.612529 31.387471],0
a3,1,0.360814,0.83506,[207 145] ; [49 27],[210.54205607 141.45794393] ; [45.45794393 30.54205607],0
b5,1,0.4075,0.686082,[219 136] ; [43 33],[215.80046404 139.19953596] ; [46.19953596 29.80046404],0
a4,1,0.426009,0.633679,[131 221] ; [32 44],[134.05607477 217.94392523] ; [28.94392523 47.05607477],0
v2,1,0.429911,0.623063,[163 174] ; [38 33],[166.02205882 170.97794118] ; [34.97794118 36.02205882],0
r2,1,0.456804,0.553715,[311  38] ; [69  6],[312.78301887  36.21698113] ; [67.21698113  7.78301887],0
u4,1,0.473973,0.512699,[  2 353] ; [ 1 75],[  2.47099768 352.52900232] ; [ 0.52900232 75.47099768],0
n6,1,0.494135,0.467511,[260  92] ; [59 17],[262.35514019  89.64485981] ; [56.64485981 19.35514019],0
d3,1,0.513946,0.426024,[214 140] ; [49 27],[216.51627907 137.48372093] ; [46.48372093 29.51627907],0
n1,1,0.567108,0.327546,[30 68] ; [5 8],[30.9009009 67.0990991] ; [4.0990991 8.9009009],0
b1,1,0.569072,0.324238,[137 218] ; [32 44],[139.19953596 215.80046404] ; [29.80046404 46.19953596],0
n5,1,0.637283,0.222313,[230 121] ; [47 28],[228.23239437 122.76760563] ; [48.76760563 26.23239437],0
a1,1,0.67981,0.17034,[ 18 337] ; [ 3 73],[ 17.29698376 337.70301624] ; [ 3.70301624 72.29698376],0
a7,1,0.755552,0.096924,[243 110] ; [53 22],[244.13084112 108.86915888] ; [51.86915888 23.13084112],0
a6,1,0.796175,0.066719,[239 116] ; [50 26],[238.03944316 116.96055684] ; [50.96055684 25.03944316],0
n2,1,0.835492,0.043124,[68 31] ; [10  4],[68.33628319 30.66371681] ; [9.66371681 4.33628319],0
s1,1,0.855952,0.032953,[ 11 339] ; [ 2 71],[ 10.75650118 339.24349882] ; [ 2.24349882 70.75650118],0
a2,1,0.917975,0.010606,[ 59 296] ; [13 63],[ 59.30394432 295.69605568] ; [12.69605568 63.30394432],0
u1,1,0.919763,0.010147,[ 36 319] ; [ 8 68],[ 36.2412993 318.7587007] ; [ 7.7587007 68.2412993],0
