Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.802788,[156  12] ; [31 30],[137.18777293  30.81222707] ; [49.81222707 11.18777293],1
v2,1,3e-06,22.160589,[103  56] ; [18 43],[87.45 71.55] ; [33.55 27.45],1
v4,1,6e-06,20.438924,[163   4] ; [49 12],[155.28070175  11.71929825] ; [56.71929825  4.28070175],1
d3,1,1.9e-05,18.304869,[123  45] ; [25 34],[109.53303965  58.46696035] ; [38.46696035 20.53303965],1
v3,1,7.3e-05,15.73762,[72 87] ; [10 51],[59.26363636 99.73636364] ; [22.73636364 38.26363636],1
d4,1,0.000105,15.046989,[144  24] ; [38 23],[133.51965066  34.48034934] ; [48.48034934 12.51965066],1
d1,1,0.000223,13.630705,[104  64] ; [21 40],[91.70305677 76.29694323] ; [33.29694323 27.70305677],1
a5,1,0.000339,12.841221,[127  41] ; [31 30],[115.91266376  52.08733624] ; [42.08733624 18.91266376],1
p7,1,0.001792,9.75115,[107  58] ; [25 35],[96.8 68.2] ; [35.2 24.8],0
r3,1,0.002288,9.302431,[159   9] ; [49 11],[153.26315789  14.73684211] ; [54.73684211  5.26315789],0
a6,1,0.002677,9.015327,[121  47] ; [31 30],[111.51091703  56.48908297] ; [40.48908297 20.51091703],0
p1,1,0.005108,7.840703,[ 10 158] ; [11 50],[ 15.40611354 152.59388646] ; [ 5.59388646 55.40611354],0
p2,1,0.006836,7.315618,[142  26] ; [41 19],[134.84210526  33.15789474] ; [48.15789474 11.84210526],0
r2,1,0.007141,7.237044,[157   9] ; [50 10],[152.04424779  13.95575221] ; [54.95575221  5.04424779],0
p8,1,0.011448,6.394409,[94 72] ; [23 38],[85.55947137 80.44052863] ; [31.44052863 29.55947137],0
v1,1,0.011598,6.371248,[88 78] ; [20 39],[79.68 86.32] ; [28.32 30.68],0
n4,1,0.011802,6.3403,[130  38] ; [37 24],[122.51528384  45.48471616] ; [44.48471616 16.51528384],0
a7,1,0.012564,6.229462,[129  39] ; [36 24],[121.57894737  46.42105263] ; [43.42105263 16.57894737],0
d5,1,0.023585,5.124875,[136  32] ; [40 20],[129.68421053  38.31578947] ; [46.31578947 13.68421053],0
d2,1,0.047115,3.941279,[78 90] ; [19 41],[71.47368421 96.52631579] ; [25.52631579 34.47368421],0
p11,1,0.050003,3.841367,[145  23] ; [46 15],[140.12227074  27.87772926] ; [50.87772926 10.12227074],0
s4,1,0.051836,3.781047,[ 11 157] ; [ 9 52],[ 14.67248908 153.32751092] ; [ 5.32751092 55.67248908],0
p4,1,0.064516,3.417301,[91 75] ; [25 36],[84.82819383 81.17180617] ; [31.17180617 29.82819383],0
a3,1,0.064836,3.409156,[120  47] ; [36 25],[114.26315789  52.73684211] ; [41.73684211 19.26315789],0
a2,1,0.066845,3.358837,[ 34 134] ; [ 6 55],[ 29.34497817 138.65502183] ; [10.65502183 50.34497817],0
p3,1,0.09482,2.79058,[81 86] ; [22 39],[75.44298246 91.55701754] ; [27.55701754 33.44298246],0
b3,1,0.106945,2.598788,[40 60] ; [18 14],[43.93939394 56.06060606] ; [14.06060606 17.93939394],0
b2,1,0.106945,2.598788,[40 60] ; [18 14],[43.93939394 56.06060606] ; [14.06060606 17.93939394],0
n6,1,0.108973,2.569047,[139  28] ; [45 16],[134.77192982  32.22807018] ; [49.22807018 11.77192982],0
n3,1,0.1311,2.279428,[22 10] ; [15  2],[24.16326531  7.83673469] ; [12.83673469  4.16326531],0
b5,1,0.16219,1.95369,[90 78] ; [39 22],[94.63755459 73.36244541] ; [34.36244541 26.63755459],0
b1,1,0.188035,1.732947,[ 61 107] ; [28 33],[ 65.29257642 102.70742358] ; [23.70742358 37.29257642],0
s1,1,0.192396,1.699177,[  3 164] ; [ 3 58],[  4.39473684 162.60526316] ; [ 1.60526316 59.39473684],0
a4,1,0.19523,1.6777,[71 97] ; [20 41],[ 66.75982533 101.24017467] ; [24.24017467 36.75982533],0
s8,1,0.197715,1.659176,[ 41 127] ; [10 51],[ 37.41484716 130.58515284] ; [13.58515284 47.41484716],0
n2,1,0.21728,1.522243,[21 11] ; [14  3],[22.85714286  9.14285714] ; [12.14285714  4.85714286],0
u1,1,0.309573,1.032497,[ 22 146] ; [ 5 56],[ 19.80786026 148.19213974] ; [ 7.19213974 53.80786026],0
u2,1,0.320138,0.988382,[27 21] ; [11 14],[24.98630137 23.01369863] ; [13.01369863 11.98630137],0
n5,1,0.328704,0.953996,[125  41] ; [42 19],[122.12334802  43.87665198] ; [44.87665198 16.12334802],0
s2,1,0.397796,0.71498,[ 35 132] ; [16 45],[ 37.35526316 129.64473684] ; [13.64473684 47.35526316],0
n1,1,0.527089,0.4,[11 21] ; [7 9],[12. 20.] ; [ 6. 10.],0
s5,1,0.535738,0.383496,[ 25 140] ; [ 7 52],[ 23.57142857 141.42857143] ; [ 8.42857143 50.57142857],0
s7,1,0.558207,0.342817,[ 45 115] ; [14 44],[ 43.30275229 116.69724771] ; [15.69724771 42.30275229],0
s3,1,0.578698,0.308345,[ 48 119] ; [15 45],[ 46.34801762 120.65198238] ; [16.65198238 43.34801762],0
p6,1,0.769361,0.085973,[ 45 122] ; [15 45],[ 44.14096916 122.85903084] ; [15.85903084 44.14096916],0
p5,1,0.80601,0.060308,[ 12 154] ; [ 5 56],[ 12.43171806 153.56828194] ; [ 4.56828194 56.43171806],0
a8,1,0.850134,0.035701,[ 17 134] ; [ 6 52],[ 16.61722488 134.38277512] ; [ 6.38277512 51.61722488],0
u3,1,0.860211,0.031013,[26 22] ; [13 12],[25.64383562 22.35616438] ; [13.35616438 11.64383562],0
