Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.5e-05,17.111926,[15 32] ; [52 22],[26.02479339 20.97520661] ; [40.97520661 33.02479339],1
d5,1,0.000263,13.314991,[25 22] ; [62 12],[33.79338843 13.20661157] ; [53.20661157 20.79338843],1
r4,1,0.00046,12.269998,[25 22] ; [62 13],[33.51639344 13.48360656] ; [53.48360656 21.51639344],1
r1,1,0.000792,11.259282,[23 24] ; [58 16],[31.46280992 15.53719008] ; [49.53719008 24.46280992],1
d4,1,0.001251,10.41349,[23 23] ; [58 16],[31.05 14.95] ; [49.95 24.05],0
a3,1,0.002135,9.429789,[21 26] ; [53 20],[28.98333333 18.01666667] ; [45.01666667 27.98333333],0
a6,1,0.002468,9.16392,[20 27] ; [52 22],[27.96694215 19.03305785] ; [44.03305785 29.96694215],0
a5,1,0.002549,9.105298,[21 26] ; [54 21],[28.89344262 18.10655738] ; [46.10655738 28.89344262],0
u1,1,0.002688,9.008193,[ 2 45] ; [19 56],[ 8.09016393 38.90983607] ; [12.90983607 62.09016393],0
a2,1,0.004612,8.025491,[ 5 42] ; [25 50],[11.55737705 35.44262295] ; [18.44262295 56.55737705],0
r2,1,0.008418,6.942304,[36 11] ; [69  5],[40.78512397  6.21487603] ; [64.21487603  9.78512397],0
p4,1,0.025729,4.974164,[13 34] ; [36 39],[18.87704918 28.12295082] ; [30.12295082 44.87704918],0
v2,1,0.028557,4.794098,[10 35] ; [31 43],[15.50420168 29.49579832] ; [25.49579832 48.50420168],0
d1,1,0.046495,3.963583,[17 30] ; [41 34],[22.3442623 24.6557377] ; [35.6557377 39.3442623],0
r3,1,0.054945,3.68375,[31 16] ; [61 14],[35.44262295 11.55737705] ; [56.55737705 18.44262295],0
n1,1,0.065282,3.397848,[ 8 15] ; [17 11],[11.2745098 11.7254902] ; [13.7254902 14.2745098],0
a4,1,0.068224,3.325234,[17 29] ; [40 34],[21.85 24.15] ; [35.15 38.85],0
b3,1,0.068239,3.324877,[ 7 24] ; [22 30],[10.8313253 20.1686747] ; [18.1686747 33.8313253],0
