Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.5e-05,17.111926,[15 32] ; [52 22],[26.02479339 20.97520661] ; [40.97520661 33.02479339],1
b2,1,0.068239,3.324877,[ 7 24] ; [22 30],[10.8313253 20.1686747] ; [18.1686747 33.8313253],0
p8,1,0.085042,2.965811,[10 37] ; [26 46],[14.21848739 32.78151261] ; [21.78151261 50.21848739],0
s6,1,0.094251,2.800219,[21 26] ; [44 29],[25.45833333 21.54166667] ; [39.54166667 33.45833333],0
p2,1,0.100663,2.695015,[23 24] ; [48 27],[27.35245902 19.64754098] ; [43.64754098 31.35245902],0
p3,1,0.114536,2.490484,[10 37] ; [26 49],[13.86885246 33.13114754] ; [22.13114754 52.86885246],0
b5,1,0.116706,2.460976,[26 21] ; [52 23],[30.04918033 16.95081967] ; [47.95081967 27.04918033],0
v1,1,0.118623,2.435412,[12 34] ; [30 45],[15.96694215 30.03305785] ; [26.03305785 48.96694215],0
v4,1,0.135791,2.225014,[35 11] ; [65 10],[38.01652893  7.98347107] ; [61.98347107 13.01652893],0
p5,1,0.151801,2.054058,[ 6 41] ; [ 4 70],[ 3.88429752 43.11570248] ; [ 6.11570248 67.88429752],0
n3,1,0.151926,2.05281,[10 12] ; [19 10],[12.50980392  9.49019608] ; [16.49019608 12.50980392],0
b1,1,0.192827,1.695887,[27 20] ; [34 41],[23.5 23.5] ; [37.5 37.5],0
p7,1,0.203874,1.614399,[17 30] ; [35 38],[20.36666667 26.63333333] ; [31.63333333 41.36666667],0
d2,1,0.212971,1.551116,[22 24] ; [44 30],[25.3 20.7] ; [40.7 33.3],0
u3,1,0.265139,1.241723,[10 16] ; [12 10],[11.91666667 14.08333333] ; [10.08333333 11.91666667],0
n2,1,0.285013,1.14303,[12 11] ; [20 10],[13.88679245  9.11320755] ; [18.11320755 11.88679245],0
n4,1,0.308888,1.035425,[36 11] ; [63 12],[38.13934426  8.86065574] ; [60.86065574 14.13934426],0
p6,1,0.335857,0.926183,[10 36] ; [22 52],[12.26666667 33.73333333] ; [19.73333333 54.26666667],0
s8,1,0.336315,0.924427,[11 36] ; [23 50],[13.31666667 33.68333333] ; [20.68333333 52.31666667],0
s5,1,0.382682,0.762068,[11 36] ; [12 59],[ 9.16101695 37.83898305] ; [13.83898305 57.16101695],0
u4,1,0.384758,0.755443,[ 1 46] ; [ 4 71],[ 1.92622951 45.07377049] ; [ 3.07377049 71.92622951],0
b4,1,0.420451,0.649055,[26 21] ; [47 28],[28.12295082 18.87704918] ; [44.87704918 30.12295082],0
a8,1,0.421001,0.647518,[ 5 39] ; [11 54],[ 6.4587156 37.5412844] ; [ 9.5412844 55.4587156],0
s2,1,0.433508,0.613406,[15 31] ; [29 44],[17.00840336 28.99159664] ; [26.99159664 46.00840336],0
p11,1,0.446635,0.579177,[24 23] ; [33 42],[21.95901639 25.04098361] ; [35.04098361 39.95901639],0
p9,1,0.510293,0.433466,[16 30] ; [29 42],[17.69230769 28.30769231] ; [27.30769231 43.69230769],0
v3,1,0.584758,0.298605,[12 35] ; [22 51],[13.31666667 33.68333333] ; [20.68333333 52.31666667],0
s3,1,0.625177,0.238658,[22 25] ; [37 35],[23.30252101 23.69747899] ; [35.69747899 36.30252101],0
s4,1,0.65204,0.203338,[ 7 40] ; [13 59],[ 7.89915966 39.10084034] ; [12.10084034 59.89915966],0
a1,1,0.697159,0.151445,[ 4 43] ; [ 8 67],[ 4.62295082 42.37704918] ; [ 7.37704918 67.62295082],0
p1,1,0.72447,0.12425,[ 3 44] ; [ 6 68],[ 3.49586777 43.50413223] ; [ 5.50413223 68.49586777],0
s1,1,0.735916,0.113748,[ 4 43] ; [ 5 68],[ 3.525 43.475] ; [ 5.475 67.525],0
n6,1,0.80943,0.058159,[34 13] ; [55 19],[34.57024793 12.42975207] ; [54.42975207 19.57024793],0
u2,1,0.844583,0.038429,[10 15] ; [ 9 12],[10.32608696 14.67391304] ; [ 8.67391304 12.32608696],0
s7,1,0.902143,0.015118,[16 28] ; [27 45],[16.31034483 27.68965517] ; [26.68965517 45.31034483],0
