Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.669249,[80 19] ; [ 5 34],[60.97826087 38.02173913] ; [24.02173913 14.97826087],1
v4,1,0.0,31.897729,[90  8] ; [19 20],[77.97080292 20.02919708] ; [31.02919708  7.97080292],1
p2,1,2.5e-05,17.765803,[58 41] ; [ 7 31],[46.97080292 52.02919708] ; [18.02919708 19.97080292],1
v2,1,7.3e-05,15.724329,[44 49] ; [ 4 34],[34.07633588 58.92366412] ; [13.92366412 24.07633588],1
b5,1,0.000173,14.099689,[72 27] ; [15 24],[62.41304348 36.58695652] ; [24.58695652 14.41304348],1
s2,1,0.000213,13.713184,[43 56] ; [ 4 35],[33.7173913 65.2826087] ; [13.2826087 25.7173913],1
s6,1,0.000222,13.637117,[51 46] ; [ 7 32],[41.36764706 55.63235294] ; [16.63235294 22.36764706],1
r2,1,0.000226,13.604186,[91  7] ; [26 12],[84.30882353 13.69117647] ; [32.69117647  5.30882353],1
d4,1,0.000303,13.04996,[81 16] ; [21 18],[72.75 24.25] ; [29.25  9.75],1
r1,1,0.00035,12.781873,[72 26] ; [16 23],[62.94890511 35.05109489] ; [25.05109489 13.94890511],1
a7,1,0.000357,12.745308,[74 24] ; [17 22],[65.09489051 32.90510949] ; [25.90510949 13.09489051],1
p7,1,0.000466,12.245749,[44 53] ; [ 5 33],[35.20740741 61.79259259] ; [13.79259259 24.20740741],1
a1,1,0.000567,11.882302,[ 4 95] ; [ 9 30],[ 9.32608696 89.67391304] ; [ 3.67391304 35.32608696],1
n6,1,0.000785,11.277169,[63 34] ; [13 26],[54.20588235 42.79411765] ; [21.79411765 17.20588235],1
s7,1,0.00409,8.243325,[35 58] ; [ 4 31],[28.3359375 64.6640625] ; [10.6640625 24.3359375],0
d3,1,0.004878,7.924193,[60 36] ; [14 25],[52.62222222 43.37777778] ; [21.37777778 17.62222222],0
s8,1,0.00626,7.473801,[29 69] ; [ 3 36],[22.89051095 75.10948905] ; [ 9.10948905 29.89051095],0
a6,1,0.006561,7.38941,[65 33] ; [16 23],[57.94160584 40.05839416] ; [23.05839416 15.94160584],0
p1,1,0.00813,7.004608,[ 3 96] ; [ 6 33],[ 6.45652174 92.54347826] ; [ 2.54347826 36.45652174],0
d5,1,0.009913,6.65042,[76 21] ; [22 17],[69.89705882 27.10294118] ; [28.10294118 10.89705882],0
p9,1,0.01016,6.606582,[55 39] ; [12 24],[48.44615385 45.55384615] ; [18.55384615 17.44615385],0
s3,1,0.011046,6.45783,[48 51] ; [ 9 28],[41.49264706 57.50735294] ; [15.50735294 21.49264706],0
p10,1,0.011404,6.401223,[51 45] ; [11 27],[44.41791045 51.58208955] ; [17.58208955 20.41791045],0
s5,1,0.01288,6.185545,[25 67] ; [ 3 36],[19.66412214 72.33587786] ; [ 8.33587786 30.66412214],0
p6,1,0.017292,5.666492,[22 75] ; [ 2 36],[17.24444444 79.75555556] ; [ 6.75555556 31.24444444],0
p8,1,0.019604,5.446777,[25 73] ; [ 3 36],[20.02919708 77.97080292] ; [ 7.97080292 31.02919708],0
a2,1,0.020908,5.334429,[25 74] ; [ 3 36],[20.08695652 78.91304348] ; [ 7.91304348 31.08695652],0
b1,1,0.024771,5.039807,[45 54] ; [26 13],[50.93478261 48.06521739] ; [20.06521739 18.93478261],0
a5,1,0.031699,4.614697,[63 36] ; [17 22],[57.39130435 41.60869565] ; [22.60869565 16.39130435],0
n5,1,0.034711,4.459321,[51 47] ; [28 11],[56.51094891 41.48905109] ; [22.48905109 16.51094891],0
u2,1,0.09213,2.836754,[15 16] ; [ 4 13],[12.27083333 18.72916667] ; [ 6.72916667 10.27083333],0
d1,1,0.097932,2.73891,[51 48] ; [14 25],[46.63043478 52.36956522] ; [18.36956522 20.63043478],0
v1,1,0.118804,2.43302,[39 59] ; [10 29],[35.05109489 62.94890511] ; [13.94890511 25.05109489],0
n3,1,0.124363,2.361491,[27 13] ; [11 12],[24.12698413 15.87301587] ; [13.87301587  9.12698413],0
n2,1,0.124894,2.354843,[29 13] ; [12 12],[26.09090909 15.90909091] ; [14.90909091  9.09090909],0
n4,1,0.191371,1.707033,[56 42] ; [27 12],[59.37226277 38.62773723] ; [23.62773723 15.37226277],0
a8,1,0.207157,1.591186,[12 80] ; [ 2 35],[ 9.98449612 82.01550388] ; [ 4.01550388 32.98449612],0
d2,1,0.226427,1.463169,[50 48] ; [15 23],[46.83823529 51.16176471] ; [18.16176471 19.83823529],0
b3,1,0.255152,1.29487,[15 29] ; [12 13],[17.2173913 26.7826087] ; [ 9.7826087 15.2173913],0
b2,1,0.255152,1.29487,[15 29] ; [12 13],[17.2173913 26.7826087] ; [ 9.7826087 15.2173913],0
