Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,84.522877,[ 50 201] ; [208 156],[105.29756098 145.70243902] ; [152.70243902 211.29756098],1
v1,1,0.0,38.257123,[104 145] ; [245 121],[141.30243902 107.69756098] ; [207.69756098 158.30243902],1
r3,1,0.000372,12.669496,[235  21] ; [365   8],[244.19713831  11.80286169] ; [355.80286169  17.19713831],1
r1,1,0.001434,10.161347,[201  53] ; [330  43],[215.11004785  38.88995215] ; [315.88995215  57.11004785],0
p3,1,0.00156,10.006714,[116 138] ; [216 153],[135.35794543 118.64205457] ; [196.64205457 172.35794543],0
p9,1,0.001933,9.611703,[203  49] ; [329  39],[216.23225806  35.76774194] ; [315.76774194  52.23225806],0
p10,1,0.002244,9.338697,[194  58] ; [319  50],[208.17391304  43.82608696] ; [304.82608696  64.17391304],0
d1,1,0.007094,7.248898,[158  98] ; [269 105],[173.51111111  82.48888889] ; [253.48888889 120.51111111],0
p7,1,0.007446,7.162191,[146 105] ; [250 114],[161.6195122  89.3804878] ; [234.3804878 129.6195122],0
s4,1,0.010452,6.556125,[ 53 199] ; [ 49 320],[ 41.39130435 210.60869565] ; [ 60.60869565 308.39130435],0
d4,1,0.011368,6.406888,[208  46] ; [332  41],[218.75598086  35.24401914] ; [321.24401914  51.75598086],0
a7,1,0.015741,5.831528,[175  81] ; [288  86],[188.13968254  67.86031746] ; [274.86031746  99.13968254],0
s7,1,0.016244,5.776233,[115 128] ; [204 152],[129.41068447 113.58931553] ; [189.58931553 166.41068447],0
r4,1,0.037084,4.346563,[233  23] ; [356  18],[239.33968254  16.66031746] ; [349.66031746  24.33968254],0
p8,1,0.039619,4.234111,[128 127] ; [212 150],[140.51863857 114.48136143] ; [199.48136143 162.51863857],0
p12,1,0.040646,4.190731,[ 16 238] ; [ 41 328],[ 23.23916533 230.76083467] ; [ 33.76083467 335.23916533],0
u1,1,0.047109,3.941476,[ 49 207] ; [ 97 277],[ 59.32698413 196.67301587] ; [ 86.67301587 287.32698413],0
d3,1,0.050489,3.825134,[174  81] ; [281  92],[184.75318471  70.24681529] ; [270.24681529 102.75318471],0
s2,1,0.062864,3.460163,[121 132] ; [205 165],[132.38844302 120.61155698] ; [193.61155698 176.38844302],0
p4,1,0.070567,3.269781,[150 105] ; [242 125],[160.7073955  94.2926045] ; [231.2926045 135.7073955],0
s1,1,0.074275,3.185927,[ 12 240] ; [  8 359],[  8.14216478 243.85783522] ; [ 11.85783522 355.14216478],0
a8,1,0.075948,3.149541,[ 25 215] ; [ 51 277],[ 32.11267606 207.88732394] ; [ 43.88732394 284.11267606],0
d5,1,0.080192,3.060999,[210  44] ; [327  46],[217.54066986  36.45933014] ; [319.45933014  53.54066986],0
s8,1,0.086263,2.942767,[112 142] ; [188 180],[122.50803859 131.49196141] ; [177.49196141 190.50803859],0
b1,1,0.089552,2.882408,[111 145] ; [137 237],[100.77460317 155.22539683] ; [147.22539683 226.77460317],0
a6,1,0.1372,2.209082,[179  76] ; [281  91],[187.08133971  67.91866029] ; [272.91866029  99.08133971],0
a3,1,0.147259,2.100414,[198  58] ; [306  67],[205.12559618  50.87440382] ; [298.87440382  74.12559618],0
p11,1,0.150399,2.0682,[196  60] ; [304  70],[203.17460317  52.82539683] ; [296.82539683  77.17460317],0
s5,1,0.16712,1.908593,[ 84 164] ; [141 217],[ 92.07920792 155.92079208] ; [132.92079208 225.07920792],0
n1,1,0.173579,1.851754,[31 41] ; [21 45],[27.13043478 44.86956522] ; [24.86956522 41.13043478],0
n2,1,0.196413,1.668848,[53 21] ; [55 13],[56.28169014 17.71830986] ; [51.71830986 16.28169014],0
a4,1,0.230894,1.435346,[145 110] ; [194 179],[137.65127389 117.34872611] ; [201.34872611 171.65127389],0
a1,1,0.295069,1.096348,[ 12 244] ; [ 25 349],[ 15.03492063 240.96507937] ; [ 21.96507937 352.03492063],0
p2,1,0.351112,0.869436,[210  45] ; [315  55],[214.2  40.8] ; [310.8  59.2],0
n3,1,0.372932,0.793872,[48 22] ; [52 17],[50.35971223 19.64028777] ; [49.64028777 19.35971223],0
d2,1,0.399915,0.708582,[143 111] ; [222 150],[148.09904153 105.90095847] ; [216.90095847 155.09904153],0
r2,1,0.407058,0.687376,[244   9] ; [362   9],[245.70192308   7.29807692] ; [360.29807692  10.70192308],0
b5,1,0.411308,0.675018,[147 109] ; [227 147],[151.97460317 104.02539683] ; [222.02539683 151.97460317],0
n6,1,0.421316,0.646641,[217  39] ; [322  48],[220.42172524  35.57827476] ; [318.57827476  51.42172524],0
n5,1,0.429891,0.623118,[193  62] ; [290  80],[197.064  57.936] ; [285.936  84.064],0
a2,1,0.436086,0.606561,[ 76 180] ; [122 252],[ 80.45714286 175.54285714] ; [117.54285714 256.45714286],0
u3,1,0.451037,0.568045,[34 23] ; [45 23],[36.024 20.976] ; [42.976 25.024],0
p6,1,0.455207,0.557655,[ 93 163] ; [143 221],[ 97.44516129 158.55483871] ; [138.55483871 225.44516129],0
b4,1,0.501308,0.452166,[143 113] ; [219 155],[147.0984127 108.9015873] ; [214.9015873 159.0984127],0
