Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.979352,[45 66] ; [28  5],[56.27083333 54.72916667] ; [16.72916667 16.27083333],1
u2,1,0.429195,0.625,[21 21] ; [11  7],[22.4 19.6] ; [9.6 8.4],0
s1,1,0.432308,0.616614,[  8 105] ; [ 1 30],[  7.0625 105.9375] ; [ 1.9375 29.0625],0
r4,1,0.440644,0.594605,[89 24] ; [28  5],[90.55479452 22.44520548] ; [26.44520548  6.55479452],0
d4,1,0.462919,0.538827,[82 30] ; [22 11],[80.33103448 31.66896552] ; [23.66896552  9.33103448],0
r2,1,0.470295,0.521282,[103   9] ; [29  4],[101.95862069  10.04137931] ; [30.04137931  2.95862069],0
v1,1,0.478765,0.501675,[37 76] ; [13 20],[38.69863014 74.30136986] ; [11.30136986 21.69863014],0
a1,1,0.482235,0.493805,[  7 106] ; [ 1 32],[  6.19178082 106.80821918] ; [ 1.80821918 31.19178082],0
n6,1,0.513967,0.425982,[79 34] ; [25  8],[80.49315068 32.50684932] ; [23.50684932  9.49315068],0
s5,1,0.560076,0.339572,[21 92] ; [ 7 23],[22.12587413 90.87412587] ; [ 5.87412587 24.12587413],0
s4,1,0.561686,0.336793,[17 96] ; [ 6 25],[18.04861111 94.95138889] ; [ 4.95138889 26.04861111],0
a7,1,0.563361,0.333919,[74 38] ; [20 13],[72.60689655 39.39310345] ; [21.39310345 11.60689655],0
r3,1,0.685141,0.164396,[99 13] ; [30  3],[99.64137931 12.35862069] ; [29.35862069  3.64137931],0
v2,1,0.711055,0.137225,[46 64] ; [15 18],[46.92307692 63.07692308] ; [14.07692308 18.92307692],0
p10,1,0.763639,0.090424,[31 81] ; [ 8 24],[30.33333333 81.66666667] ; [ 8.66666667 23.33333333],0
n5,1,0.852653,0.034497,[63 50] ; [19 14],[63.46575342 49.53424658] ; [18.53424658 14.46575342],0
b5,1,0.852653,0.034497,[63 50] ; [19 14],[63.46575342 49.53424658] ; [18.53424658 14.46575342],0
u1,1,0.886373,0.020419,[16 97] ; [ 5 28],[16.25342466 96.74657534] ; [ 4.74657534 28.25342466],0
n4,1,0.899998,0.015792,[74 39] ; [22 11],[74.30136986 38.69863014] ; [21.69863014 11.30136986],0
