Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.00024,13.491661,[ 3 40] ; [5 4],[ 6.61538462 36.38461538] ; [1.38461538 7.61538462],1
r4,1,0.007674,7.10801,[13 30] ; [7 2],[16.53846154 26.46153846] ; [3.46153846 5.53846154],0
p6,1,0.012562,6.229701,[ 7 35] ; [5 4],[ 9.88235294 32.11764706] ; [2.11764706 6.88235294],0
s7,1,0.015588,5.848757,[ 8 31] ; [5 3],[10.78723404 28.21276596] ; [2.21276596 5.78723404],0
p3,1,0.019409,5.464286,[11 31] ; [6 3],[14. 28.] ; [3. 6.],0
p4,1,0.020394,5.377876,[20 23] ; [8 1],[23.15384615 19.84615385] ; [4.84615385 4.15384615],0
v1,1,0.026243,4.93996,[12 31] ; [6 3],[14.88461538 28.11538462] ; [3.11538462 5.88461538],0
b1,1,0.049862,3.846079,[25 18] ; [2 7],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
u3,1,0.064943,3.406417,[ 6 16] ; [3 1],[ 7.61538462 14.38461538] ; [1.38461538 2.61538462],0
s6,1,0.066832,3.359173,[19 24] ; [7 2],[21.5 21.5] ; [4.5 4.5],0
p12,1,0.072036,3.236003,[ 2 41] ; [2 7],[ 3.30769231 39.69230769] ; [0.69230769 8.30769231],0
b3,1,0.084382,2.978422,[ 6 21] ; [3 2],[ 7.59375 19.40625] ; [1.40625 3.59375],0
b2,1,0.084382,2.978422,[ 6 21] ; [3 2],[ 7.59375 19.40625] ; [1.40625 3.59375],0
p7,1,0.087788,2.914468,[20 23] ; [7 2],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
n3,1,0.132791,2.25957,[13  4] ; [1 2],[11.9  5.1] ; [2.1 0.9],0
p10,1,0.148869,2.083801,[27 15] ; [8 1],[28.82352941 13.17647059] ; [6.17647059 2.82352941],0
p8,1,0.174629,1.842746,[18 25] ; [6 3],[19.84615385 23.15384615] ; [4.15384615 4.84615385],0
p2,1,0.196547,1.667845,[29 14] ; [8 1],[30.59615385 12.40384615] ; [6.40384615 2.59615385],0
n2,1,0.212296,1.555699,[12  5] ; [1 2],[11.05  5.95] ; [1.95 1.05],0
n4,1,0.222023,1.491246,[24 19] ; [7 2],[25.63461538 17.36538462] ; [5.36538462 3.63461538],0
p9,1,0.226118,1.465113,[29 13] ; [8 1],[30.47058824 11.52941176] ; [6.52941176 2.47058824],0
d5,1,0.270806,1.212661,[25 18] ; [7 2],[26.46153846 16.53846154] ; [5.53846154 3.46153846],0
a4,1,0.348787,0.877864,[11 32] ; [1 8],[ 9.92307692 33.07692308] ; [2.07692308 6.92307692],0
s2,1,0.351691,0.867347,[12 30] ; [4 5],[13.17647059 28.82352941] ; [2.82352941 6.17647059],0
b4,1,0.396202,0.719823,[22 21] ; [6 3],[23.15384615 19.84615385] ; [4.84615385 4.15384615],0
s8,1,0.408512,0.683126,[13 30] ; [4 5],[14.05769231 28.94230769] ; [2.94230769 6.05769231],0
n6,1,0.435866,0.607143,[27 15] ; [7 2],[28. 14.] ; [6. 3.],0
p1,1,0.449748,0.571288,[ 2 41] ; [1 8],[ 2.48076923 40.51923077] ; [0.51923077 8.48076923],0
v2,1,0.487203,0.482697,[18 24] ; [5 4],[18.94117647 23.05882353] ; [4.05882353 4.94117647],0
v3,1,0.525492,0.403101,[10 33] ; [3 6],[10.75 32.25] ; [2.25 6.75],0
s4,1,0.531834,0.390886,[ 6 37] ; [2 7],[ 6.61538462 36.38461538] ; [1.38461538 7.61538462],0
v4,1,0.541243,0.373241,[29 14] ; [7 2],[29.76923077 13.23076923] ; [6.23076923 2.76923077],0
r1,1,0.588064,0.293379,[15 28] ; [4 5],[15.71153846 27.28846154] ; [3.28846154 5.71153846],0
d1,1,0.629558,0.232661,[13 30] ; [2 7],[12.40384615 30.59615385] ; [2.59615385 6.40384615],0
a8,1,0.639405,0.219521,[ 7 33] ; [1 8],[ 6.53061224 33.46938776] ; [1.46938776 7.53061224],0
a1,1,0.6721,0.179156,[ 3 40] ; [1 8],[ 3.30769231 39.69230769] ; [0.69230769 8.30769231],0
a3,1,0.713947,0.134367,[21 22] ; [5 4],[21.5 21.5] ; [4.5 4.5],0
d3,1,0.713947,0.134367,[22 21] ; [4 5],[21.5 21.5] ; [4.5 4.5],0
n5,1,0.784879,0.074511,[26 17] ; [5 4],[25.63461538 17.36538462] ; [5.36538462 3.63461538],0
a5,1,0.810445,0.057529,[22 21] ; [5 4],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
n1,1,0.891305,0.018674,[ 5 12] ; [1 2],[ 5.1 11.9] ; [0.9 2.1],0
a7,1,0.909933,0.012797,[23 20] ; [5 4],[23.15384615 19.84615385] ; [4.84615385 4.15384615],0
d2,1,0.964041,0.002032,[14 29] ; [3 6],[14.05769231 28.94230769] ; [2.94230769 6.05769231],0
b5,1,0.988676,0.000201,[24 19] ; [5 4],[23.98076923 19.01923077] ; [5.01923077 3.98076923],0
a6,1,0.988676,0.000201,[19 24] ; [4 5],[19.01923077 23.98076923] ; [3.98076923 5.01923077],0
s3,1,1.0,0.0,[14 28] ; [3 6],[14. 28.] ; [3. 6.],0
