Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.482541,[68  6] ; [16 17],[58.09345794 15.90654206] ; [25.90654206  7.09345794],1
r2,1,0.003656,8.447002,[69  5] ; [24  9],[64.31775701  9.68224299] ; [28.68224299  4.31775701],0
p9,1,0.011951,6.318187,[59 14] ; [19 14],[53.71698113 19.28301887] ; [24.28301887  8.71698113],0
p10,1,0.013639,6.084323,[57 16] ; [18 15],[51.6509434 21.3490566] ; [23.3490566  9.6509434],0
a2,1,0.015117,5.902804,[16 58] ; [ 1 32],[11.75700935 62.24299065] ; [ 5.24299065 27.75700935],0
b1,1,0.020892,5.335771,[25 49] ; [19 14],[30.42990654 43.57009346] ; [13.57009346 19.42990654],0
v3,1,0.025058,5.019847,[23 45] ; [ 4 28],[18.36 49.64] ; [ 8.64 23.36],0
a7,1,0.026934,4.89501,[58 16] ; [19 14],[53.25233645 20.74766355] ; [23.74766355  9.25233645],0
d4,1,0.033834,4.50308,[61 13] ; [21 12],[56.71028037 17.28971963] ; [25.28971963  7.71028037],0
v2,1,0.034153,4.487042,[40 28] ; [12 21],[35.00990099 32.99009901] ; [16.99009901 16.00990099],0
d3,1,0.040516,4.196141,[57 17] ; [19 14],[52.56074766 21.43925234] ; [23.43925234  9.56074766],0
n1,1,0.043343,4.081983,[ 4 18] ; [7 7],[ 6.72222222 15.27777778] ; [4.27777778 9.72222222],0
a3,1,0.043625,4.071031,[51 23] ; [16 17],[46.3364486 27.6635514] ; [20.6635514 12.3364486],0
a1,1,0.051284,3.798958,[ 1 73] ; [ 3 30],[ 2.76635514 71.23364486] ; [ 1.23364486 31.76635514],0
d5,1,0.056117,3.648589,[58 16] ; [20 13],[53.94392523 20.05607477] ; [24.05607477  8.94392523],0
a5,1,0.060597,3.520972,[54 20] ; [18 15],[49.79439252 24.20560748] ; [22.20560748 10.79439252],0
v4,1,0.093445,2.813996,[70  4] ; [28  5],[67.77570093  6.22429907] ; [30.22429907  2.77570093],0
s3,1,0.149029,2.082159,[42 31] ; [14 19],[38.56603774 34.43396226] ; [17.43396226 15.56603774],0
