Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,175.869975,[497  61] ; [60 93],[437.13924051 120.86075949] ; [119.86075949  33.13924051],1
p2,1,0.006771,7.332692,[489  68] ; [122  32],[478.65963432  78.34036568] ; [132.34036568  21.65963432],0
p7,1,0.036436,4.376602,[378 168] ; [89 59],[367.4092219 178.5907781] ; [99.5907781 48.4092219],0
p5,1,0.038272,4.292886,[ 78 476] ; [ 12 142],[ 70.42372881 483.57627119] ; [ 19.57627119 134.42372881],0
p8,1,0.042763,4.104748,[324 227] ; [77 78],[312.96175637 238.03824363] ; [88.03824363 66.96175637],0
p12,1,0.046145,3.976305,[ 58 499] ; [  8 147],[ 51.63202247 505.36797753] ; [ 14.36797753 140.63202247],0
d4,1,0.048824,3.881403,[472  85] ; [121  34],[463.90589888  93.09410112] ; [129.09410112  25.90589888],0
v2,1,0.055319,3.672437,[321 215] ; [74 71],[310.89574156 225.10425844] ; [84.10425844 60.89574156],0
r3,1,0.057823,3.598762,[538  20] ; [144  11],[533.73913043  24.26086957] ; [148.26086957   6.73913043],0
s6,1,0.059327,3.556099,[392 156] ; [98 56],[382.50712251 165.49287749] ; [107.49287749  46.50712251],0
s3,1,0.062191,3.477969,[326 226] ; [78 76],[315.87535411 236.12464589] ; [88.12464589 65.87535411],0
s2,1,0.102674,2.663505,[309 245] ; [75 80],[300.05077574 253.94922426] ; [83.94922426 71.05077574],0
n1,1,0.120069,2.41642,[37 54] ; [16 41],[32.58783784 58.41216216] ; [20.41216216 36.58783784],0
n3,1,0.128504,2.31048,[70 21] ; [38 20],[65.95973154 25.04026846] ; [42.04026846 15.95973154],0
p1,1,0.143361,2.141502,[ 54 504] ; [  9 144],[ 49.44303797 508.55696203] ; [ 13.55696203 139.44303797],0
s1,1,0.190109,1.71677,[ 18 533] ; [  2 153],[ 15.60906516 535.39093484] ; [  4.39093484 150.60906516],0
a6,1,0.237678,1.394315,[394 163] ; [102  53],[388.02247191 168.97752809] ; [107.97752809  47.02247191],0
b1,1,0.273391,1.199655,[207 352] ; [ 50 105],[201.20868347 357.79131653] ; [55.79131653 99.20868347],0
b2,1,0.297056,1.087366,[139 212] ; [22 45],[135.1937799 215.8062201] ; [25.8062201 41.1937799],0
b3,1,0.297056,1.087366,[139 212] ; [22 45],[135.1937799 215.8062201] ; [25.8062201 41.1937799],0
a7,1,0.318475,0.995197,[409 149] ; [119  35],[413.79775281 144.20224719] ; [114.20224719  39.79775281],0
u3,1,0.342038,0.902778,[78 57] ; [39 21],[81. 54.] ; [36. 24.],0
p9,1,0.366013,0.817154,[528  29] ; [144  11],[525.70786517  31.29213483] ; [146.29213483   8.70786517],0
s5,1,0.433999,0.612099,[200 337] ; [ 51 100],[195.91133721 341.08866279] ; [55.08866279 95.91133721],0
u2,1,0.534932,0.385014,[80 55] ; [39 22],[81.96428571 53.03571429] ; [37.03571429 23.96428571],0
a1,1,0.556093,0.346514,[ 28 531] ; [  6 149],[ 26.61904762 532.38095238] ; [  7.38095238 147.61904762],0
b5,1,0.557847,0.343445,[328 231] ; [95 60],[331.17226891 227.82773109] ; [91.82773109 63.17226891],0
u4,1,0.576712,0.31158,[ 11 548] ; [  2 153],[ 10.17787115 548.82212885] ; [  2.82212885 152.17787115],0
b4,1,0.804978,0.060964,[322 237] ; [91 64],[323.34313725 235.65686275] ; [89.65686275 65.34313725],0
d3,1,0.871262,0.026262,[394 164] ; [107  46],[393.18987342 164.81012658] ; [107.81012658  45.18987342],0
n2,1,0.881588,0.022188,[70 21] ; [44 14],[69.62416107 21.37583893] ; [44.37583893 13.62416107],0
