Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.2e-05,17.302812,[2 3] ; [81  5],[4.56043956 0.43956044] ; [78.43956044  7.56043956],1
v4,1,0.001822,9.720538,[3 2] ; [83  4],[4.67391304 0.32608696] ; [81.32608696  5.67391304],0
a7,1,0.006323,7.455835,[1 4] ; [66 21],[3.64130435 1.35869565] ; [63.35869565 23.64130435],0
s6,1,0.007982,7.037529,[2 3] ; [72 12],[4.15730337 0.84269663] ; [69.84269663 14.15730337],0
a5,1,0.010534,6.542343,[1 4] ; [64 23],[3.5326087 1.4673913] ; [61.4673913 25.5326087],0
s3,1,0.016426,5.756649,[1 4] ; [62 25],[3.42391304 1.57608696] ; [59.57608696 27.42391304],0
d5,1,0.020211,5.393613,[2 3] ; [71 15],[4.01098901 0.98901099] ; [68.98901099 17.01098901],0
s1,1,0.022508,5.206088,[2 3] ; [ 7 77],[0.50561798 4.49438202] ; [ 8.49438202 75.50561798],0
n2,1,0.028134,4.819828,[1 3] ; [27  8],[2.87179487 1.12820513] ; [25.12820513  9.87179487],0
a6,1,0.049541,3.856919,[1 4] ; [55 31],[3.07692308 1.92307692] ; [52.92307692 33.07692308],0
s2,1,0.089743,2.878973,[2 3] ; [65 22],[3.64130435 1.35869565] ; [63.35869565 23.64130435],0
d3,1,0.10955,2.560698,[2 3] ; [63 23],[3.57142857 1.42857143] ; [61.42857143 24.57142857],0
a1,1,0.209403,1.57555,[1 4] ; [ 5 82],[0.32608696 4.67391304] ; [ 5.67391304 81.32608696],0
s5,1,0.220701,1.499807,[1 4] ; [39 42],[2.3255814 2.6744186] ; [37.6744186 43.3255814],0
p9,1,0.24996,1.323529,[3 2] ; [69 16],[4. 1.] ; [68. 17.],0
p3,1,0.276139,1.185995,[1 4] ; [39 48],[2.17391304 2.82608696] ; [37.82608696 49.17391304],0
s8,1,0.298378,1.08143,[2 3] ; [55 32],[3.09782609 1.90217391] ; [53.90217391 33.09782609],0
b4,1,0.382614,0.762286,[2 3] ; [52 35],[2.93478261 2.06521739] ; [51.06521739 35.93478261],0
p8,1,0.409067,0.681512,[1 4] ; [33 53],[1.86813187 3.13186813] ; [32.13186813 53.86813187],0
a3,1,0.435763,0.607415,[3 2] ; [65 21],[3.73626374 1.26373626] ; [64.26373626 21.73626374],0
v3,1,0.462972,0.538701,[1 4] ; [30 53],[1.76136364 3.23863636] ; [29.23863636 53.76136364],0
n4,1,0.487842,0.481283,[3 2] ; [63 22],[3.66666667 1.33333333] ; [62.33333333 22.66666667],0
v1,1,0.507751,0.4387,[2 3] ; [48 39],[2.7173913 2.2826087] ; [47.2826087 39.7173913],0
n5,1,0.6156,0.252101,[3 2] ; [60 25],[3.5 1.5] ; [59.5 25.5],0
b2,1,0.640939,0.217516,[1 1] ; [17 33],[0.69230769 1.30769231] ; [17.30769231 32.69230769],0
b3,1,0.640939,0.217516,[1 1] ; [17 33],[0.69230769 1.30769231] ; [17.30769231 32.69230769],0
p1,1,0.707204,0.141085,[1 4] ; [12 74],[0.71428571 4.28571429] ; [12.28571429 73.71428571],0
r1,1,0.768577,0.086575,[4 1] ; [73 13],[4.23076923 0.76923077] ; [72.76923077 13.23076923],0
p10,1,0.787926,0.072364,[3 2] ; [56 29],[3.27777778 1.72222222] ; [55.72222222 29.27777778],0
p2,1,0.790613,0.070498,[4 1] ; [65 22],[3.75 1.25] ; [65.25 21.75],0
u3,1,0.802839,0.062338,[1 1] ; [13  9],[1.16666667 0.83333333] ; [12.83333333  9.16666667],0
s4,1,0.832933,0.044496,[1 4] ; [21 66],[1.19565217 3.80434783] ; [20.80434783 66.19565217],0
n6,1,0.855286,0.033262,[3 1] ; [67 18],[3.14606742 0.85393258] ; [66.85393258 18.14606742],0
p4,1,0.871827,0.02603,[3 2] ; [49 38],[2.82608696 2.17391304] ; [49.17391304 37.82608696],0
b5,1,0.884723,0.021021,[3 2] ; [55 32],[3.15217391 1.84782609] ; [54.84782609 32.15217391],0
u2,1,0.948644,0.004149,[1 1] ; [11 10],[1.04347826 0.95652174] ; [10.95652174 10.04347826],0
d4,1,0.960321,0.002475,[4 1] ; [68 18],[3.95604396 1.04395604] ; [68.04395604 17.95604396],0
