Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,71.083546,[190  83] ; [ 42 112],[148.32786885 124.67213115] ; [83.67213115 70.32786885],1
p8,1,0.0,45.791994,[177  94] ; [ 46 103],[143.88809524 127.11190476] ; [79.11190476 69.88809524],1
p6,1,0.0,38.878051,[134 135] ; [ 28 121],[104.25358852 164.74641148] ; [57.74641148 91.25358852],1
p2,1,0.0,25.401064,[249  24] ; [113  42],[230.90186916  42.09813084] ; [131.09813084  23.90186916],1
n5,1,1e-06,23.908814,[224  47] ; [93 59],[203.08983452  67.91016548] ; [113.91016548  38.08983452],1
p7,1,8e-06,19.879475,[201  69] ; [79 70],[180.42959427  89.57040573] ; [99.57040573 49.42959427],1
p5,1,2e-05,18.194101,[ 44 229] ; [  4 151],[ 30.61682243 242.38317757] ; [ 17.38317757 137.61682243],1
s6,1,0.000141,14.494007,[203  63] ; [89 63],[185.81818182  80.18181818] ; [106.18181818  45.81818182],1
r4,1,0.000859,11.110073,[255  18] ; [129  26],[244.93457944  28.06542056] ; [139.06542056  15.93457944],1
a5,1,0.002071,9.485793,[231  42] ; [112  43],[218.78271028  54.21728972] ; [124.21728972  30.78271028],0
n4,1,0.00225,9.333863,[229  44] ; [110  44],[216.73770492  56.26229508] ; [122.26229508  31.73770492],0
v1,1,0.002789,8.940867,[188  80] ; [84 67],[173.97613365  94.02386635] ; [98.02386635 52.97613365],0
d3,1,0.002812,8.925405,[220  53] ; [105  50],[207.30140187  65.69859813] ; [117.69859813  37.30140187],0
p11,1,0.002925,8.85372,[230  43] ; [112  43],[218.14485981  54.85514019] ; [123.85514019  31.14485981],0
p9,1,0.006702,7.351274,[244  27] ; [121  29],[234.95249406  36.04750594] ; [130.04750594  19.95249406],0
p10,1,0.010073,6.622017,[237  35] ; [117  34],[227.63120567  44.36879433] ; [126.36879433  24.63120567],0
u1,1,0.012038,6.305247,[ 73 200] ; [ 25 130],[ 62.50934579 210.49065421] ; [ 35.49065421 119.50934579],0
p12,1,0.014137,6.021,[ 32 241] ; [  7 146],[ 24.99295775 248.00704225] ; [ 14.00704225 138.99295775],0
s5,1,0.018398,5.557833,[109 154] ; [ 43 102],[ 97.98039216 165.01960784] ; [54.01960784 90.98039216],0
r1,1,0.020434,5.374405,[235  36] ; [121  34],[226.46948357  44.53051643] ; [129.53051643  25.46948357],0
a2,1,0.028295,4.809993,[ 87 186] ; [ 34 121],[ 77.17990654 195.82009346] ; [ 43.82009346 111.17990654],0
s7,1,0.029533,4.736295,[150 108] ; [70 79],[139.45945946 118.54054054] ; [80.54054054 68.45945946],0
s8,1,0.042887,4.099851,[142 127] ; [66 89],[131.96226415 137.03773585] ; [76.03773585 78.96226415],0
d2,1,0.047184,3.938808,[163 109] ; [77 77],[153.23943662 118.76056338] ; [86.76056338 67.23943662],0
n6,1,0.053033,3.742894,[236  34] ; [123  30],[229.14893617  40.85106383] ; [129.85106383  23.14893617],0
d1,1,0.065357,3.395934,[209  64] ; [106  49],[200.9228972  72.0771028] ; [114.0771028  40.9228972],0
s2,1,0.074604,3.178711,[152 116] ; [74 81],[143.18676123 124.81323877] ; [82.81323877 72.18676123],0
v4,1,0.143895,2.135799,[259  12] ; [141  12],[255.66037736  15.33962264] ; [144.33962264   8.66037736],0
b5,1,0.158841,1.985221,[159 114] ; [101  54],[165.8411215 107.1588785] ; [94.1588785 60.8411215],0
a6,1,0.19923,1.648008,[197  76] ; [102  52],[191.16393443  81.83606557] ; [107.83606557  46.16393443],0
u3,1,0.203187,1.619318,[36 21] ; [19 19],[33. 24.] ; [22. 16.],0
n1,1,0.204537,1.609678,[19 29] ; [11 30],[16.17977528 31.82022472] ; [13.82022472 27.17977528],0
a7,1,0.204588,1.609316,[211  61] ; [111  43],[205.59624413  66.40375587] ; [116.40375587  37.59624413],0
p1,1,0.255142,1.294929,[ 22 250] ; [  8 147],[ 19.11007026 252.88992974] ; [ 10.88992974 144.11007026],0
n2,1,0.272202,1.205618,[38 10] ; [29 13],[35.73333333 12.26666667] ; [31.26666667 10.73333333],0
v3,1,0.274797,1.192642,[151 113] ; [78 73],[145.67710843 118.32289157] ; [83.32289157 67.67710843],0
b4,1,0.284378,1.14605,[160 113] ; [99 56],[165.20327103 107.79672897] ; [93.79672897 61.20327103],0
n3,1,0.364557,0.822134,[39 10] ; [30 12],[37.15384615 11.84615385] ; [31.84615385 10.15384615],0
a4,1,0.447844,0.576103,[142 130] ; [75 80],[138.2295082 133.7704918] ; [78.7704918 76.2295082],0
a3,1,0.451084,0.567926,[216  57] ; [117  37],[212.90163934  60.09836066] ; [120.09836066  33.90163934],0
s1,1,0.504873,0.444677,[  6 265] ; [  5 147],[  7.04728132 263.95271868] ; [  3.95271868 148.04728132],0
u2,1,0.52594,0.40223,[31 25] ; [18 19],[29.50537634 26.49462366] ; [19.49462366 17.50537634],0
s4,1,0.566049,0.329338,[ 38 232] ; [ 25 130],[ 40.02352941 229.97647059] ; [ 22.97647059 132.02352941],0
s3,1,0.593268,0.28527,[148 118] ; [81 72],[145.37947494 120.62052506] ; [83.62052506 69.37947494],0
d4,1,0.638411,0.220826,[250  23] ; [143  11],[251.26229508  21.73770492] ; [141.73770492  12.26229508],0
u4,1,0.679036,0.171213,[  7 266] ; [  3 152],[  6.37850467 266.62149533] ; [  3.62149533 151.37850467],0
r2,1,0.7014,0.14702,[256  15] ; [143   7],[256.83847981  14.16152019] ; [142.16152019   7.83847981],0
a8,1,0.744043,0.106605,[ 35 205] ; [ 22 117],[ 36.09498681 203.90501319] ; [ 20.90501319 118.09498681],0
a1,1,0.74756,0.103593,[ 18 255] ; [  9 146],[ 17.22196262 255.77803738] ; [  9.77803738 145.22196262],0
r3,1,0.84187,0.039801,[264   8] ; [147   5],[263.66037736   8.33962264] ; [147.33962264   4.66037736],0
b1,1,0.899356,0.015996,[ 95 178] ; [ 53 102],[ 94.40186916 178.59813084] ; [ 53.59813084 101.40186916],0
b2,1,0.935494,0.00655,[ 70 110] ; [33 53],[ 69.69924812 110.30075188] ; [33.30075188 52.69924812],0
b3,1,0.935494,0.00655,[ 70 110] ; [33 53],[ 69.69924812 110.30075188] ; [33.30075188 52.69924812],0
