Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,48.029304,[43 56] ; [210  50],[69.76880223 29.23119777] ; [183.23119777  76.76880223],1
s4,1,0.216595,1.526788,[21 78] ; [ 40 215],[17.05932203 81.94067797] ; [ 43.94067797 211.05932203],0
p6,1,0.231894,1.429207,[43 55] ; [132 127],[48.03921569 49.96078431] ; [126.96078431 132.03921569],0
n4,1,0.234063,1.416,[94  5] ; [238  23],[91.3  7.7] ; [240.7  20.3],0
u4,1,0.26661,1.234106,[ 5 94] ; [  7 253],[ 3.3091922 95.6908078] ; [  8.6908078 251.3091922],0
r3,1,0.278161,1.176052,[93  6] ; [249   9],[94.84033613  4.15966387] ; [247.15966387  10.84033613],0
n3,1,0.286958,1.133841,[11  6] ; [29  8],[12.59259259  4.40740741] ; [27.40740741  9.59259259],0
u2,1,0.299087,1.07826,[10 12] ; [35 25],[12.07317073  9.92682927] ; [32.92682927 27.07317073],0
b2,1,0.326138,0.964173,[35 39] ; [66 97],[31.53586498 42.46413502] ; [69.46413502 93.53586498],0
b3,1,0.326138,0.964173,[35 39] ; [66 97],[31.53586498 42.46413502] ; [69.46413502 93.53586498],0
d4,1,0.335122,0.929005,[78 20] ; [219  42],[81.07520891 16.92479109] ; [215.92479109  45.07520891],0
p12,1,0.347248,0.883488,[ 9 87] ; [ 34 227],[11.56302521 84.43697479] ; [ 31.43697479 229.56302521],0
a4,1,0.390198,0.738324,[46 53] ; [134 126],[49.63788301 49.36211699] ; [130.36211699 129.63788301],0
p11,1,0.391003,0.735821,[87 12] ; [220  41],[84.425 14.575] ; [222.575  38.425],0
s6,1,0.470846,0.519991,[72 23] ; [182  71],[69.33908046 25.66091954] ; [184.66091954  68.33908046],0
p5,1,0.522849,0.408271,[23 76] ; [ 52 206],[20.79831933 78.20168067] ; [ 54.20168067 203.79831933],0
p7,1,0.533901,0.386961,[73 25] ; [201  58],[75.21568627 22.78431373] ; [198.78431373  60.21568627],0
s3,1,0.592877,0.285873,[62 37] ; [153 104],[59.78932584 39.21067416] ; [155.21067416 101.78932584],0
a8,1,0.620245,0.245524,[13 82] ; [ 36 191],[14.45652174 80.54347826] ; [ 34.54347826 192.45652174],0
p8,1,0.620944,0.244544,[64 33] ; [178  81],[65.93820225 31.06179775] ; [176.06179775  82.93820225],0
p2,1,0.64523,0.211967,[85 13] ; [231  30],[86.26183844 11.73816156] ; [229.73816156  31.26183844],0
p1,1,0.714894,0.133437,[11 87] ; [ 33 228],[12.01114206 85.98885794] ; [ 31.98885794 229.01114206],0
v3,1,0.724815,0.123926,[49 48] ; [122 130],[47.52722063 49.47277937] ; [123.47277937 128.52722063],0
a5,1,0.794624,0.067762,[79 20] ; [205  56],[78.1 20.9] ; [205.9  55.1],0
n6,1,0.802927,0.062281,[93  6] ; [246  14],[93.48467967  5.51532033] ; [245.51532033  14.48467967],0
d2,1,0.904507,0.014393,[53 45] ; [143 118],[53.50417827 44.49582173] ; [142.49582173 118.50417827],0
s2,1,0.905891,0.013977,[55 44] ; [144 112],[55.49577465 43.50422535] ; [143.50422535 112.49577465],0
a3,1,0.910185,0.012725,[77 22] ; [200  59],[76.60055866 22.39944134] ; [200.39944134  58.60055866],0
n1,1,0.913525,0.011793,[8 9] ; [18 19],[8.18518519 8.81481481] ; [17.81481481 19.18518519],0
p9,1,0.92764,0.008247,[90  8] ; [238  22],[89.7877095  8.2122905] ; [238.2122905  21.7877095],0
p10,1,0.945693,0.00464,[88 10] ; [235  26],[88.17270195  9.82729805] ; [234.82729805  26.17270195],0
a1,1,0.980343,0.000607,[ 6 93] ; [ 16 245],[ 6.05 92.95] ; [ 15.95 245.05],0
