Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,27.444379,[ 1 49] ; [13 12],[ 9.33333333 40.66666667] ; [ 4.66666667 20.33333333],1
p6,1,0.000345,12.808843,[ 4 44] ; [11 14],[ 9.8630137 38.1369863] ; [ 5.1369863 19.8630137],1
s2,1,0.000532,12.0,[10 40] ; [15 10],[16.66666667 33.33333333] ; [ 8.33333333 16.66666667],1
s3,1,0.0006,11.77653,[14 35] ; [17  7],[20.80821918 28.19178082] ; [10.19178082 13.80821918],1
s4,1,0.000835,11.160714,[ 3 47] ; [ 9 16],[ 8. 42.] ; [ 4. 21.],1
p11,1,0.003264,8.653846,[20 30] ; [19  6],[26. 24.] ; [13. 12.],0
n2,1,0.007982,7.037608,[10 14] ; [12  2],[13.89473684 10.10526316] ; [8.10526316 5.89473684],0
s6,1,0.028605,4.791242,[14 36] ; [13 11],[18.24324324 31.75675676] ; [ 8.75675676 15.24324324],0
p10,1,0.032149,4.590512,[24 24] ; [19  6],[28.2739726 19.7260274] ; [14.7260274 10.2739726],0
a5,1,0.04986,3.846154,[22 28] ; [17  8],[26. 24.] ; [13. 12.],0
p8,1,0.06517,3.400675,[12 37] ; [11 13],[15.43835616 33.56164384] ; [ 7.56164384 16.43835616],0
n5,1,0.074186,3.18789,[29 21] ; [19  5],[32.43243243 17.56756757] ; [15.56756757  8.43243243],0
r3,1,0.085526,2.956624,[23 26] ; [17  8],[26.48648649 22.51351351] ; [13.51351351 11.48648649],0
p4,1,0.086322,2.941666,[12 37] ; [11 14],[15.22972973 33.77027027] ; [ 7.77027027 17.22972973],0
p7,1,0.089205,2.888662,[15 33] ; [12 11],[18.25352113 29.74647887] ; [ 8.74647887 14.25352113],0
d4,1,0.102707,2.662993,[30 19] ; [20  5],[33.10810811 15.89189189] ; [16.89189189  8.10810811],0
a3,1,0.116542,2.463189,[26 23] ; [18  7],[29.13513514 19.86486486] ; [14.86486486 10.13513514],0
a1,1,0.131668,2.272727,[ 8 42] ; [ 1 24],[ 6. 44.] ; [ 3. 22.],0
n4,1,0.138769,2.191558,[25 25] ; [17  8],[28. 22.] ; [14. 11.],0
d1,1,0.141326,2.163462,[21 29] ; [15 10],[24. 26.] ; [12. 13.],0
a4,1,0.141672,2.159699,[15 34] ; [12 13],[17.87837838 31.12162162] ; [ 9.12162162 15.87837838],0
p2,1,0.144117,2.133435,[23 23] ; [17  8],[25.91549296 20.08450704] ; [14.08450704 10.91549296],0
s5,1,0.156205,2.010583,[ 8 42] ; [ 7 16],[10.2739726 39.7260274] ; [ 4.7260274 18.2739726],0
n1,1,0.199053,1.649306,[ 7 17] ; [7 7],[ 8.84210526 15.15789474] ; [5.15789474 8.84210526],0
v2,1,0.22782,1.45442,[14 33] ; [11 14],[16.31944444 30.68055556] ; [ 8.68055556 16.31944444],0
d2,1,0.326767,0.96167,[23 25] ; [15 10],[24.98630137 23.01369863] ; [13.01369863 11.98630137],0
v3,1,0.330925,0.945276,[15 34] ; [ 5 20],[13.24324324 35.75675676] ; [ 6.75675676 18.24324324],0
p9,1,0.365525,0.81882,[28 21] ; [17  8],[29.7972973 19.2027027] ; [15.2027027  9.7972973],0
d5,1,0.375962,0.783863,[33 17] ; [19  6],[34.66666667 15.33333333] ; [17.33333333  7.66666667],0
v4,1,0.378837,0.774471,[34 15] ; [19  5],[35.57534247 13.42465753] ; [17.42465753  6.57534247],0
p3,1,0.401294,0.704445,[11 37] ; [ 8 17],[12.49315068 35.50684932] ; [ 6.50684932 18.49315068],0
n6,1,0.44516,0.582945,[26 23] ; [15  9],[27.52054795 21.47945205] ; [13.47945205 10.52054795],0
b2,1,0.46118,0.54303,[ 9 13] ; [ 6 14],[ 7.85714286 14.14285714] ; [ 7.14285714 12.85714286],0
b3,1,0.46118,0.54303,[ 9 13] ; [ 6 14],[ 7.85714286 14.14285714] ; [ 7.14285714 12.85714286],0
v1,1,0.474667,0.511091,[15 34] ; [ 9 14],[16.33333333 32.66666667] ; [ 7.66666667 15.33333333],0
b1,1,0.511785,0.430416,[24 26] ; [10 15],[22.66666667 27.33333333] ; [11.33333333 13.66666667],0
p5,1,0.613631,0.254921,[ 4 44] ; [ 3 22],[ 4.60273973 43.39726027] ; [ 2.39726027 22.60273973],0
a6,1,0.623928,0.240385,[27 23] ; [12 13],[26. 24.] ; [13. 12.],0
a7,1,0.68034,0.169743,[26 23] ; [12 13],[25.16216216 23.83783784] ; [12.83783784 12.16216216],0
r1,1,0.774003,0.082451,[13 37] ; [ 7 17],[13.51351351 36.48648649] ; [ 6.48648649 17.51351351],0
u3,1,0.797923,0.065555,[ 9 15] ; [3 4],[ 9.29032258 14.70967742] ; [2.70967742 4.29032258],0
u2,1,0.860116,0.031056,[ 9 14] ; [3 4],[ 9.2 13.8] ; [2.8 4.2],0
b4,1,0.868877,0.027253,[29 21] ; [14 11],[28.66666667 21.33333333] ; [14.33333333 10.66666667],0
d3,1,0.941408,0.005402,[27 22] ; [14 11],[27.14864865 21.85135135] ; [13.85135135 11.14864865],0
n3,1,0.9851,0.000349,[11 13] ; [6 7],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
u1,1,1.0,0.0,[ 2 48] ; [ 1 24],[ 2. 48.] ; [ 1. 24.],0
a2,1,1.0,0.0,[ 6 44] ; [ 3 22],[ 6. 44.] ; [ 3. 22.],0
b5,1,1.0,0.0,[28 22] ; [14 11],[28. 22.] ; [14. 11.],0
