Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.880708,[99 11] ; [12 18],[87.21428571 22.78571429] ; [23.78571429  6.21428571],1
s7,1,5.9e-05,16.130518,[67 40] ; [ 6 23],[57.43382353 49.56617647] ; [15.56617647 13.43382353],1
n6,1,7.4e-05,15.712248,[92 17] ; [15 15],[83.90647482 25.09352518] ; [23.09352518  6.90647482],1
v3,1,0.000618,11.720259,[61 47] ; [ 6 23],[52.81751825 55.18248175] ; [14.18248175 14.81751825],1
p2,1,0.001316,10.319587,[90 17] ; [17 13],[83.56934307 23.43065693] ; [23.43065693  6.56934307],0
p8,1,0.005043,7.864113,[59 47] ; [ 8 22],[52.22058824 53.77941176] ; [14.77941176 15.22058824],0
v2,1,0.008081,7.01549,[73 34] ; [12 17],[66.875 40.125] ; [18.125 10.875],0
s8,1,0.008195,6.990349,[65 46] ; [ 9 20],[58.67142857 52.32857143] ; [15.32857143 13.67142857],0
p6,1,0.009547,6.717582,[43 63] ; [ 4 24],[37.17910448 68.82089552] ; [ 9.82089552 18.17910448],0
d5,1,0.023548,5.127636,[88 22] ; [18 12],[83.28571429 26.71428571] ; [22.71428571  7.28571429],0
d1,1,0.024336,5.070513,[59 52] ; [ 9 21],[53.53191489 57.46808511] ; [14.46808511 15.53191489],0
s6,1,0.032825,4.554859,[77 31] ; [14 14],[72.26470588 35.73529412] ; [18.73529412  9.26470588],0
r3,1,0.041294,4.16391,[105   6] ; [25  5],[102.34042553   8.65957447] ; [27.65957447  2.34042553],0
r4,1,0.047351,3.932888,[95 16] ; [21  9],[91.31914894 19.68085106] ; [24.68085106  5.31914894],0
p10,1,0.047355,3.93274,[91 16] ; [20  9],[87.33088235 19.66911765] ; [23.66911765  5.33088235],0
b2,1,0.04995,3.843137,[45 36] ; [ 5 12],[41.32653061 39.67346939] ; [8.67346939 8.32653061],0
b3,1,0.04995,3.843137,[45 36] ; [ 5 12],[41.32653061 39.67346939] ; [8.67346939 8.32653061],0
p3,1,0.059412,3.55371,[57 51] ; [10 20],[52.43478261 55.56521739] ; [14.56521739 15.43478261],0
d2,1,0.065772,3.385511,[58 53] ; [10 20],[53.53191489 57.46808511] ; [14.46808511 15.53191489],0
p5,1,0.067451,3.343982,[18 90] ; [ 1 28],[14.97810219 93.02189781] ; [ 4.02189781 24.97810219],0
p4,1,0.068226,3.325185,[64 45] ; [12 18],[59.5971223 49.4028777] ; [16.4028777 13.5971223],0
p9,1,0.075832,3.15204,[94 15] ; [21  8],[90.83333333 18.16666667] ; [24.16666667  4.83333333],0
r2,1,0.079863,3.067681,[101   7] ; [25  5],[98.60869565  9.39130435] ; [27.39130435  2.60869565],0
s3,1,0.085809,2.951297,[71 40] ; [14 16],[66.91489362 44.08510638] ; [18.08510638 11.91489362],0
p11,1,0.116561,2.462935,[92 19] ; [21  9],[88.95744681 22.04255319] ; [24.04255319  5.95744681],0
u3,1,0.122887,2.380133,[12 13] ; [7 2],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
b5,1,0.129727,2.295768,[53 58] ; [19 11],[56.68085106 54.31914894] ; [15.31914894 14.68085106],0
d3,1,0.134931,2.23483,[54 57] ; [10 20],[50.38297872 60.61702128] ; [13.61702128 16.38297872],0
n2,1,0.161723,1.958042,[16  6] ; [12  1],[17.6  4.4] ; [10.4  2.6],0
s5,1,0.239743,1.382105,[48 60] ; [ 9 19],[45.26470588 62.73529412] ; [11.73529412 16.26470588],0
r1,1,0.281655,1.159085,[88 23] ; [21  9],[85.80851064 25.19148936] ; [23.19148936  6.80851064],0
a5,1,0.2843,1.146419,[78 33] ; [18 12],[75.57446809 35.42553191] ; [20.42553191  9.57446809],0
a2,1,0.286008,1.13832,[  8 103] ; [ 4 26],[  9.44680851 101.55319149] ; [ 2.55319149 27.44680851],0
n1,1,0.312563,1.019814,[14  8] ; [6 7],[12.57142857  9.42857143] ; [7.42857143 5.57142857],0
s2,1,0.352485,0.864489,[66 45] ; [15 15],[63.76595745 47.23404255] ; [17.23404255 12.76595745],0
p7,1,0.362119,0.830531,[73 33] ; [18 12],[70.92647059 35.07352941] ; [20.07352941  9.92647059],0
a8,1,0.379775,0.771429,[13 92] ; [ 2 28],[11.66666667 93.33333333] ; [ 3.33333333 26.66666667],0
a3,1,0.395612,0.721624,[86 25] ; [21  9],[84.23404255 26.76595745] ; [22.76595745  7.23404255],0
d4,1,0.526133,0.401855,[90 20] ; [23  7],[88.78571429 21.21428571] ; [24.21428571  5.78571429],0
a1,1,0.612814,0.256097,[  8 103] ; [ 3 27],[  8.65957447 102.34042553] ; [ 2.34042553 27.65957447],0
s4,1,0.624642,0.239397,[18 93] ; [ 6 24],[18.89361702 92.10638298] ; [ 5.10638298 24.89361702],0
v4,1,0.632632,0.228509,[101   8] ; [27  3],[100.37410072   8.62589928] ; [27.62589928  2.37410072],0
p12,1,0.640659,0.217881,[  6 101] ; [ 1 28],[  5.50735294 101.49264706] ; [ 1.49264706 27.50735294],0
b1,1,0.713043,0.135257,[56 55] ; [14 16],[55.10638298 55.89361702] ; [14.89361702 15.10638298],0
s1,1,0.764759,0.089543,[  5 104] ; [ 1 29],[  4.70503597 104.29496403] ; [ 1.29496403 28.70503597],0
n3,1,0.783758,0.075309,[16  6] ; [10  3],[16.34285714  5.65714286] ; [9.65714286 3.34285714],0
b4,1,0.798709,0.065034,[60 51] ; [17 13],[60.61702128 50.38297872] ; [16.38297872 13.61702128],0
u2,1,0.854603,0.03358,[12 13] ; [4 5],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
p1,1,0.952167,0.003598,[  7 103] ; [ 2 28],[  7.07142857 102.92857143] ; [ 1.92857143 28.07142857],0
a4,1,0.976466,0.00087,[51 59] ; [14 16],[51.07142857 58.92857143] ; [13.92857143 16.07142857],0
a6,1,0.978282,0.000741,[41 70] ; [11 19],[40.93617021 70.06382979] ; [11.06382979 18.93617021],0
