Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.261389,[19 35] ; [55  9],[33.86440678 20.13559322] ; [40.13559322 23.86440678],1
d5,1,0.0,26.803295,[17 38] ; [50 14],[30.96638655 24.03361345] ; [36.03361345 27.96638655],1
d1,1,1e-06,24.279502,[ 7 48] ; [36 28],[19.87394958 35.12605042] ; [23.12605042 40.87394958],1
d4,1,3.2e-05,17.306913,[24 30] ; [52 12],[34.77966102 19.22033898] ; [41.22033898 22.77966102],1
a4,1,0.000285,13.166795,[11 44] ; [33 30],[20.50847458 34.49152542] ; [23.49152542 39.50847458],1
r1,1,0.000438,12.362597,[21 34] ; [45 19],[30.50420168 24.49579832] ; [35.49579832 28.50420168],1
p11,1,0.000952,10.918578,[27 28] ; [50 14],[35.58823529 19.41176471] ; [41.41176471 22.58823529],1
d2,1,0.001837,9.705886,[17 38] ; [37 25],[25.38461538 29.61538462] ; [28.61538462 33.38461538],0
r4,1,0.00185,9.692736,[25 30] ; [47 17],[33.27731092 21.72268908] ; [38.72268908 25.27731092],0
r3,1,0.002519,9.126587,[34 21] ; [55  9],[41.13445378 13.86554622] ; [47.86554622 16.13445378],0
r2,1,0.003303,8.631921,[37 17] ; [56  6],[43.29310345 10.70689655] ; [49.70689655 12.29310345],0
b5,1,0.005501,7.707036,[32 23] ; [21 43],[24.49579832 30.50420168] ; [28.50420168 35.49579832],0
n4,1,0.006374,7.441316,[29 26] ; [49 15],[36.05042017 18.94957983] ; [41.94957983 22.05042017],0
p10,1,0.008473,6.930713,[22 32] ; [41 22],[29.07692308 24.92307692] ; [33.92307692 29.07692308],0
p3,1,0.008697,6.883921,[ 9 46] ; [24 39],[15.38135593 39.61864407] ; [17.61864407 45.38135593],0
s7,1,0.013446,6.109509,[ 6 46] ; [18 40],[11.34545455 40.65454545] ; [12.65454545 45.34545455],0
s8,1,0.016389,5.7607,[ 4 51] ; [15 49],[ 8.78151261 46.21848739] ; [10.21848739 53.78151261],0
a6,1,0.020444,5.373538,[16 39] ; [32 32],[22.18487395 32.81512605] ; [25.81512605 38.18487395],0
v1,1,0.027866,4.83631,[15 39] ; [30 33],[20.76923077 33.23076923] ; [24.23076923 38.76923077],0
b2,1,0.034008,4.4943,[10 23] ; [24 20],[14.57142857 18.42857143] ; [19.42857143 24.57142857],0
b3,1,0.034008,4.4943,[10 23] ; [24 20],[14.57142857 18.42857143] ; [19.42857143 24.57142857],0
n6,1,0.036752,4.361887,[32 23] ; [48 15],[37.28813559 17.71186441] ; [42.71186441 20.28813559],0
v4,1,0.043537,4.07441,[38 16] ; [54  9],[42.46153846 11.53846154] ; [49.53846154 13.46153846],0
v3,1,0.055027,3.681254,[10 44] ; [21 40],[14.55652174 39.44347826] ; [16.44347826 44.55652174],0
p2,1,0.065933,3.381484,[30 25] ; [44 18],[34.78632479 20.21367521] ; [39.21367521 22.78632479],0
d3,1,0.071929,3.238436,[13 42] ; [25 39],[17.56302521 37.43697479] ; [20.43697479 43.56302521],0
v2,1,0.072563,3.224078,[17 34] ; [32 32],[21.73043478 29.26956522] ; [27.26956522 36.73043478],0
s5,1,0.073561,3.201725,[ 4 49] ; [12 51],[ 7.31034483 45.68965517] ; [ 8.68965517 54.31034483],0
p9,1,0.080968,3.045369,[28 26] ; [42 20],[32.5862069 21.4137931] ; [37.4137931 24.5862069],0
n5,1,0.10285,2.660779,[32 22] ; [47 17],[36.15254237 17.84745763] ; [42.84745763 21.15254237],0
b4,1,0.109812,2.55693,[33 22] ; [29 35],[28.65546218 26.34453782] ; [33.34453782 30.65546218],0
p7,1,0.120432,2.411691,[23 30] ; [37 27],[27.17948718 25.82051282] ; [32.82051282 31.17948718],0
p5,1,0.142003,2.156123,[ 1 53] ; [ 5 59],[ 2.74576271 51.25423729] ; [ 3.25423729 60.74576271],0
p8,1,0.190268,1.715543,[15 40] ; [24 38],[18.33333333 36.66666667] ; [20.66666667 41.33333333],0
u1,1,0.229594,1.443373,[ 1 54] ; [ 4 60],[ 2.31092437 52.68907563] ; [ 2.68907563 61.31092437],0
u3,1,0.429195,0.625,[11 25] ; [4 5],[12. 24.] ; [3. 6.],0
b1,1,0.435345,0.608523,[28 27] ; [28 36],[25.88235294 29.11764706] ; [30.11764706 33.88235294],0
p4,1,0.435383,0.60842,[16 37] ; [23 39],[17.97391304 35.02608696] ; [21.02608696 40.97391304],0
n2,1,0.471149,0.519281,[17  7] ; [14  9],[15.82978723  8.17021277] ; [15.17021277  7.82978723],0
s2,1,0.475635,0.508855,[ 7 48] ; [11 52],[ 8.38983051 46.61016949] ; [ 9.61016949 53.38983051],0
a8,1,0.599246,0.276134,[ 3 49] ; [ 5 55],[ 3.71428571 48.28571429] ; [ 4.28571429 55.71428571],0
u2,1,0.666889,0.185263,[15 21] ; [4 4],[15.54545455 20.45454545] ; [3.45454545 4.54545455],0
s4,1,0.680254,0.16984,[ 4 51] ; [ 6 58],[ 4.62184874 50.37815126] ; [ 5.37815126 58.62184874],0
n1,1,0.686089,0.163352,[ 9 15] ; [ 7 15],[ 8.34782609 15.65217391] ; [ 7.65217391 14.34782609],0
n3,1,0.770816,0.08486,[15  9] ; [14  7],[15.46666667  8.53333333] ; [13.53333333  7.46666667],0
p6,1,0.807487,0.059375,[ 9 45] ; [ 9 51],[ 8.52631579 45.47368421] ; [ 9.47368421 50.52631579],0
p1,1,0.824216,0.04934,[ 4 51] ; [ 4 60],[ 3.69747899 51.30252101] ; [ 4.30252101 59.69747899],0
s3,1,0.826759,0.0479,[15 38] ; [19 44],[15.53448276 37.46551724] ; [18.46551724 44.53448276],0
s1,1,0.848795,0.03635,[ 3 52] ; [ 3 61],[ 2.77310924 52.22689076] ; [ 3.22689076 60.77310924],0
a1,1,0.854118,0.033807,[ 3 52] ; [ 4 60],[ 3.23529412 51.76470588] ; [ 3.76470588 60.23529412],0
p12,1,0.922786,0.009394,[ 1 54] ; [ 1 62],[ 0.93220339 54.06779661] ; [ 1.06779661 61.93220339],0
