Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.923077,[ 5 34] ; [30 15],[16.25 22.75] ; [18.75 26.25],1
p4,1,5e-06,20.760368,[ 9 31] ; [33 13],[19.53488372 20.46511628] ; [22.46511628 23.53488372],1
p6,1,8e-06,19.824785,[ 3 37] ; [24 22],[12.55813953 27.44186047] ; [14.44186047 31.55813953],1
p3,1,3.1e-05,17.330971,[ 9 31] ; [31 15],[18.60465116 21.39534884] ; [21.39534884 24.60465116],1
p2,1,0.000119,14.812586,[22 18] ; [42  4],[29.76744186 10.23255814] ; [34.23255814 11.76744186],1
p10,1,0.004901,7.915624,[23 17] ; [39  7],[28.8372093 11.1627907] ; [33.1627907 12.8372093],0
s7,1,0.035285,4.431354,[10 28] ; [22 23],[14.65060241 23.34939759] ; [17.34939759 27.65060241],0
d5,1,0.043394,4.08,[24 16] ; [36  9],[28.23529412 11.76470588] ; [31.76470588 13.23529412],0
n3,1,0.051129,3.804049,[8 8] ; [11  2],[10.48275862  5.51724138] ; [8.51724138 4.48275862],0
p9,1,0.052242,3.767987,[25 14] ; [38  8],[28.90588235 10.09411765] ; [34.09411765 11.90588235],0
b5,1,0.059689,3.545994,[28 12] ; [23 23],[23.72093023 16.27906977] ; [27.27906977 18.72093023],0
n2,1,0.062109,3.480145,[10  6] ; [12  1],[12.13793103  3.86206897] ; [9.86206897 3.13793103],0
b2,1,0.079124,3.082807,[ 5 11] ; [ 3 26],[ 2.84444444 13.15555556] ; [ 5.15555556 23.84444444],0
b3,1,0.079124,3.082807,[ 5 11] ; [ 3 26],[ 2.84444444 13.15555556] ; [ 5.15555556 23.84444444],0
b4,1,0.091709,2.844108,[28 12] ; [24 22],[24.18604651 15.81395349] ; [27.81395349 18.18604651],0
a2,1,0.122602,2.383763,[ 2 38] ; [ 7 39],[ 4.18604651 35.81395349] ; [ 4.81395349 41.18604651],0
a6,1,0.153639,2.035749,[20 20] ; [30 16],[23.25581395 16.74418605] ; [26.74418605 19.25581395],0
p11,1,0.166992,1.909739,[23 17] ; [33 13],[26.04651163 13.95348837] ; [29.95348837 16.04651163],0
b1,1,0.233392,1.420072,[10 30] ; [17 29],[12.55813953 27.44186047] ; [14.44186047 31.55813953],0
n5,1,0.238543,1.389186,[22 18] ; [31 15],[24.65116279 15.34883721] ; [28.34883721 17.65116279],0
v3,1,0.285811,1.139251,[ 7 32] ; [12 31],[ 9.03658537 29.96341463] ; [ 9.96341463 33.03658537],0
s5,1,0.325181,0.967992,[12 24] ; [19 24],[14.12658228 21.87341772] ; [16.87341772 26.12658228],0
a7,1,0.335573,0.927273,[28 12] ; [27 18],[25.88235294 14.11764706] ; [29.11764706 15.88235294],0
v4,1,0.340194,0.909699,[33  6] ; [42  4],[34.41176471  4.58823529] ; [40.58823529  5.41176471],0
r3,1,0.398478,0.712915,[33  7] ; [40  5],[34.35294118  5.64705882] ; [38.64705882  6.35294118],0
v2,1,0.448532,0.574359,[15 24] ; [21 24],[16.71428571 22.28571429] ; [19.28571429 25.71428571],0
a8,1,0.469719,0.522637,[ 2 35] ; [ 1 42],[ 1.3875 35.6125] ; [ 1.6125 41.3875],0
v1,1,0.473364,0.514113,[13 27] ; [18 27],[14.58823529 25.41176471] ; [16.41176471 28.58823529],0
a1,1,0.476197,0.507561,[ 2 38] ; [ 1 45],[ 1.39534884 38.60465116] ; [ 1.60465116 44.39534884],0
r1,1,0.489396,0.477853,[25 15] ; [32 14],[26.51162791 13.48837209] ; [30.48837209 15.51162791],0
d2,1,0.496103,0.463263,[12 28] ; [17 29],[13.48837209 26.51162791] ; [15.51162791 30.48837209],0
u1,1,0.502215,0.450254,[ 2 38] ; [ 4 42],[ 2.79069767 37.20930233] ; [ 3.20930233 42.79069767],0
s6,1,0.508427,0.437304,[26 12] ; [33 11],[27.34146341 10.65853659] ; [31.65853659 12.34146341],0
