Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.024582,5.053125,[1 3] ; [31  9],[2.90909091 1.09090909] ; [29.09090909 10.90909091],0
r3,1,0.026237,4.940351,[2 2] ; [36  4],[3.45454545 0.54545455] ; [34.54545455  5.45454545],0
a7,1,0.036636,4.367246,[1 3] ; [30 10],[2.81818182 1.18181818] ; [28.18181818 11.81818182],0
p2,1,0.05181,3.781905,[1 3] ; [29 11],[2.72727273 1.27272727] ; [27.27272727 12.72727273],0
d5,1,0.083551,2.994444,[2 2] ; [34  6],[3.27272727 0.72727273] ; [32.72727273  7.27272727],0
a6,1,0.092036,2.838393,[1 3] ; [27 13],[2.54545455 1.45454545] ; [25.45454545 14.54545455],0
p1,1,0.130258,2.289431,[1 3] ; [ 2 38],[0.27272727 3.72727273] ; [ 2.72727273 37.27272727],0
a5,1,0.17784,1.815579,[1 3] ; [24 16],[2.27272727 1.72727273] ; [22.72727273 17.27272727],0
b2,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
b3,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
n6,1,0.225872,1.466667,[2 2] ; [31  9],[3. 1.] ; [30. 10.],0
r2,1,0.2564,1.288092,[3 1] ; [36  3],[3.62790698 0.37209302] ; [35.37209302  3.62790698],0
n2,1,0.325892,0.965152,[1 1] ; [9 2],[1.53846154 0.46153846] ; [8.46153846 2.53846154],0
s6,1,0.339856,0.910973,[1 3] ; [20 20],[1.90909091 2.09090909] ; [19.09090909 20.90909091],0
a4,1,0.347008,0.884367,[2 2] ; [11 29],[1.18181818 2.81818182] ; [11.81818182 28.18181818],0
n4,1,0.347008,0.884367,[2 2] ; [29 11],[2.81818182 1.18181818] ; [28.18181818 11.81818182],0
d1,1,0.388861,0.7425,[3 1] ; [21 19],[2.18181818 1.81818182] ; [21.81818182 18.18181818],0
b5,1,0.388861,0.7425,[1 3] ; [19 21],[1.81818182 2.18181818] ; [18.18181818 21.81818182],0
n5,1,0.412886,0.670476,[2 2] ; [28 12],[2.72727273 1.27272727] ; [27.27272727 12.72727273],0
p11,1,0.412886,0.670476,[2 2] ; [28 12],[2.72727273 1.27272727] ; [27.27272727 12.72727273],0
s3,1,0.441322,0.592842,[3 1] ; [22 18],[2.27272727 1.72727273] ; [22.72727273 17.27272727],0
p7,1,0.481518,0.495424,[2 2] ; [25 12],[2.63414634 1.36585366] ; [24.36585366 12.63414634],0
a8,1,0.536939,0.381242,[1 3] ; [ 5 32],[0.58536585 3.41463415] ; [ 5.41463415 31.58536585],0
s8,1,0.556901,0.345098,[1 3] ; [16 24],[1.54545455 2.45454545] ; [15.45454545 24.54545455],0
v3,1,0.620236,0.245536,[1 3] ; [15 25],[1.45454545 2.54545455] ; [14.54545455 25.45454545],0
b1,1,0.620236,0.245536,[3 1] ; [25 15],[2.54545455 1.45454545] ; [25.45454545 14.54545455],0
d3,1,0.624458,0.239651,[2 2] ; [25 15],[2.45454545 1.54545455] ; [24.54545455 15.45454545],0
p3,1,0.810899,0.057249,[1 3] ; [12 27],[1.20930233 2.79069767] ; [11.79069767 27.20930233],0
r1,1,0.813142,0.055873,[3 1] ; [32  8],[3.18181818 0.81818182] ; [31.81818182  8.18181818],0
a3,1,0.834464,0.043672,[3 1] ; [28 12],[2.81818182 1.18181818] ; [28.18181818 11.81818182],0
s5,1,0.914754,0.011458,[1 3] ; [11 29],[1.09090909 2.90909091] ; [10.90909091 29.09090909],0
d2,1,0.923961,0.00911,[2 2] ; [19 21],[1.90909091 2.09090909] ; [19.09090909 20.90909091],0
v2,1,0.961037,0.002387,[2 2] ; [19 20],[1.95348837 2.04651163] ; [19.04651163 19.95348837],0
n1,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
v1,1,1.0,0.0,[1 3] ; [10 30],[1. 3.] ; [10. 30.],0
s7,1,1.0,0.0,[2 2] ; [19 19],[2. 2.] ; [19. 19.],0
