Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,26.125761,[15 75] ; [70 70],[33.26086957 56.73913043] ; [51.73913043 88.26086957],1
r3,1,4.7e-05,16.576488,[66 24] ; [130  10],[76.69565217 13.30434783] ; [119.30434783  20.69565217],1
d4,1,0.000207,13.762011,[35 55] ; [90 51],[48.7012987 41.2987013] ; [76.2987013 64.7012987],1
r1,1,0.000412,12.477844,[43 47] ; [100  41],[55.71428571 34.28571429] ; [87.28571429 53.71428571],1
p10,1,0.001395,10.212005,[46 43] ; [98 37],[57.21428571 31.78571429] ; [86.78571429 48.21428571],0
r4,1,0.001949,9.596683,[57 33] ; [115  26],[67.01298701 22.98701299] ; [104.98701299  36.01298701],0
p2,1,0.002375,9.234241,[54 36] ; [110  30],[64.17391304 25.82608696] ; [99.82608696 40.17391304],0
d5,1,0.008149,7.00053,[35 55] ; [80 61],[44.80519481 45.19480519] ; [70.19480519 70.80519481],0
a6,1,0.010153,6.607801,[42 48] ; [90 51],[51.42857143 38.57142857] ; [80.57142857 60.42857143],0
s2,1,0.0136,6.089345,[23 66] ; [59 82],[31.73043478 57.26956522] ; [50.26956522 90.73043478],0
u3,1,0.013909,6.049636,[15 37] ; [32 30],[21.43859649 30.56140351] ; [25.56140351 36.43859649],0
n3,1,0.028643,4.788939,[21 16] ; [29  7],[25.34246575 11.65753425] ; [24.65753425 11.34246575],0
p7,1,0.030407,4.686158,[40 49] ; [80 54],[47.89237668 41.10762332] ; [72.10762332 61.89237668],0
s6,1,0.034714,4.459207,[38 50] ; [80 59],[45.74449339 42.25550661] ; [72.25550661 66.74449339],0
b5,1,0.036285,4.383664,[39 51] ; [81 60],[46.75324675 43.24675325] ; [73.24675325 67.75324675],0
r2,1,0.03777,4.315352,[68 22] ; [120  19],[73.88646288 16.11353712] ; [114.11353712  24.88646288],0
p9,1,0.04003,4.216613,[53 35] ; [99 36],[59.98206278 28.01793722] ; [92.01793722 42.98206278],0
p8,1,0.052981,3.744514,[32 58] ; [67 71],[39.07894737 50.92105263] ; [59.92105263 78.07894737],0
a3,1,0.074126,3.189199,[38 52] ; [76 64],[44.60869565 45.39130435] ; [69.39130435 70.60869565],0
v2,1,0.079281,3.079587,[22 63] ; [50 84],[27.94520548 57.05479452] ; [44.05479452 89.94520548],0
d2,1,0.084451,2.977084,[19 70] ; [ 18 123],[14.3173913 74.6826087] ; [ 22.6826087 118.3173913],0
p12,1,0.090331,2.868468,[ 7 83] ; [  4 135],[ 4.3231441 85.6768559] ; [  6.6768559 132.3231441],0
v4,1,0.091406,2.849429,[74 16] ; [125  14],[78.20960699 11.79039301] ; [120.79039301  18.20960699],0
s5,1,0.102462,2.666799,[16 70] ; [39 99],[21.11607143 64.88392857] ; [ 33.88392857 104.11607143],0
p6,1,0.126444,2.335632,[18 71] ; [41 99],[22.930131 66.069869] ; [ 36.069869 103.930131],0
p4,1,0.14961,2.076224,[33 56] ; [65 74],[38.25438596 50.74561404] ; [59.74561404 79.25438596],0
s3,1,0.151184,2.060266,[35 52] ; [70 70],[40.24229075 46.75770925] ; [64.75770925 75.24229075],0
n5,1,0.214103,1.543465,[62 27] ; [85 53],[57.63436123 31.36563877] ; [89.36563877 48.63436123],0
n1,1,0.215028,1.537246,[11 27] ; [15 20],[13.53424658 24.46575342] ; [12.46575342 22.53424658],0
