Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.597659,[17 41] ; [83 41],[31.86813187 26.13186813] ; [68.13186813 55.86813187],1
d3,1,0.000218,13.672796,[23 35] ; [85 39],[34.41758242 23.58241758] ; [73.58241758 50.41758242],1
n3,1,0.002713,8.991311,[ 8 11] ; [25  5],[12.79591837  6.20408163] ; [20.20408163  9.79591837],0
d1,1,0.003205,8.686819,[13 45] ; [56 68],[21.98901099 36.01098901] ; [47.01098901 76.98901099],0
d5,1,0.003335,8.61438,[32 26] ; [95 29],[40.47252747 17.52747253] ; [86.52747253 37.47252747],0
d4,1,0.005749,7.627255,[35 22] ; [100  24],[42.51381215 14.48618785] ; [92.48618785 31.51381215],0
r4,1,0.005899,7.580945,[48 10] ; [118   6],[52.9010989  5.0989011] ; [113.0989011  10.9010989],0
p2,1,0.016657,5.732157,[36 21] ; [99 25],[42.51381215 14.48618785] ; [92.48618785 31.51381215],0
r2,1,0.017866,5.609193,[50  7] ; [120   4],[53.5359116  3.4640884] ; [116.4640884   7.5359116],0
r3,1,0.04513,4.013769,[51  7] ; [117   5],[54.13333333  3.86666667] ; [113.86666667   8.13333333],0
v4,1,0.089401,2.885133,[51  6] ; [119   5],[53.5359116  3.4640884] ; [116.4640884   7.5359116],0
n6,1,0.099531,2.713048,[39 18] ; [98 25],[43.38333333 13.61666667] ; [93.61666667 29.38333333],0
b1,1,0.12523,2.35066,[26 32] ; [41 83],[21.35164835 36.64835165] ; [45.64835165 78.35164835],0
p12,1,0.132257,2.26581,[ 4 52] ; [  3 120],[ 2.18994413 53.81005587] ; [  4.81005587 118.18994413],0
s5,1,0.136284,2.219418,[18 35] ; [28 93],[14.01149425 38.98850575] ; [31.98850575 89.01149425],0
s4,1,0.160861,1.966112,[13 45] ; [ 17 104],[ 9.72067039 48.27932961] ; [ 20.27932961 100.72067039],0
p9,1,0.175606,1.834425,[37 19] ; [91 29],[40.72727273 15.27272727] ; [87.27272727 32.72727273],0
a4,1,0.214362,1.541721,[15 43] ; [ 22 101],[11.85635359 46.14364641] ; [25.14364641 97.85635359],0
v1,1,0.223228,1.483495,[30 28] ; [50 69],[26.21468927 31.78531073] ; [53.78531073 65.21468927],0
p4,1,0.225038,1.471952,[30 25] ; [55 68],[26.26404494 28.73595506] ; [58.73595506 64.26404494],0
p3,1,0.259236,1.272834,[18 39] ; [50 74],[21.41436464 35.58563536] ; [46.58563536 77.41436464],0
d2,1,0.263887,1.248249,[16 42] ; [25 99],[13.06593407 44.93406593] ; [27.93406593 96.06593407],0
n4,1,0.297346,1.086059,[40 18] ; [75 48],[36.85082873 21.14917127] ; [78.14917127 44.85082873],0
p8,1,0.307791,1.040131,[22 35] ; [57 65],[25.15642458 31.84357542] ; [53.84357542 68.15642458],0
v2,1,0.329234,0.951907,[22 31] ; [58 59],[24.94117647 28.05882353] ; [55.05882353 61.94117647],0
p5,1,0.355162,0.854927,[ 7 49] ; [ 10 113],[ 5.31843575 50.68156425] ; [ 11.68156425 111.31843575],0
b4,1,0.369819,0.804273,[31 27] ; [75 49],[33.78021978 24.21978022] ; [72.21978022 51.78021978],0
b3,1,0.437388,0.603126,[ 9 23] ; [13 49],[ 7.4893617 24.5106383] ; [14.5106383 47.4893617],0
b2,1,0.437388,0.603126,[ 9 23] ; [13 49],[ 7.4893617 24.5106383] ; [14.5106383 47.4893617],0
n1,1,0.457702,0.551509,[ 9 10] ; [11 19],[ 7.75510204 11.24489796] ; [12.24489796 17.75510204],0
n5,1,0.459948,0.546021,[40 16] ; [81 42],[37.8547486 18.1452514] ; [83.1452514 39.8547486],0
p11,1,0.460047,0.545781,[39 19] ; [90 34],[41.10989011 16.89010989] ; [87.89010989 36.10989011],0
s2,1,0.473741,0.513237,[25 32] ; [61 62],[27.23333333 29.76666667] ; [58.76666667 64.23333333],0
u3,1,0.487553,0.481923,[17 12] ; [41 21],[18.48351648 10.51648352] ; [39.51648352 22.48351648],0
p10,1,0.505833,0.442677,[38 18] ; [88 33],[39.86440678 16.13559322] ; [86.13559322 34.86440678],0
v3,1,0.505836,0.442672,[16 39] ; [40 77],[17.90697674 37.09302326] ; [38.09302326 78.90697674],0
p6,1,0.524832,0.404388,[19 36] ; [36 85],[17.1875 37.8125] ; [37.8125 83.1875],0
u4,1,0.580021,0.306201,[ 1 57] ; [  1 123],[ 0.63736264 57.36263736] ; [  1.36263736 122.63736264],0
a8,1,0.585141,0.297997,[ 6 49] ; [16 99],[ 7.11764706 47.88235294] ; [ 14.88235294 100.11764706],0
s7,1,0.607903,0.26324,[23 31] ; [45 72],[21.47368421 32.52631579] ; [46.52631579 70.47368421],0
s1,1,0.727865,0.121081,[ 4 52] ; [  7 114],[ 3.48022599 52.51977401] ; [  7.51977401 113.48022599],0
s3,1,0.757369,0.095442,[33 24] ; [73 48],[33.94382022 23.05617978] ; [72.05617978 48.94382022],0
s8,1,0.757582,0.095269,[21 37] ; [42 82],[20.07692308 37.92307692] ; [42.92307692 81.07692308],0
s6,1,0.757695,0.095178,[34 21] ; [79 44],[34.91573034 20.08426966] ; [78.08426966 44.91573034],0
a1,1,0.765638,0.088855,[ 1 57] ; [  3 121],[ 1.27472527 56.72527473] ; [  2.72527473 121.27472527],0
n2,1,0.765992,0.088578,[13  6] ; [21  8],[13.45833333  5.54166667] ; [20.54166667  8.45833333],0
b5,1,0.81113,0.057106,[34 24] ; [75 49],[34.73626374 23.26373626] ; [74.26373626 49.73626374],0
u1,1,0.848609,0.03644,[ 2 56] ; [  5 119],[ 2.23076923 55.76923077] ; [  4.76923077 119.23076923],0
u2,1,0.853882,0.033917,[17 12] ; [37 24],[17.4 11.6] ; [36.6 24.4],0
p7,1,0.861007,0.030657,[31 23] ; [70 49],[31.52601156 22.47398844] ; [69.47398844 49.52601156],0
p1,1,0.943158,0.005084,[ 5 53] ; [ 11 112],[ 5.12707182 52.87292818] ; [ 10.87292818 112.12707182],0
a3,1,1.0,0.0,[29 29] ; [61 61],[29. 29.] ; [61. 61.],0
