Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000795,11.252104,[ 5 29] ; [14 11],[10.94915254 23.05084746] ; [ 8.05084746 16.94915254],1
p6,1,0.001592,9.969331,[ 1 31] ; [ 9 17],[ 5.51724138 26.48275862] ; [ 4.48275862 21.51724138],0
s3,1,0.003509,8.522009,[ 4 29] ; [12 14],[ 8.94915254 24.05084746] ; [ 7.05084746 18.94915254],0
p2,1,0.007783,7.082751,[16 18] ; [21  5],[20.96666667 13.03333333] ; [16.03333333  9.96666667],0
p11,1,0.010645,6.523594,[15 19] ; [20  6],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
n3,1,0.012419,6.25,[6 9] ; [9 1],[9. 6.] ; [6. 4.],0
p4,1,0.014435,5.984163,[ 9 25] ; [15 11],[13.6 20.4] ; [10.4 15.6],0
b3,1,0.020137,5.4,[ 8 12] ; [ 1 15],[ 5. 15.] ; [ 4. 12.],0
b2,1,0.020137,5.4,[ 8 12] ; [ 1 15],[ 5. 15.] ; [ 4. 12.],0
n6,1,0.034542,4.467674,[23 10] ; [11 15],[19.01694915 13.98305085] ; [14.98305085 11.01694915],0
d1,1,0.037142,4.343891,[10 24] ; [ 2 24],[ 6.8 27.2] ; [ 5.2 20.8],0
p3,1,0.041205,4.16755,[ 5 28] ; [10 16],[ 8.38983051 24.61016949] ; [ 6.61016949 19.38983051],0
u3,1,0.060463,3.524627,[ 2 17] ; [5 8],[ 4.15625 14.84375] ; [ 2.84375 10.15625],0
s4,1,0.068201,3.325792,[ 4 30] ; [ 8 18],[ 6.8 27.2] ; [ 5.2 20.8],0
r4,1,0.068201,3.325792,[ 4 30] ; [ 8 18],[ 6.8 27.2] ; [ 5.2 20.8],0
p9,1,0.087308,2.923322,[15 17] ; [18  8],[18.20689655 13.79310345] ; [14.79310345 11.20689655],0
p10,1,0.091185,2.853334,[13 20] ; [16 10],[16.22033898 16.77966102] ; [12.77966102 13.22033898],0
b4,1,0.094249,2.800259,[23 11] ; [12 14],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
s6,1,0.113192,2.509075,[ 9 25] ; [12 14],[11.9 22.1] ; [ 9.1 16.9],0
s8,1,0.125475,2.347618,[ 3 31] ; [ 6 20],[ 5.1 28.9] ; [ 3.9 22.1],0
u2,1,0.130995,2.28067,[ 8 11] ; [9 4],[10.09375  8.90625] ; [6.90625 6.09375],0
