Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,62.49153,[ 33 132] ; [153 106],[72.38207547 92.61792453] ; [113.61792453 145.38207547],1
v1,1,0.0,33.671389,[71 94] ; [186  75],[99.54225352 65.45774648] ; [157.45774648 103.54225352],1
a5,1,0.00127,10.385586,[118  52] ; [219  46],[131.70114943  38.29885057] ; [205.29885057  59.70114943],0
d5,1,0.001426,10.171988,[128  41] ; [232  33],[140.1843318  28.8156682] ; [219.8156682  45.1843318],0
r1,1,0.003577,8.487211,[124  45] ; [223  40],[135.74768519  33.25231481] ; [211.25231481  51.74768519],0
a3,1,0.006223,7.484482,[109  60] ; [203  62],[121.49308756  47.50691244] ; [190.50691244  74.49308756],0
b1,1,0.006388,7.437491,[82 88] ; [ 93 172],[ 68.3908046 101.6091954] ; [106.6091954 158.3908046],0
p12,1,0.007567,7.133195,[  9 161] ; [ 35 230],[ 17.1954023 152.8045977] ; [ 26.8045977 238.1954023],0
d1,1,0.007925,7.050279,[92 78] ; [177  88],[105.12643678  64.87356322] ; [163.87356322 101.12643678],0
a2,1,0.013591,6.090544,[ 31 139] ; [ 76 189],[ 41.81609195 128.18390805] ; [ 65.18390805 199.81609195],0
p8,1,0.016081,5.793965,[94 74] ; [178  86],[105.77777778  62.22222222] ; [166.22222222  97.77777778],0
u1,1,0.018278,5.569293,[ 23 147] ; [ 60 205],[ 32.43678161 137.56321839] ; [ 50.56321839 214.43678161],0
n2,1,0.021008,5.326163,[19 15] ; [36  9],[23.67088608 10.32911392] ; [31.32911392 13.67088608],0
s1,1,0.023559,5.126806,[ 10 156] ; [  5 258],[  5.8041958 160.1958042] ; [  9.1958042 253.8041958],0
r3,1,0.028488,4.798304,[158  12] ; [257   7],[162.55760369   7.44239631] ; [252.44239631  11.55760369],0
d3,1,0.037838,4.312296,[112  58] ; [199  66],[121.54022989  48.45977011] ; [189.45977011  75.54022989],0
d2,1,0.04171,4.146952,[77 93] ; [146 118],[87.35023041 82.64976959] ; [135.64976959 128.35023041],0
r4,1,0.044414,4.040742,[148  22] ; [246  19],[153.97701149  16.02298851] ; [240.02298851  24.97701149],0
a6,1,0.046368,3.968163,[105  65] ; [188  77],[114.50574713  55.49425287] ; [178.49425287  86.50574713],0
n5,1,0.050218,3.834178,[127  42] ; [218  45],[134.96527778  34.03472222] ; [210.03472222  52.96527778],0
a7,1,0.050239,3.833452,[117  53] ; [204  60],[125.73732719  44.26267281] ; [195.26267281  68.73732719],0
p11,1,0.054156,3.707893,[132  38] ; [225  40],[139.51724138  30.48275862] ; [217.48275862  47.51724138],0
r2,1,0.065704,3.387216,[152  16] ; [249  13],[156.66976744  11.33023256] ; [244.33023256  17.66976744],0
n3,1,0.088465,2.902078,[20 13] ; [36 10],[23.39240506  9.60759494] ; [32.60759494 13.39240506],0
p3,1,0.098066,2.736724,[103  66] ; [182  83],[110.97926267  58.02073733] ; [174.02073733  90.97926267],0
p10,1,0.108179,2.580623,[136  31] ; [230  34],[141.81438515  25.18561485] ; [224.18561485  39.81438515],0
d4,1,0.131344,2.276551,[134  35] ; [225  40],[139.79493088  29.20506912] ; [219.20506912  45.79493088],0
s7,1,0.145295,2.120963,[80 81] ; [142 107],[87.17560976 73.82439024] ; [134.82439024 114.17560976],0
p9,1,0.192833,1.695842,[144  26] ; [234  29],[148.40646651  21.59353349] ; [229.59353349  33.40646651],0
p6,1,0.232719,1.424167,[72 97] ; [127 135],[78.03016241 90.96983759] ; [120.96983759 141.03016241],0
p7,1,0.258216,1.278295,[116  53] ; [193  69],[121.16241299  47.83758701] ; [187.83758701  74.16241299],0
p2,1,0.26154,1.260589,[148  21] ; [241  24],[151.47695853  17.52304147] ; [237.52304147  27.47695853],0
s8,1,0.26652,1.23457,[77 93] ; [133 129],[82.63888889 87.36111111] ; [127.36111111 134.63888889],0
s6,1,0.284423,1.145833,[112  57] ; [185  75],[117.  52.] ; [180.  80.],0
s5,1,0.317183,1.000525,[ 52 114] ; [ 93 165],[ 56.76886792 109.23113208] ; [ 88.23113208 169.76886792],0
n4,1,0.377737,0.778053,[136  33] ; [222  43],[139.40552995  29.59447005] ; [218.59447005  46.40552995],0
s2,1,0.380593,0.768785,[83 86] ; [140 122],[87.44083527 81.55916473] ; [135.55916473 126.44083527],0
a1,1,0.45485,0.558537,[  8 162] ; [ 17 248],[  9.77011494 160.22988506] ; [ 15.22988506 249.77011494],0
n6,1,0.504109,0.446275,[144  25] ; [230  33],[146.31018519  22.68981481] ; [227.68981481  35.31018519],0
u2,1,0.528301,0.397658,[34 26] ; [38 23],[35.70247934 24.29752066] ; [36.29752066 24.70247934],0
b4,1,0.615945,0.251608,[94 76] ; [153 112],[96.52873563 73.47126437] ; [150.47126437 114.52873563],0
p1,1,0.657781,0.196231,[ 19 151] ; [ 26 238],[ 17.62672811 152.37327189] ; [ 27.37327189 236.62672811],0
u4,1,0.679043,0.171205,[  4 166] ; [  8 257],[  4.68965517 165.31034483] ; [  7.31034483 257.68965517],0
u3,1,0.686215,0.163213,[35 24] ; [39 23],[36.08264463 22.91735537] ; [37.91735537 24.08264463],0
b5,1,0.704305,0.144032,[100  70] ; [151 114],[98.09195402 71.90804598] ; [152.90804598 112.09195402],0
b2,1,0.721194,0.127351,[46 65] ; [ 70 108],[44.55363322 66.44636678] ; [ 71.44636678 106.55363322],0
b3,1,0.721194,0.127351,[46 65] ; [ 70 108],[44.55363322 66.44636678] ; [ 71.44636678 106.55363322],0
s3,1,0.758944,0.094168,[94 74] ; [141 118],[92.45901639 75.54098361] ; [142.54098361 116.45901639],0
a8,1,0.76758,0.087345,[ 25 130] ; [ 35 198],[ 23.96907216 131.03092784] ; [ 36.03092784 196.96907216],0
p5,1,0.768366,0.086738,[ 27 139] ; [ 46 219],[ 28.11600928 137.88399072] ; [ 44.88399072 220.11600928],0
v4,1,0.903811,0.014604,[162   8] ; [249  13],[161.73611111   8.26388889] ; [249.26388889  12.73611111],0
n1,1,0.925653,0.008708,[14 20] ; [19 26],[14.20253165 19.79746835] ; [18.79746835 26.20253165],0
a4,1,0.963636,0.002079,[79 90] ; [124 140],[79.23094688 89.76905312] ; [123.76905312 140.23094688],0
