Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.298886,[ 7 21] ; [87 36],[17.43046358 10.56953642] ; [76.56953642 46.43046358],1
s5,1,0.671856,0.179438,[10 17] ; [39 80],[ 9.06164384 17.93835616] ; [39.93835616 79.06164384],0
r4,1,0.675289,0.175478,[26  2] ; [112  12],[25.42105263  2.57894737] ; [112.57894737  11.42105263],0
b5,1,0.675605,0.175115,[15 13] ; [61 63],[14. 14.] ; [62. 62.],0
d1,1,0.678746,0.171541,[19  9] ; [79 45],[18.05263158  9.94736842] ; [79.94736842 44.05263158],0
u3,1,0.694618,0.154132,[5 2] ; [21 12],[4.55 2.45] ; [21.45 11.55],0
a5,1,0.730268,0.118866,[21  7] ; [89 35],[20.26315789  7.73684211] ; [89.73684211 34.26315789],0
s1,1,0.760619,0.092823,[ 1 27] ; [  6 116],[ 1.30666667 26.69333333] ; [  5.69333333 116.30666667],0
a6,1,0.788538,0.071936,[18 10] ; [83 41],[18.60526316  9.39473684] ; [82.39473684 41.60526316],0
s4,1,0.807867,0.059136,[ 6 22] ; [29 94],[ 6.49006623 21.50993377] ; [28.50993377 94.49006623],0
d3,1,0.852681,0.034484,[18 10] ; [82 42],[18.42105263  9.57894737] ; [81.57894737 42.42105263],0
r2,1,0.852932,0.034365,[26  2] ; [112  10],[25.76  2.24] ; [112.24   9.76],0
d5,1,0.855447,0.033187,[23  5] ; [100  24],[22.65789474  5.34210526] ; [100.34210526  23.65789474],0
a3,1,0.861034,0.030645,[21  7] ; [91 33],[20.63157895  7.36842105] ; [91.36842105 32.63157895],0
p1,1,0.87024,0.026684,[ 2 26] ; [ 10 114],[ 2.21052632 25.78947368] ; [  9.78947368 114.21052632],0
r1,1,0.880514,0.022596,[22  6] ; [99 25],[22.28947368  5.71052632] ; [98.71052632 25.28947368],0
r3,1,0.893988,0.017758,[26  2] ; [116   8],[26.15789474  1.84210526] ; [115.84210526   8.15789474],0
