Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.298886,[ 7 21] ; [87 36],[17.43046358 10.56953642] ; [76.56953642 46.43046358],1
p8,1,8e-06,19.930872,[ 4 24] ; [75 48],[14.64900662 13.35099338] ; [64.35099338 58.64900662],1
p4,1,0.000669,11.573339,[ 9 19] ; [83 41],[16.94736842 11.05263158] ; [75.05263158 48.94736842],1
p3,1,0.004339,8.136383,[ 7 21] ; [68 56],[13.81578947 14.18421053] ; [61.18421053 62.81578947],0
n1,1,0.014178,6.0158,[6 2] ; [11 27],[2.95652174 5.04347826] ; [14.04347826 23.95652174],0
s3,1,0.018304,5.566773,[15 13] ; [94 30],[20.07894737  7.92105263] ; [88.92105263 35.07894737],0
s2,1,0.027179,4.879401,[13 15] ; [85 39],[18.05263158  9.94736842] ; [79.94736842 44.05263158],0
b1,1,0.027235,4.875864,[17 11] ; [47 77],[11.78947368 16.21052632] ; [52.21052632 71.78947368],0
p9,1,0.040012,4.217358,[20  8] ; [108  16],[23.57894737  4.42105263] ; [104.42105263  19.57894737],0
p12,1,0.053241,3.736327,[ 5 23] ; [  8 115],[ 2.41059603 25.58940397] ; [ 10.58940397 112.41059603],0
p6,1,0.057373,3.611754,[ 6 22] ; [50 73],[10.38410596 17.61589404] ; [45.61589404 77.38410596],0
p11,1,0.077459,3.117436,[18 10] ; [99 25],[21.55263158  6.44736842] ; [95.44736842 28.55263158],0
v3,1,0.08619,2.944125,[13 14] ; [37 83],[ 9.18367347 17.81632653] ; [40.81632653 79.18367347],0
v4,1,0.152663,2.045443,[25  3] ; [119   5],[26.52631579  1.47368421] ; [117.47368421   6.52631579],0
a8,1,0.157916,1.994071,[ 1 25] ; [ 16 100],[ 3.11267606 22.88732394] ; [ 13.88732394 102.11267606],0
b4,1,0.158991,1.983799,[19  9] ; [66 58],[15.65789474 12.34210526] ; [69.34210526 54.65789474],0
b2,1,0.172221,1.863507,[ 6 18] ; [28 41],[ 8.77419355 15.22580645] ; [25.22580645 43.77419355],0
b3,1,0.172221,1.863507,[ 6 18] ; [28 41],[ 8.77419355 15.22580645] ; [25.22580645 43.77419355],0
a1,1,0.205619,1.602006,[ 2 26] ; [  3 121],[ 0.92105263 27.07894737] ; [  4.07894737 119.92105263],0
u2,1,0.20586,1.600304,[6 1] ; [20 13],[4.55 2.45] ; [21.45 11.55],0
a2,1,0.211149,1.563529,[10 18] ; [30 94],[ 7.36842105 20.63157895] ; [32.63157895 91.36842105],0
n3,1,0.240508,1.377615,[7 1] ; [26 13],[5.61702128 2.38297872] ; [27.38297872 11.61702128],0
p5,1,0.253264,1.305207,[ 1 27] ; [ 13 111],[ 2.57894737 25.42105263] ; [ 11.42105263 112.57894737],0
n6,1,0.257242,1.283542,[26  2] ; [105  19],[24.13157895  3.86842105] ; [106.86842105  17.13157895],0
d2,1,0.287742,1.130155,[18 10] ; [66 58],[15.47368421 12.52631579] ; [68.52631579 55.47368421],0
n2,1,0.293579,1.103134,[7 2] ; [23 16],[5.625 3.375] ; [24.375 14.625],0
a4,1,0.309101,1.034513,[14 14] ; [49 75],[11.60526316 16.39473684] ; [51.39473684 72.60526316],0
v2,1,0.328835,0.953481,[14 12] ; [52 68],[11.75342466 14.24657534] ; [54.24657534 65.75342466],0
u1,1,0.329583,0.950536,[ 8 20] ; [25 99],[ 6.07894737 21.92105263] ; [26.92105263 97.07894737],0
s7,1,0.330527,0.946832,[21  5] ; [85 34],[19.00689655  6.99310345] ; [86.99310345 32.00689655],0
n5,1,0.403397,0.698177,[22  6] ; [87 36],[20.21192053  7.78807947] ; [88.78807947 34.21192053],0
n4,1,0.421988,0.644773,[23  5] ; [93 31],[21.36842105  6.63157895] ; [94.63157895 29.36842105],0
p10,1,0.431153,0.619715,[22  6] ; [105  19],[23.39473684  4.60526316] ; [103.60526316  20.39473684],0
a7,1,0.486952,0.483255,[18 10] ; [88 36],[19.52631579  8.47368421] ; [86.47368421 37.52631579],0
d4,1,0.531995,0.39058,[24  4] ; [100  24],[22.84210526  5.15789474] ; [101.15789474  22.84210526],0
s6,1,0.587254,0.294653,[22  6] ; [102  21],[22.99337748  5.00662252] ; [101.00662252  21.99337748],0
