Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,64.453449,[91  4] ; [11 25],[73.96946565 21.03053435] ; [28.03053435  7.96946565],1
v4,1,0.0,60.597182,[91  4] ; [12 24],[74.69465649 20.30534351] ; [28.30534351  7.69465649],1
r1,1,0.0,40.673433,[81 14] ; [10 26],[65.99236641 29.00763359] ; [25.00763359 10.99236641],1
s6,1,0.0,30.699601,[64 30] ; [ 5 31],[49.89230769 44.10769231] ; [19.10769231 16.89230769],1
r2,1,0.0,29.18801,[92  2] ; [21 12],[83.63779528 10.36220472] ; [29.36220472  3.63779528],1
n6,1,0.0,25.912758,[83 11] ; [16 19],[72.13953488 21.86046512] ; [26.86046512  8.13953488],1
p11,1,3e-06,21.941458,[69 26] ; [10 26],[57.29007634 37.70992366] ; [21.70992366 14.29007634],1
s8,1,0.000109,14.97865,[45 49] ; [ 4 32],[35.43076923 58.56923077] ; [13.56923077 22.43076923],1
p10,1,0.000278,13.210316,[63 31] ; [11 24],[53.92248062 40.07751938] ; [20.07751938 14.92248062],1
p9,1,0.000505,12.098407,[67 28] ; [12 21],[58.6328125 36.3671875] ; [20.3671875 12.6328125],1
n3,1,0.000652,11.621125,[19  2] ; [ 9 13],[13.6744186  7.3255814] ; [14.3255814  7.6744186],1
s2,1,0.000659,11.601519,[46 47] ; [ 6 30],[37.48837209 55.51162791] ; [14.51162791 21.48837209],1
s5,1,0.000707,11.470899,[28 61] ; [ 1 34],[20.81451613 68.18548387] ; [ 8.18548387 26.81451613],1
u3,1,0.0047,7.991467,[22 14] ; [ 2 11],[17.63265306 18.36734694] ; [6.36734694 6.63265306],0
a1,1,0.008522,6.920366,[ 6 89] ; [ 8 28],[10.15267176 84.84732824] ; [ 3.84732824 32.15267176],0
p7,1,0.009392,6.746643,[36 56] ; [ 5 29],[29.93650794 62.06349206] ; [11.06349206 22.93650794],0
p4,1,0.009954,6.643116,[32 61] ; [ 4 31],[26.15625 66.84375] ; [ 9.84375 25.15625],0
v1,1,0.01074,6.507774,[41 51] ; [ 7 28],[34.77165354 57.22834646] ; [13.22834646 21.77165354],0
b5,1,0.014406,5.987719,[57 38] ; [13 23],[50.76335878 44.23664122] ; [19.23664122 16.76335878],0
v2,1,0.014887,5.929763,[49 42] ; [10 24],[42.952 48.048] ; [16.048 17.952],0
p6,1,0.016573,5.741043,[23 71] ; [ 2 33],[18.21705426 75.78294574] ; [ 6.78294574 28.21705426],0
a7,1,0.018292,5.567948,[66 29] ; [17 19],[60.19083969 34.80916031] ; [22.80916031 13.19083969],0
p3,1,0.024443,5.062887,[38 56] ; [ 7 29],[32.53846154 61.46153846] ; [12.46153846 23.53846154],0
s7,1,0.032343,4.58021,[42 48] ; [ 9 26],[36.72 53.28] ; [14.28 20.72],0
u2,1,0.035774,4.407836,[20 15] ; [ 3 10],[16.77083333 18.22916667] ; [6.22916667 6.77083333],0
s3,1,0.046901,3.948919,[47 45] ; [11 24],[42.01574803 49.98425197] ; [15.98425197 19.01574803],0
v3,1,0.052412,3.762562,[38 49] ; [ 9 27],[33.24390244 53.75609756] ; [13.75609756 22.24390244],0
d2,1,0.065451,3.393579,[41 51] ; [22 13],[45.63779528 46.36220472] ; [17.36220472 17.63779528],0
p1,1,0.11205,2.525074,[ 7 88] ; [ 6 30],[ 9.42748092 85.57251908] ; [ 3.57251908 32.42748092],0
n2,1,0.12858,2.309566,[20  4] ; [14  8],[17.73913043  6.26086957] ; [16.26086957  5.73913043],0
p12,1,0.153431,2.037807,[10 85] ; [ 1 35],[ 7.97709924 87.02290076] ; [ 3.02290076 32.97709924],0
d3,1,0.181721,1.783495,[56 37] ; [17 19],[52.62790698 40.37209302] ; [20.37209302 15.62790698],0
u1,1,0.189143,1.724281,[20 75] ; [ 4 32],[17.40458015 77.59541985] ; [ 6.59541985 29.40458015],0
d4,1,0.19618,1.670586,[70 23] ; [23 13],[67.04651163 25.95348837] ; [25.95348837 10.04651163],0
a5,1,0.228123,1.452524,[66 29] ; [21 15],[63.09160305 31.90839695] ; [23.90839695 12.09160305],0
a6,1,0.239506,1.383498,[62 31] ; [20 16],[59.11627907 33.88372093] ; [22.88372093 13.11627907],0
b2,1,0.326385,0.963188,[25 43] ; [12 13],[27.05376344 40.94623656] ; [ 9.94623656 15.05376344],0
