Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.017782,5.617521,[21 23] ; [25 67],[14.88235294 29.11764706] ; [31.11764706 60.88235294],0
n5,1,0.041244,4.165944,[10 33] ; [38 54],[15.28888889 27.71111111] ; [32.71111111 59.28888889],0
r4,1,0.041641,4.149746,[34 10] ; [83  9],[37.85294118  6.14705882] ; [79.14705882 12.85294118],0
r2,1,0.054654,3.692607,[38  6] ; [87  4],[40.74074074  3.25925926] ; [84.25925926  6.74074074],0
v4,1,0.054654,3.692607,[38  6] ; [87  4],[40.74074074  3.25925926] ; [84.25925926  6.74074074],0
p10,1,0.082007,3.024664,[28 15] ; [72 19],[32.08955224 10.91044776] ; [67.91044776 23.08955224],0
u2,1,0.09992,2.706816,[13  5] ; [17 18],[10.18867925  7.81132075] ; [19.81132075 15.18867925],0
p9,1,0.131711,2.272216,[31 12] ; [75 15],[34.27067669  8.72932331] ; [71.72932331 18.27067669],0
s4,1,0.13255,2.262382,[11 33] ; [35 57],[14.88235294 29.11764706] ; [31.11764706 60.88235294],0
b4,1,0.147584,2.097041,[23 21] ; [60 32],[26.85294118 17.14705882] ; [56.14705882 35.85294118],0
r3,1,0.168609,1.895271,[40  3] ; [90  2],[41.40740741  1.59259259] ; [88.59259259  3.40740741],0
u1,1,0.169089,1.891004,[ 2 42] ; [11 81],[ 4.20588235 39.79411765] ; [ 8.79411765 83.20588235],0
v3,1,0.174078,1.847473,[ 9 32] ; [30 59],[12.3 28.7] ; [26.7 62.3],0
b5,1,0.186112,1.748128,[23 21] ; [59 33],[26.52941176 17.47058824] ; [55.47058824 36.52941176],0
p11,1,0.227103,1.458914,[26 18] ; [64 28],[29.11764706 14.88235294] ; [60.88235294 31.11764706],0
s3,1,0.22907,1.446624,[32 12] ; [56 34],[28.89552239 15.10447761] ; [59.10447761 30.89552239],0
p3,1,0.281528,1.159701,[22 22] ; [37 55],[19.08823529 24.91176471] ; [39.91176471 52.08823529],0
a4,1,0.318869,0.99358,[12 32] ; [33 59],[14.55882353 29.44117647] ; [30.44117647 61.55882353],0
d4,1,0.323065,0.9765,[38  6] ; [73 19],[35.91176471  8.08823529] ; [75.08823529 16.91176471],0
p4,1,0.326459,0.962891,[25 19] ; [44 48],[22.32352941 21.67647059] ; [46.67647059 45.32352941],0
p6,1,0.333139,0.936655,[13 29] ; [21 70],[10.73684211 31.26315789] ; [23.26315789 67.73684211],0
s8,1,0.339349,0.912891,[22 22] ; [38 54],[19.41176471 24.58823529] ; [40.58823529 51.41176471],0
p1,1,0.34231,0.901762,[ 5 39] ; [ 6 85],[ 3.58518519 40.41481481] ; [ 7.41481481 83.58518519],0
a5,1,0.343331,0.897952,[26 18] ; [62 30],[28.47058824 15.52941176] ; [59.52941176 32.47058824],0
d1,1,0.388173,0.744657,[25 19] ; [45 47],[22.64705882 21.35294118] ; [47.35294118 44.64705882],0
n1,1,0.391382,0.734643,[ 6 10] ; [ 9 26],[ 4.70588235 11.29411765] ; [10.29411765 24.70588235],0
d5,1,0.473487,0.513827,[35  9] ; [68 24],[33.32352941 10.67647059] ; [69.67647059 22.32352941],0
s5,1,0.478505,0.502268,[17 26] ; [41 48],[18.89393939 24.10606061] ; [39.10606061 49.89393939],0
u3,1,0.495373,0.464835,[13  5] ; [22 13],[11.88679245  6.11320755] ; [23.11320755 11.88679245],0
n2,1,0.523373,0.40724,[11  5] ; [27  8],[11.92156863  4.07843137] ; [26.07843137  8.92156863],0
p8,1,0.544388,0.367467,[22 20] ; [43 49],[20.37313433 21.62686567] ; [44.62686567 47.37313433],0
p12,1,0.54744,0.361923,[ 1 43] ; [ 4 88],[ 1.61764706 42.38235294] ; [ 3.38235294 88.61764706],0
s2,1,0.570091,0.32253,[29 15] ; [56 36],[27.5 16.5] ; [57.5 34.5],0
a7,1,0.571456,0.320252,[32 12] ; [71 21],[33.32352941 10.67647059] ; [69.67647059 22.32352941],0
a6,1,0.613451,0.255181,[32 12] ; [63 29],[30.73529412 13.26470588] ; [64.26470588 27.73529412],0
a3,1,0.652444,0.202833,[25 19] ; [56 36],[26.20588235 17.79411765] ; [54.79411765 37.20588235],0
d2,1,0.654706,0.200018,[15 29] ; [35 57],[16.17647059 27.82352941] ; [33.82352941 58.17647059],0
a8,1,0.706528,0.14177,[ 2 39] ; [ 3 83],[ 1.61417323 39.38582677] ; [ 3.38582677 82.61417323],0
a1,1,0.709581,0.138696,[ 2 42] ; [ 3 89],[ 1.61764706 42.38235294] ; [ 3.38235294 88.61764706],0
s7,1,0.718628,0.129811,[20 23] ; [38 50],[19.03816794 23.96183206] ; [38.96183206 49.03816794],0
