Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.248332,[95 16] ; [14 24],[81.20134228 29.79865772] ; [27.79865772 10.20134228],1
n6,1,5e-05,16.449047,[102  10] ; [24 14],[94.08 17.92] ; [31.92  6.08],1
p10,1,0.006325,7.455341,[86 22] ; [21 16],[79.69655172 28.30344828] ; [27.30344828  9.69655172],0
p9,1,0.010339,6.575548,[90 19] ; [23 14],[84.3630137 24.6369863] ; [28.6369863  8.3630137],0
p5,1,0.047068,3.942974,[16 94] ; [ 1 37],[12.63513514 97.36486486] ; [ 4.36486486 33.63513514],0
p3,1,0.060898,3.51276,[57 53] ; [13 25],[52.02702703 57.97297297] ; [17.97297297 20.02702703],0
v3,1,0.079529,3.074499,[44 65] ; [ 9 28],[39.56849315 69.43150685] ; [13.43150685 23.56849315],0
s5,1,0.087645,2.917098,[30 77] ; [ 5 31],[26.18881119 80.81118881] ; [ 8.81118881 27.18881119],0
p11,1,0.088092,2.908896,[89 23] ; [25 13],[85.12 26.88] ; [28.88  9.12],0
d5,1,0.141028,2.166701,[58 54] ; [14 23],[54.12080537 57.87919463] ; [17.87919463 19.12080537],0
s6,1,0.190842,1.711107,[68 39] ; [19 18],[64.64583333 42.35416667] ; [22.35416667 14.64583333],0
s7,1,0.195279,1.677332,[46 57] ; [12 25],[42.67142857 60.32857143] ; [15.32857143 21.67142857],0
u3,1,0.206089,1.598687,[25 29] ; [12  7],[27.36986301 26.63013699] ; [9.63013699 9.36986301],0
p8,1,0.285795,1.139325,[53 54] ; [15 23],[50.17931034 56.82068966] ; [17.82068966 20.17931034],0
s4,1,0.313756,1.014797,[18 92] ; [ 9 29],[20.06756757 89.93243243] ; [ 6.93243243 31.06756757],0
p4,1,0.321187,0.984105,[60 51] ; [17 21],[57.36241611 53.63758389] ; [19.63758389 18.36241611],0
v1,1,0.343362,0.897838,[54 55] ; [15 22],[51.51369863 57.48630137] ; [17.48630137 19.51369863],0
d2,1,0.351389,0.868433,[29 83] ; [ 7 31],[26.88 85.12] ; [ 9.12 28.88],0
v2,1,0.357285,0.847414,[48 55] ; [14 23],[45.61428571 57.38571429] ; [16.38571429 20.61428571],0
b2,1,0.367205,0.8131,[17 49] ; [ 4 20],[15.4 50.6] ; [ 5.6 18.4],0
b3,1,0.367205,0.8131,[17 49] ; [ 4 20],[15.4 50.6] ; [ 5.6 18.4],0
a4,1,0.379041,0.773809,[28 82] ; [ 7 31],[26.01351351 83.98648649] ; [ 8.98648649 29.01351351],0
b5,1,0.399191,0.710761,[65 47] ; [25 13],[67.2 44.8] ; [22.8 15.2],0
a1,1,0.419391,0.652021,[  1 111] ; [ 1 37],[  1.49333333 110.50666667] ; [ 0.50666667 37.49333333],0
n1,1,0.473289,0.514286,[11 13] ; [4 8],[10. 14.] ; [5. 7.],0
d1,1,0.491256,0.473774,[  6 106] ; [ 1 37],[  5.22666667 106.77333333] ; [ 1.77333333 36.22666667],0
p7,1,0.5275,0.399206,[66 42] ; [21 17],[64.35616438 43.64383562] ; [22.64383562 15.35616438],0
b4,1,0.571456,0.320253,[59 53] ; [18 20],[57.49333333 54.50666667] ; [19.50666667 18.49333333],0
d3,1,0.580057,0.306143,[31 81] ; [12 25],[32.32214765 79.67785235] ; [10.67785235 26.32214765],0
s8,1,0.592794,0.286003,[43 67] ; [13 25],[41.62162162 68.37837838] ; [14.37837838 23.62162162],0
u2,1,0.61519,0.252687,[22 32] ; [ 9 10],[22.93150685 31.06849315] ; [ 8.06849315 10.93150685],0
r2,1,0.61836,0.248179,[107   5] ; [37  1],[107.52   4.48] ; [36.48  1.52],0
p6,1,0.644078,0.213449,[33 76] ; [10 28],[31.88435374 77.11564626] ; [11.11564626 26.88435374],0
s3,1,0.655403,0.199156,[58 49] ; [19 19],[56.82068966 50.17931034] ; [20.17931034 17.82068966],0
p12,1,0.670484,0.181036,[  8 102] ; [ 2 36],[  7.43243243 102.56756757] ; [ 2.56756757 35.43243243],0
a8,1,0.674917,0.175905,[14 87] ; [ 4 32],[13.27007299 87.72992701] ; [ 4.72992701 31.27007299],0
s2,1,0.712536,0.135757,[42 67] ; [13 24],[41.06164384 67.93835616] ; [13.93835616 23.06164384],0
v4,1,0.730625,0.118539,[110   2] ; [36  1],[109.74496644   2.25503356] ; [36.25503356  0.74496644],0
n2,1,0.736692,0.113056,[22  3] ; [11  1],[22.2972973  2.7027027] ; [10.7027027  1.2972973],0
a7,1,0.739669,0.110418,[73 39] ; [23 14],[72.16107383 39.83892617] ; [23.83892617 13.16107383],0
b1,1,0.752246,0.099654,[41 71] ; [15 23],[41.81333333 70.18666667] ; [14.18666667 23.81333333],0
p2,1,0.806263,0.060148,[84 27] ; [28 10],[83.43624161 27.56375839] ; [28.56375839  9.43624161],0
a3,1,0.810484,0.057505,[58 53] ; [19 19],[57.36241611 53.63758389] ; [19.63758389 18.36241611],0
a2,1,0.844819,0.038312,[ 10 102] ; [ 3 35],[  9.70666667 102.29333333] ; [ 3.29333333 34.70666667],0
p1,1,0.847638,0.036915,[16 95] ; [ 5 33],[15.6442953 95.3557047] ; [ 5.3557047 32.6442953],0
r1,1,0.903774,0.014616,[85 25] ; [29  9],[84.72972973 25.27027027] ; [29.27027027  8.72972973],0
a6,1,0.905893,0.013976,[69 43] ; [23 15],[68.69333333 43.30666667] ; [23.30666667 14.69333333],0
a5,1,0.915664,0.011214,[63 49] ; [21 17],[62.72 49.28] ; [21.28 16.72],0
s1,1,0.93635,0.006377,[  6 101] ; [ 2 36],[  5.90344828 101.09655172] ; [ 2.09655172 35.90344828],0
n3,1,0.940753,0.005524,[22  2] ; [10  1],[21.94285714  2.05714286] ; [10.05714286  0.94285714],0
