Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.002021,9.530319,[21 13] ; [ 5 19],[15.24137931 18.75862069] ; [10.75862069 13.24137931],0
p10,1,0.007602,7.124916,[19 15] ; [ 5 19],[14.06896552 19.93103448] ; [ 9.93103448 14.06896552],0
u2,1,0.008386,6.949091,[9 6] ; [ 1 10],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
p8,1,0.008556,6.913203,[13 20] ; [ 2 22],[ 8.68421053 24.31578947] ; [ 6.31578947 17.68421053],0
p1,1,0.013442,6.109952,[ 1 33] ; [ 6 19],[ 4.03389831 29.96610169] ; [ 2.96610169 22.03389831],0
p2,1,0.014301,6.000612,[17 16] ; [ 5 20],[12.51724138 20.48275862] ; [ 9.48275862 15.51724138],0
r1,1,0.014328,5.997258,[19 15] ; [ 6 19],[14.40677966 19.59322034] ; [10.59322034 14.40677966],0
s6,1,0.021954,5.249413,[11 22] ; [ 2 23],[ 7.39655172 25.60344828] ; [ 5.60344828 19.39655172],0
v2,1,0.023542,5.128071,[ 9 24] ; [ 1 23],[ 5.78947368 27.21052632] ; [ 4.21052632 19.78947368],0
r2,1,0.044239,4.04742,[25  8] ; [12 12],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
p9,1,0.056925,3.624796,[17 14] ; [ 7 17],[13.52727273 17.47272727] ; [10.47272727 13.52727273],0
d5,1,0.069314,3.299182,[23 11] ; [11 14],[19.59322034 14.40677966] ; [14.40677966 10.59322034],0
n3,1,0.069826,3.287117,[11  9] ; [ 3 10],[ 8.48484848 11.51515152] ; [5.51515152 7.48484848],0
a1,1,0.109125,2.566847,[ 3 31] ; [ 6 19],[ 5.18644068 28.81355932] ; [ 3.81355932 21.18644068],0
b5,1,0.166786,1.9116,[17 17] ; [ 8 17],[14.40677966 19.59322034] ; [10.59322034 14.40677966],0
s1,1,0.171401,1.870647,[ 1 33] ; [ 3 22],[ 2.30508475 31.69491525] ; [ 1.69491525 23.30508475],0
s3,1,0.225269,1.470486,[ 3 29] ; [ 5 19],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
n4,1,0.244604,1.35386,[18 16] ; [17  8],[20.16949153 13.83050847] ; [14.83050847 10.16949153],0
a7,1,0.284468,1.145618,[17 17] ; [ 9 16],[14.98305085 19.01694915] ; [11.01694915 13.98305085],0
n2,1,0.289729,1.120879,[12  9] ; [5 8],[10.5 10.5] ; [6.5 6.5],0
p7,1,0.352822,0.863282,[11 20] ; [ 6 19],[ 9.41071429 21.58928571] ; [ 7.58928571 17.41071429],0
a4,1,0.374773,0.787776,[10 23] ; [10 14],[11.57894737 21.42105263] ; [ 8.42105263 15.57894737],0
p4,1,0.374856,0.787503,[10 23] ; [ 5 20],[ 8.53448276 24.46551724] ; [ 6.46551724 18.53448276],0
a6,1,0.409594,0.679978,[14 20] ; [13 12],[15.55932203 18.44067797] ; [11.44067797 13.55932203],0
p5,1,0.438727,0.59961,[ 5 28] ; [ 2 22],[ 4.05263158 28.94736842] ; [ 2.94736842 21.05263158],0
v3,1,0.442839,0.588915,[ 8 25] ; [ 4 21],[ 6.82758621 26.17241379] ; [ 5.17241379 19.82758621],0
d3,1,0.44614,0.58044,[17 17] ; [10 15],[15.55932203 18.44067797] ; [11.44067797 13.55932203],0
s7,1,0.462433,0.54,[ 6 24] ; [ 3 21],[ 5. 25.] ; [ 4. 20.],0
n5,1,0.483899,0.490063,[23 11] ; [19  6],[24.20338983  9.79661017] ; [17.79661017  7.20338983],0
p11,1,0.483899,0.490063,[11 23] ; [ 6 19],[ 9.79661017 24.20338983] ; [ 7.20338983 17.79661017],0
p3,1,0.521532,0.410862,[ 9 24] ; [ 5 20],[ 7.96551724 25.03448276] ; [ 6.03448276 18.96551724],0
b1,1,0.54437,0.3675,[23 11] ; [15 10],[21.89830508 12.10169492] ; [16.10169492  8.89830508],0
d4,1,0.601896,0.272146,[20 14] ; [13 12],[19.01694915 14.98305085] ; [13.98305085 11.01694915],0
b4,1,0.656014,0.198402,[21 13] ; [14 11],[20.16949153 13.83050847] ; [14.83050847 10.16949153],0
d2,1,0.724301,0.124409,[14 20] ; [11 13],[14.65517241 19.34482759] ; [10.34482759 13.65517241],0
b2,1,0.743971,0.106667,[ 7 13] ; [ 8 12],[ 7.5 12.5] ; [ 7.5 12.5],0
b3,1,0.743971,0.106667,[ 7 13] ; [ 8 12],[ 7.5 12.5] ; [ 7.5 12.5],0
p12,1,0.745012,0.10577,[ 2 32] ; [ 1 24],[ 1.72881356 32.27118644] ; [ 1.27118644 23.72881356],0
s5,1,0.764181,0.089997,[ 5 29] ; [ 3 22],[ 4.61016949 29.38983051] ; [ 3.38983051 21.61016949],0
s4,1,0.764181,0.089997,[ 5 29] ; [ 3 22],[ 4.61016949 29.38983051] ; [ 3.38983051 21.61016949],0
d1,1,0.791675,0.069768,[12 22] ; [ 8 17],[11.52542373 22.47457627] ; [ 8.47457627 16.52542373],0
v1,1,0.829487,0.04638,[ 9 25] ; [ 6 19],[ 8.6440678 25.3559322] ; [ 6.3559322 18.6440678],0
a5,1,0.879308,0.023057,[17 17] ; [13 12],[17.28813559 16.71186441] ; [12.71186441 12.28813559],0
n1,1,0.933708,0.006919,[10 11] ; [6 7],[ 9.88235294 11.11764706] ; [6.11764706 6.88235294],0
a3,1,0.954389,0.003271,[19 14] ; [14 10],[19.10526316 13.89473684] ; [13.89473684 10.10526316],0
