Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,30.516977,[47 29] ; [20 77],[29.43352601 46.56647399] ; [37.56647399 59.43352601],1
p6,1,2e-06,22.505893,[35 41] ; [12 80],[21.26190476 54.73809524] ; [25.73809524 66.26190476],1
p7,1,0.000154,14.322401,[57 19] ; [43 50],[44.9704142 31.0295858] ; [55.0295858 37.9704142],1
p8,1,0.005085,7.848869,[44 32] ; [35 61],[34.90697674 41.09302326] ; [44.09302326 51.90697674],0
a5,1,0.005743,7.629374,[57 19] ; [53 44],[48.32369942 27.67630058] ; [61.67630058 35.32369942],0
d3,1,0.005912,7.576978,[61 15] ; [59 38],[52.71676301 23.28323699] ; [67.28323699 29.71676301],0
a2,1,0.006754,7.337175,[15 61] ; [ 6 91],[ 9.22543353 66.77456647] ; [11.77456647 85.22543353],0
v4,1,0.008572,6.909983,[75  1] ; [83 11],[70.63529412  5.36470588] ; [87.36470588  6.63529412],0
d1,1,0.013058,6.161235,[45 31] ; [39 58],[36.9017341 39.0982659] ; [47.0982659 49.9017341],0
p10,1,0.021059,5.321939,[61 15] ; [61 34],[54.22222222 21.77777778] ; [67.77777778 27.22222222],0
p1,1,0.025425,4.99467,[ 9 66] ; [ 3 92],[ 5.29411765 69.70588235] ; [ 6.70588235 88.29411765],0
a7,1,0.031354,4.633485,[62 14] ; [65 32],[55.79190751 20.20809249] ; [71.20809249 25.79190751],0
u3,1,0.063433,3.445268,[20  6] ; [20 17],[16.50793651  9.49206349] ; [23.49206349 13.50793651],0
s8,1,0.069403,3.297089,[32 44] ; [28 69],[26.3583815 49.6416185] ; [33.6416185 63.3583815],0
s7,1,0.092921,2.823028,[31 43] ; [28 67],[25.83431953 48.16568047] ; [33.16568047 61.83431953],0
s2,1,0.105204,2.624822,[33 42] ; [31 66],[27.90697674 47.09302326] ; [36.09302326 60.90697674],0
s6,1,0.116091,2.469282,[45 30] ; [46 50],[39.9122807 35.0877193] ; [51.0877193 44.9122807],0
