Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.261307,[13 29] ; [56 17],[25.2 16.8] ; [43.8 29.2],1
a5,1,0.006519,7.401059,[12 30] ; [40 33],[18.99130435 23.00869565] ; [33.00869565 39.99130435],0
n1,1,0.006718,7.346939,[ 1 13] ; [13 13],[4.9 9.1] ; [ 9.1 16.9],0
s5,1,0.023144,5.15765,[ 7 34] ; [ 3 67],[ 3.69369369 37.30630631] ; [ 6.30630631 63.69369369],0
a4,1,0.027918,4.83313,[ 8 34] ; [28 44],[13.26315789 28.73684211] ; [22.73684211 49.26315789],0
u2,1,0.032651,4.563997,[11 10] ; [ 7 23],[ 7.41176471 13.58823529] ; [10.58823529 19.41176471],0
u3,1,0.036435,4.376633,[10 11] ; [ 6 24],[ 6.58823529 14.41176471] ; [ 9.41176471 20.58823529],0
d3,1,0.069616,3.292054,[22 19] ; [26 46],[17.4159292 23.5840708] ; [30.5840708 41.4159292],0
a7,1,0.112016,2.525541,[26 15] ; [35 38],[21.93859649 19.06140351] ; [39.06140351 33.93859649],0
r3,1,0.1345,2.239785,[33  9] ; [47 25],[29.47368421 12.52631579] ; [50.52631579 21.47368421],0
p9,1,0.136917,2.212276,[23 17] ; [50 20],[26.54545455 13.45454545] ; [46.45454545 23.54545455],0
s2,1,0.168401,1.897123,[10 32] ; [10 63],[ 7.30434783 34.69565217] ; [12.69565217 60.30434783],0
n2,1,0.171857,1.866667,[7 7] ; [20  8],[9. 5.] ; [18. 10.],0
a2,1,0.184037,1.764719,[ 2 40] ; [ 9 64],[ 4.0173913 37.9826087] ; [ 6.9826087 66.0173913],0
p4,1,0.194793,1.680992,[11 30] ; [28 44],[14.15044248 26.84955752] ; [24.84955752 47.15044248],0
p2,1,0.202656,1.623131,[27 14] ; [38 33],[23.79464286 17.20535714] ; [41.20535714 29.79464286],0
a1,1,0.207372,1.589681,[ 1 41] ; [ 6 67],[ 2.55652174 39.44347826] ; [ 4.44347826 68.55652174],0
p10,1,0.236058,1.40398,[19 21] ; [42 29],[21.98198198 18.01801802] ; [39.01801802 31.98198198],0
a6,1,0.241696,1.370673,[20 22] ; [43 30],[23.00869565 18.99130435] ; [39.99130435 33.00869565],0
p11,1,0.241696,1.370673,[20 22] ; [43 30],[23.00869565 18.99130435] ; [39.99130435 33.00869565],0
b5,1,0.26833,1.225266,[28 14] ; [41 32],[25.2 16.8] ; [43.8 29.2],0
v4,1,0.275872,1.187316,[32  9] ; [50 23],[29.49122807 11.50877193] ; [52.50877193 20.49122807],0
p5,1,0.304426,1.054703,[ 1 40] ; [ 5 67],[ 2.17699115 38.82300885] ; [ 3.82300885 68.17699115],0
