Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,102.245771,[177  76] ; [ 2 70],[139.34461538 113.65538462] ; [39.65538462 32.34461538],1
d4,1,0.0,69.767172,[223  29] ; [30 41],[197.3869969  54.6130031] ; [55.6130031 15.3869969],1
d3,1,0.0,40.01218,[185  68] ; [23 48],[162.41975309  90.58024691] ; [45.58024691 25.41975309],1
a3,1,0.0,26.412358,[193  60] ; [31 39],[175.45510836  77.54489164] ; [48.54489164 21.45510836],1
d2,1,1e-06,23.764494,[144 106] ; [18 54],[125.77639752 124.22360248] ; [36.22360248 35.77639752],1
a4,1,6e-06,20.387463,[133 119] ; [16 55],[116.24767802 135.75232198] ; [32.75232198 38.24767802],1
a5,1,1.3e-05,19.026083,[198  55] ; [37 34],[183.50308642  69.49691358] ; [51.49691358 19.50308642],1
a2,1,0.000187,13.952813,[ 71 182] ; [ 5 67],[ 59.16307692 193.83692308] ; [16.83692308 55.16307692],1
a7,1,0.000211,13.733923,[183  69] ; [35 36],[170.08049536  81.91950464] ; [47.91950464 23.08049536],1
r3,1,0.000777,11.294319,[229  20] ; [56 16],[221.07476636  27.92523364] ; [63.92523364  8.07476636],1
u1,1,0.001908,9.636299,[ 49 204] ; [ 3 69],[ 40.48 212.52] ; [11.52 60.48],0
p2,1,0.001977,9.570976,[201  51] ; [44 27],[191.14551084  60.85448916] ; [53.85448916 17.14551084],0
v2,1,0.002139,9.426527,[112 133] ; [17 51],[100.97444089 144.02555911] ; [28.02555911 39.97444089],0
r1,1,0.00402,8.274636,[200  53] ; [45 27],[190.72307692  62.27692308] ; [54.27692308 17.72307692],0
s8,1,0.00781,7.076622,[100 152] ; [16 55],[ 90.50154799 161.49845201] ; [25.49845201 45.50154799],0
p4,1,0.015145,5.899484,[138 113] ; [27 43],[129.01869159 121.98130841] ; [35.98130841 34.01869159],0
r4,1,0.015188,5.894559,[217  36] ; [53 19],[210.18461538  42.81538462] ; [59.81538462 12.18461538],0
r2,1,0.016979,5.698577,[228  18] ; [60 12],[222.79245283  23.20754717] ; [65.20754717  6.79245283],0
p12,1,0.017368,5.658824,[ 12 239] ; [ 9 62],[ 16.36956522 234.63043478] ; [ 4.63043478 66.36956522],0
p1,1,0.042571,4.112341,[ 19 232] ; [11 60],[ 23.38509317 227.61490683] ; [ 6.61490683 64.38509317],0
p9,1,0.045605,3.99613,[198  52] ; [46 22],[191.82389937  58.17610063] ; [52.17610063 15.82389937],0
n6,1,0.049131,3.870878,[216  35] ; [55 17],[210.59133127  40.40866873] ; [60.40866873 11.59133127],0
p10,1,0.049134,3.870782,[193  58] ; [45 24],[186.68125  64.31875] ; [51.31875 17.68125],0
p7,1,0.063559,3.441986,[146 102] ; [33 38],[139.15987461 108.84012539] ; [39.84012539 31.15987461],0
a6,1,0.074032,3.191289,[178  75] ; [42 29],[171.79012346  81.20987654] ; [48.20987654 22.79012346],0
s6,1,0.107988,2.583425,[154  94] ; [36 34],[148.17610063  99.82389937] ; [41.82389937 28.17610063],0
s7,1,0.125152,2.351637,[119 122] ; [26 41],[113.45779221 127.54220779] ; [31.54220779 35.45779221],0
p11,1,0.134096,2.24443,[191  62] ; [48 24],[186.05230769  66.94769231] ; [52.94769231 19.05230769],0
u3,1,0.158545,1.988049,[30 29] ; [15 26],[26.55 32.45] ; [18.45 22.55],0
u2,1,0.202565,1.623786,[33 25] ; [18 23],[29.87878788 28.12121212] ; [21.12121212 19.87878788],0
s4,1,0.225624,1.468238,[ 37 212] ; [15 57],[ 40.3364486 208.6635514] ; [11.6635514 60.3364486],0
s2,1,0.254022,1.301047,[115 137] ; [27 44],[110.78637771 141.21362229] ; [31.21362229 39.78637771],0
b5,1,0.272029,1.206486,[138 115] ; [34 38],[133.89538462 119.10461538] ; [38.10461538 33.89538462],0
v4,1,0.291576,1.112328,[227  24] ; [62 10],[224.57894737  26.42105263] ; [64.42105263  7.57894737],0
a8,1,0.357217,0.847652,[ 34 198] ; [ 7 61],[ 31.70666667 200.29333333] ; [ 9.29333333 58.70666667],0
s3,1,0.364622,0.821912,[138 111] ; [34 35],[134.67924528 114.32075472] ; [37.32075472 31.67924528],0
n1,1,0.545358,0.365699,[24 42] ; [10 13],[25.21348315 40.78651685] ; [ 8.78651685 14.21348315],0
s1,1,0.551934,0.353864,[ 10 240] ; [ 4 67],[ 10.90342679 239.09657321] ; [ 3.09657321 67.90342679],0
n3,1,0.568144,0.325797,[47 20] ; [14  8],[45.92134831 21.07865169] ; [15.07865169  6.92134831],0
s5,1,0.663182,0.189681,[ 65 178] ; [20 48],[ 66.414791 176.585209] ; [18.585209 49.414791],0
v3,1,0.694545,0.154209,[ 73 175] ; [22 47],[ 74.32176656 173.67823344] ; [20.67823344 48.32176656],0
b2,1,0.731847,0.117422,[ 50 102] ; [15 27],[ 50.92783505 101.07216495] ; [14.07216495 27.92783505],0
b3,1,0.731847,0.117422,[ 50 102] ; [15 27],[ 50.92783505 101.07216495] ; [14.07216495 27.92783505],0
p3,1,0.742511,0.107932,[112 140] ; [30 41],[110.78637771 141.21362229] ; [31.21362229 39.78637771],0
b1,1,0.767174,0.08766,[104 149] ; [31 41],[105.09230769 147.90769231] ; [29.90769231 42.09230769],0
