Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.515892,[69  7] ; [10 13],[60.64646465 15.35353535] ; [18.35353535  4.64646465],1
r3,1,0.000506,12.093672,[70  5] ; [15  8],[65.05102041  9.94897959] ; [19.94897959  3.05102041],1
d5,1,0.000749,11.36364,[65 11] ; [12 11],[59.11111111 16.88888889] ; [17.88888889  5.11111111],1
a3,1,0.001861,9.682152,[55 19] ; [ 9 14],[48.82474227 25.17525773] ; [15.17525773  7.82474227],0
s6,1,0.00274,8.973067,[58 14] ; [10 11],[52.64516129 19.35483871] ; [15.35483871  5.64516129],0
d1,1,0.003756,8.398187,[46 30] ; [ 6 17],[39.91919192 36.08080808] ; [12.08080808 10.91919192],0
p6,1,0.005365,7.752,[30 43] ; [ 2 20],[24.58947368 48.41052632] ; [ 7.41052632 14.58947368],0
a5,1,0.007092,7.249428,[56 20] ; [10 13],[50.66666667 25.33333333] ; [15.33333333  7.66666667],0
v2,1,0.007477,7.154592,[49 25] ; [ 8 15],[43.48453608 30.51546392] ; [13.51546392  9.48453608],0
a6,1,0.008167,6.996494,[50 26] ; [ 8 15],[44.52525253 31.47474747] ; [13.47474747  9.52525253],0
r2,1,0.009343,6.756145,[74  2] ; [19  4],[71.39393939  4.60606061] ; [21.60606061  1.39393939],0
s7,1,0.028204,4.815582,[41 26] ; [ 8 15],[36.47777778 30.52222222] ; [12.52222222 10.47777778],0
d4,1,0.046842,3.951053,[64 12] ; [15  8],[60.64646465 15.35353535] ; [18.35353535  4.64646465],0
n6,1,0.049207,3.868277,[54 19] ; [12 11],[50.1875 22.8125] ; [15.8125  7.1875],0
s8,1,0.056475,3.638,[36 38] ; [ 6 17],[32.04123711 41.95876289] ; [ 9.95876289 13.04123711],0
a2,1,0.064009,3.430333,[25 51] ; [ 3 20],[21.49494949 54.50505051] ; [ 6.50505051 16.49494949],0
