Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001046,10.744614,[37 10] ; [ 9 14],[30.88571429 16.11428571] ; [15.11428571  7.88571429],0
p10,1,0.055812,3.65765,[44  6] ; [16  7],[41.09589041  8.90410959] ; [18.90410959  4.09589041],0
n2,1,0.063835,3.434842,[15  2] ; [7 5],[12.89655172  4.10344828] ; [9.10344828 2.89655172],0
p8,1,0.076843,3.130435,[28 21] ; [ 8 15],[24.5 24.5] ; [11.5 11.5],0
n5,1,0.077105,3.124902,[24 26] ; [ 6 17],[20.54794521 29.45205479] ; [ 9.45205479 13.54794521],0
a5,1,0.135022,2.233789,[34 16] ; [12 12],[31.08108108 18.91891892] ; [14.91891892  9.08108108],0
b1,1,0.138142,2.198535,[18 32] ; [13 11],[20.94594595 29.05405405] ; [10.05405405 13.94594595],0
a7,1,0.18664,1.743944,[37 13] ; [21  3],[39.18918919 10.81081081] ; [18.81081081  5.18918919],0
p1,1,0.232768,1.423866,[ 4 46] ; [ 4 19],[ 5.47945205 44.52054795] ; [ 2.52054795 20.47945205],0
d5,1,0.287448,1.131534,[36 14] ; [20  4],[37.83783784 12.16216216] ; [18.16216216  5.83783784],0
v3,1,0.314118,1.013283,[16 30] ; [ 5 17],[14.20588235 31.79411765] ; [ 6.79411765 15.20588235],0
p4,1,0.327368,0.95928,[31 19] ; [12 12],[29.05405405 20.94594595] ; [13.94594595 10.05405405],0
n1,1,0.377822,0.777778,[8 8] ; [4 8],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
p3,1,0.394968,0.723592,[24 26] ; [ 9 15],[22.2972973 27.7027027] ; [10.7027027 13.2972973],0
d2,1,0.394968,0.723592,[24 26] ; [ 9 15],[22.2972973 27.7027027] ; [10.7027027 13.2972973],0
s3,1,0.414838,0.664893,[34 16] ; [14 10],[32.43243243 17.56756757] ; [15.56756757  8.43243243],0
r4,1,0.427397,0.629887,[40 10] ; [21  3],[41.21621622  8.78378378] ; [19.78378378  4.21621622],0
n6,1,0.44045,0.595109,[35 15] ; [14  9],[33.56164384 16.43835616] ; [15.43835616  7.56164384],0
u3,1,0.468717,0.525,[10  4] ; [6 1],[10.66666667  3.33333333] ; [5.33333333 1.66666667],0
r3,1,0.496593,0.46221,[46  4] ; [20  3],[45.20547945  4.79452055] ; [20.79452055  2.20547945],0
b4,1,0.521308,0.411305,[33 17] ; [14 10],[31.75675676 18.24324324] ; [15.24324324  8.75675676],0
r1,1,0.537416,0.38035,[34 16] ; [18  6],[35.13513514 14.86486486] ; [16.86486486  7.13513514],0
n3,1,0.56917,0.324074,[11  5] ; [7 5],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
u1,1,0.582527,0.302167,[ 6 44] ; [ 4 20],[ 6.75675676 43.24324324] ; [ 3.24324324 20.75675676],0
p6,1,0.590384,0.289745,[16 33] ; [ 9 14],[17.01388889 31.98611111] ; [ 7.98611111 15.01388889],0
a2,1,0.624767,0.239224,[10 40] ; [ 6 18],[10.81081081 39.18918919] ; [ 5.18918919 18.81081081],0
d4,1,0.624767,0.239224,[40 10] ; [18  6],[39.18918919 10.81081081] ; [18.81081081  5.18918919],0
b5,1,0.725544,0.123242,[27 23] ; [14 10],[27.7027027 22.2972973] ; [13.2972973 10.7027027],0
b2,1,0.742613,0.107843,[15 19] ; [5 5],[15.45454545 18.54545455] ; [4.54545455 5.45454545],0
b3,1,0.742613,0.107843,[15 19] ; [5 5],[15.45454545 18.54545455] ; [4.54545455 5.45454545],0
s4,1,0.762299,0.091484,[19 31] ; [10 14],[19.59459459 30.40540541] ; [ 9.40540541 14.59459459],0
d3,1,0.771797,0.084115,[35 15] ; [16  8],[34.45945946 15.54054054] ; [16.54054054  7.45945946],0
p2,1,0.773969,0.082477,[39 11] ; [18  6],[38.51351351 11.48648649] ; [18.48648649  5.51351351],0
u2,1,0.80725,0.059524,[11  3] ; [5 1],[11.2  2.8] ; [4.8 1.2],0
v4,1,0.818609,0.052594,[45  5] ; [22  2],[45.27027027  4.72972973] ; [21.72972973  2.27027027],0
a6,1,0.822025,0.050598,[32 18] ; [16  8],[32.43243243 17.56756757] ; [15.56756757  8.43243243],0
a4,1,0.822025,0.050598,[18 32] ; [ 8 16],[17.56756757 32.43243243] ; [ 8.43243243 15.56756757],0
v2,1,0.854567,0.033597,[24 22] ; [12 10],[24.35294118 21.64705882] ; [11.64705882 10.35294118],0
d1,1,0.861271,0.03054,[24 26] ; [11 13],[23.64864865 26.35135135] ; [11.35135135 12.64864865],0
s5,1,0.885013,0.020914,[20 28] ; [10 13],[20.28169014 27.71830986] ; [ 9.71830986 13.28169014],0
s8,1,0.900145,0.015745,[32 18] ; [15  9],[31.75675676 18.24324324] ; [15.24324324  8.75675676],0
a3,1,0.917003,0.01086,[36 14] ; [17  7],[35.81081081 14.18918919] ; [17.18918919  6.81081081],0
v1,1,0.929124,0.007911,[26 23] ; [13 11],[26.17808219 22.82191781] ; [12.82191781 11.17808219],0
s6,1,0.933474,0.006968,[40 10] ; [19  5],[39.86486486 10.13513514] ; [19.13513514  4.86486486],0
r2,1,0.960779,0.002418,[46  4] ; [22  2],[45.94594595  4.05405405] ; [22.05405405  1.94594595],0
s2,1,0.966884,0.001724,[31 19] ; [15  9],[31.08108108 18.91891892] ; [14.91891892  9.08108108],0
p12,1,0.972853,0.001158,[ 2 48] ; [ 1 23],[ 2.02702703 47.97297297] ; [ 0.97297297 23.02702703],0
p9,1,0.985259,0.000341,[41  9] ; [18  4],[40.97222222  9.02777778] ; [18.02777778  3.97222222],0
